Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZG_M_R
6163,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
6164,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
6165,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
6166,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Wetland
6167,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
6168,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
6169,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
6170,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
6171,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6172,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6173,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6174,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6175,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
6176,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6177,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6178,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6179,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6180,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
6181,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6182,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6183,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6184,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6185,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
6186,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6187,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6188,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6189,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6190,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6191,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6192,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6193,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6194,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6195,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6196,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6197,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6198,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
6199,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6200,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6201,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6202,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6203,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6204,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6205,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6206,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6207,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
6208,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
6209,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6210,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6211,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6212,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
6213,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6214,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6215,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6216,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6217,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
6218,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6219,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
6220,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6221,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6222,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6223,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
6224,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6225,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6226,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6227,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6228,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6229,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6230,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6231,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6232,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6233,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6234,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
6235,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6236,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
6237,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6238,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6239,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6240,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6241,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6242,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6243,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6244,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6245,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6246,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
6247,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6248,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6249,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6250,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
6251,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
6252,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6253,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6254,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6255,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
6256,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6257,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6258,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
6259,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6260,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6261,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6262,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6263,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
6264,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6265,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6266,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
6267,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6268,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
6269,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6270,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
6271,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6272,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6273,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
6274,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
6275,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6276,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6277,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6278,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
6279,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6280,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6281,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6282,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6283,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
6284,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6285,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
6286,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6287,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
6288,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6289,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
6290,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6291,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6292,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6293,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6294,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6295,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
6296,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6297,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
6298,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
6299,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6300,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
6301,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
6302,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
6303,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
6304,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
6305,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6306,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
6307,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6308,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6309,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
6310,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
6311,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6312,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
6313,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6314,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6315,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6316,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6317,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6318,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6319,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6320,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6321,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
6322,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6323,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6324,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6325,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6326,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6327,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
6328,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6329,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
6330,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6331,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6332,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6333,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6334,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6335,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6336,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
6337,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
6338,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
6339,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
6340,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
6341,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6342,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6343,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
6344,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6345,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6346,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
6347,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6348,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6349,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6350,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6351,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6352,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6353,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6354,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6355,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
6356,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6357,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6358,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6359,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6360,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6361,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6362,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
6363,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
6364,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6365,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6366,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6367,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6368,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6369,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6370,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6371,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6372,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
6373,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
6374,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6375,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6376,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6377,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6378,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6379,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6380,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6381,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6382,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6383,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6384,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6385,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6386,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6387,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6388,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6389,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6390,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6391,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6392,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6393,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6394,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
6395,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6396,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6397,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6398,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
6399,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6400,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6401,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
6402,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
6403,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6404,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6405,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6406,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6407,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6408,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6409,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6410,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6411,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
6412,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6413,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6414,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
6415,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Built-up
6416,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6417,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
6418,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6419,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6420,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
6421,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6422,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6423,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
6424,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6425,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6426,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6427,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6428,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6429,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6430,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6431,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6432,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6433,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6434,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6435,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6436,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6437,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
6438,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6439,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6440,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
6441,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
6442,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
6443,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6444,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6445,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6446,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6447,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
6448,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
6449,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6450,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6451,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6452,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6453,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
6454,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6455,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
6456,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
6457,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
6458,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
6459,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
6460,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
6461,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6462,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
6463,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6464,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6465,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6466,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6467,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
6468,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6469,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6470,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Water
6471,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6472,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6473,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
6474,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
6475,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Water
6476,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Water,Bareland
6477,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Water,Forest
6478,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6479,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
6480,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6481,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
6482,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
6483,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
6484,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
6485,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
