Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFT_M_R
340,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
341,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
342,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
343,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
344,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
345,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
346,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
347,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
348,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
349,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
350,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
351,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
352,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
353,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
354,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
355,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
356,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
357,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
358,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
359,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
360,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
361,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
362,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
363,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
364,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
365,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
366,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
367,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
368,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
369,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
370,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
371,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
372,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
373,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
374,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
375,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
376,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
377,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
378,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
379,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
380,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
381,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
382,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
383,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
384,NULL,Wetland,Water,Non_Water,Water,Water,Water,Grassland
385,NULL,Wetland,Water,Water,Water,Grassland,Water,Water
386,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
387,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Forest
388,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
389,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
390,NULL,Wetland,Water,Water,Water,Bareland,Water,Water
391,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
392,NULL,Wetland,Water,Water,Water,Water,Water,Water
393,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
394,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
395,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
396,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
397,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
398,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
399,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
400,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
401,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
402,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
403,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
404,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
405,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
406,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
407,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
408,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
409,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
410,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
411,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
412,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
413,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Water
414,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Forest
415,NULL,Bareland,Water,Water,Water,Bareland,Water,Water
416,NULL,Bareland,Water,Water,Water,Water,Water,Water
417,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
418,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
419,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
420,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
421,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
422,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
423,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
424,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
425,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
426,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
427,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
428,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
429,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
430,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
431,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
432,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
433,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
434,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
435,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
436,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
437,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
438,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
439,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
440,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
441,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
442,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
443,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
444,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
445,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
446,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
447,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
448,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
449,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
450,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
451,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
452,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
453,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
454,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
455,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
456,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
457,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
458,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
459,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
460,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
461,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
462,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
463,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
464,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
465,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
466,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
467,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
468,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
469,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Water
470,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
471,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
472,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
473,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Wetland,Water
474,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Grassland
475,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
476,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Forest
477,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
478,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
479,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
480,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
481,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
482,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
483,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
484,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
485,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
486,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
487,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
488,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
489,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
490,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
491,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
492,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
493,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
494,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
495,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
496,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
497,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
498,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
499,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
500,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
501,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
502,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
503,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
504,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
505,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
506,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
507,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
508,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
509,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
510,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
511,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
512,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
513,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
514,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Forest,Forest
515,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
516,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
517,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
518,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
519,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
520,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
521,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
522,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
523,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
524,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
525,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
526,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
527,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
528,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
529,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
530,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
531,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
532,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
533,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
534,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
535,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,Water
536,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
537,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
538,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
539,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
540,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
541,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
542,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
543,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
544,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
545,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
546,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
547,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
548,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
549,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
550,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
551,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
552,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
553,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
554,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
555,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
556,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
557,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
558,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
559,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
560,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
561,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
562,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
563,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
564,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
565,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
566,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
567,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
568,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
569,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
570,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
571,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
572,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
573,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
574,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
575,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
576,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
577,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Built-up
578,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
579,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
580,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
581,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
582,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
583,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
584,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
585,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
586,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
587,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Wetland,Water
588,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Grassland
589,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Forest
590,NULL,Built-up,Water,NULL,Water,Bareland,Wetland,Grassland
591,NULL,Built-up,Water,NULL,Water,Bareland,Wetland,Forest
592,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
593,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Grassland
594,NULL,Built-up,Water,NULL,Water,Water,Wetland,Grassland
595,NULL,Built-up,Water,Non_Water,Water,Wetland,Wetland,Grassland
596,NULL,Built-up,Water,Non_Water,Water,Bareland,Wetland,Grassland
597,NULL,Built-up,Water,Non_Water,Water,Bareland,Wetland,Forest
598,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Grassland
599,NULL,Built-up,Water,Non_Water,Water,Water,Wetland,Grassland
600,NULL,Built-up,Water,Non_Water,Water,Water,Wetland,Forest
601,NULL,Built-up,Water,Water,Water,Wetland,Wetland,Grassland
602,NULL,Built-up,Water,Water,Water,Bareland,Wetland,Grassland
603,NULL,Built-up,Water,Water,Water,Bareland,Water,Forest
604,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
605,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
606,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
607,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
608,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
609,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
610,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
611,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
612,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
613,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
614,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
615,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
616,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
617,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
618,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
619,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
620,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
621,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
622,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
623,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
624,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
625,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
626,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
627,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
628,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
629,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
630,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
631,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
632,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
633,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
634,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
635,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
636,NULL,Built-up,Forest,Water,Non_Wetland,Water,Wetland,Grassland
637,NULL,Built-up,Forest,Water,Non_Wetland,Water,Wetland,Water
638,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
639,NULL,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
640,NULL,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
641,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
642,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
643,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
644,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
645,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
646,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
647,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
648,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
649,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
650,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
651,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
652,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
653,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
654,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
655,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
656,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
657,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
658,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
659,NULL,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
660,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
661,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
662,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
663,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
664,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
665,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
666,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
667,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
668,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
669,NULL,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
670,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
671,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
672,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
673,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
674,NULL,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
675,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
676,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
677,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
678,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
679,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
680,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
681,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
