Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTK_M_R
325,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
326,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
327,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
328,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
329,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
330,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
331,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
332,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
333,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
334,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
335,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
336,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
337,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
338,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
339,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
340,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
341,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
342,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
343,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
344,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
345,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
346,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
347,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
348,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
349,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
350,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
351,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
352,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
353,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
354,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
355,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
356,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
357,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
358,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
359,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
360,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
361,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
362,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
363,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
364,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
365,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
366,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
367,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
368,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
369,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
370,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
371,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
372,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
373,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
374,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
375,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
376,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
377,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
378,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
379,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
380,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
381,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
382,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
383,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
384,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
385,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
386,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
387,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
388,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
389,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
390,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
391,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
392,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
393,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
394,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
395,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
396,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
397,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
398,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
399,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
400,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
401,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
402,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
403,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
404,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
405,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
406,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
407,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
408,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
409,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
410,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
411,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
412,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
413,NULL,NULL,Water,Water,Water,Water,Grassland,Water
414,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
415,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
416,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
417,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
418,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
419,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
420,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
421,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
422,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
423,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
424,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
425,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
426,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
427,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
428,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
429,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
430,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
431,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
432,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
433,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
434,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
435,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
436,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
437,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
438,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
439,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
440,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
441,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
442,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
443,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
444,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
445,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
446,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
447,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
448,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
449,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
450,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
451,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
452,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
453,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
454,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
455,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
456,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
457,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
458,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
459,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
460,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
461,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
462,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
463,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
464,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
465,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
466,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
467,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
468,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
469,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
470,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
471,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
472,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
473,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
474,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
475,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
476,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
477,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
478,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
479,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
480,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
481,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
482,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
483,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
484,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
485,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
486,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
487,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
488,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
489,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
490,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
491,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
492,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
493,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
494,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
495,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
496,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
497,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
498,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
499,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
500,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
501,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
502,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
503,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
504,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
505,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
506,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
507,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
508,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
509,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
510,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
511,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
512,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
513,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
514,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
515,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
516,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
517,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
518,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
519,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
520,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
521,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
522,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
523,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
524,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
525,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
526,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
527,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
528,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
529,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
530,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
531,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
532,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
533,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
534,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
535,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
536,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
537,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
538,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
539,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
540,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
541,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
542,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
543,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
544,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
545,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
546,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
547,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
548,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
549,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
550,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
551,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
552,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
553,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
554,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
555,NULL,Cropland,Wetland,NULL,Wetland,Water,Water,Water
556,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
557,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
558,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
559,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
560,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
561,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
562,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
563,NULL,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
564,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
565,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
566,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
567,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
568,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
569,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
570,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
571,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
572,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
573,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
574,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
575,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
576,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
577,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
578,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
579,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
580,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
581,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
582,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
583,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
584,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
585,NULL,Cropland,Water,NULL,Water,Water,Water,Water
586,NULL,Cropland,Water,Water,Water,Water,Grassland,Water
587,NULL,Cropland,Water,Water,Water,Water,Water,Grassland
588,NULL,Cropland,Water,Water,Water,Water,Water,Water
589,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
590,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
591,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
592,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
593,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
594,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
595,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
596,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
597,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
598,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
599,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
600,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
601,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
602,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
603,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
604,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
605,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
606,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
607,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
608,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
609,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
610,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
611,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
612,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
613,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
614,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
615,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
616,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
617,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
618,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
619,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
620,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
621,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
622,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
623,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
624,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
625,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
626,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
627,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
628,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
629,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
630,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
631,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
632,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
633,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
634,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
635,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
636,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
637,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
638,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
639,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
640,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
641,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
642,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
643,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
644,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
645,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
646,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
647,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
648,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
649,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
650,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
651,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
652,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
653,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
654,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
655,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
656,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
