Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUC_M_R
13009,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
13010,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13011,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
13012,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
13013,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
13014,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
13015,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
13016,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
13017,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
13018,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
13019,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
13020,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
13021,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
13022,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13023,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
13024,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13025,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
13026,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13027,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13028,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13029,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
13030,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
13031,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13032,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13033,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
13034,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13035,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
13036,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13037,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
13038,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
13039,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13040,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13041,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
13042,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
13043,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13044,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
13045,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13046,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
13047,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13048,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
13049,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
13050,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
13051,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
13052,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
13053,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
13054,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
13055,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
13056,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
13057,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13058,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
13059,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
13060,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
13061,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13062,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
13063,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
13064,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
13065,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
13066,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
13067,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
13068,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
13069,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
13070,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
13071,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
13072,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Wetland
13073,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
13074,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
13075,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
13076,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
13077,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13078,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13079,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
13080,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
13081,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
13082,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
13083,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13084,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
13085,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
13086,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13087,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
13088,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
13089,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
13090,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
13091,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
13092,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
13093,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
13094,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
13095,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13096,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13097,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
13098,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
13099,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
13100,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13101,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
13102,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
13103,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
13104,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13105,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
13106,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13107,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
13108,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13109,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
13110,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
13111,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13112,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13113,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
13114,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
13115,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
13116,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
13117,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
13118,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
13119,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13120,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13121,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
13122,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
13123,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13124,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13125,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13126,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13127,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
13128,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
13129,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
13130,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
13131,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
13132,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
13133,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
13134,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
13135,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
13136,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
13137,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Forest
13138,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
13139,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
13140,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
13141,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
13142,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
13143,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Shrubland,NULL
13144,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Shrubland,Forest
13145,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
13146,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
13147,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Forest
13148,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
13149,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
13150,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
13151,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
13152,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
13153,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
13154,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
13155,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
13156,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
13157,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
13158,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
13159,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
13160,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
13161,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
13162,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
13163,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
13164,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
13165,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
13166,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
13167,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
13168,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
13169,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
13170,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
13171,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
13172,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
13173,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
13174,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
13175,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
13176,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
13177,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
13178,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
13179,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
13180,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
13181,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
13182,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
13183,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
13184,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
13185,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
13186,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
13187,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
13188,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
13189,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
13190,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
13191,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
13192,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
13193,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
13194,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
13195,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
13196,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
13197,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
13198,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
13199,Forest,NULL,Wetland,NULL,Wetland,Cropland,Shrubland,Wetland
13200,Forest,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
13201,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
13202,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Cropland
13203,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
13204,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
13205,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
13206,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
13207,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
13208,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
13209,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
13210,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
13211,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
13212,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
13213,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
13214,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
13215,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
13216,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
13217,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
13218,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
13219,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
13220,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
13221,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
13222,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
13223,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
13224,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
13225,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
13226,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
13227,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
13228,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
13229,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
13230,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
13231,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
13232,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
13233,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
13234,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
13235,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
13236,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
13237,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
13238,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
13239,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
13240,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
13241,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
13242,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
13243,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
13244,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
13245,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
13246,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
13247,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
13248,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
13249,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
13250,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
13251,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
13252,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
13253,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
13254,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
13255,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
13256,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
13257,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
13258,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
13259,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
13260,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
13261,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
13262,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
13263,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
13264,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
13265,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
13266,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
13267,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
13268,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
13269,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
13270,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
13271,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
13272,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
13273,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
13274,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
13275,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Cropland
13276,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
13277,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
13278,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
13279,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
13280,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
13281,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
13282,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Wetland
13283,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
13284,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
13285,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
13286,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
13287,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
13288,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Cropland
13289,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
13290,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
13291,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
13292,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
13293,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
13294,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
13295,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
13296,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
13297,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
13298,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
13299,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
13300,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
13301,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
13302,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
13303,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
13304,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
13305,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
13306,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
13307,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
13308,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
13309,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
13310,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
13311,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
13312,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
13313,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
13314,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
13315,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
13316,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
13317,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
13318,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
13319,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
13320,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
13321,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
13322,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
13323,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
13324,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
13325,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
13326,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
13327,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
13328,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
13329,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
13330,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
13331,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
13332,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
13333,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
13334,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
13335,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
13336,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
13337,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
13338,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
13339,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
13340,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
13341,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
13342,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
13343,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
13344,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Forest
13345,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
