Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMV_M_R
2290,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2291,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2292,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2293,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2294,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2295,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2296,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
2297,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2298,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2299,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
2300,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2301,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2302,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
2303,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2304,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2305,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2306,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2307,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2308,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
2309,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
2310,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
2311,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2312,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2313,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
2314,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2315,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2316,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2317,Forest,Water,Water,NULL,Water,NULL,Water,Water
2318,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2319,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2320,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2321,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
2322,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2323,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2324,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
2325,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2326,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2327,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2328,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
2329,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
2330,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2331,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2332,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2333,Forest,Water,Water,NULL,Water,Water,Water,Water
2334,Forest,Water,Water,NULL,Water,Water,Water,Forest
2335,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2336,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
2337,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2338,Forest,Water,Water,NULL,Water,Forest,Water,Water
2339,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2340,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2341,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2342,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2343,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2344,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2345,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2346,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2347,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2348,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
2349,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2350,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2351,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
2352,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2353,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2354,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
2355,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
2356,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2357,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2358,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
2359,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2360,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2361,Forest,Water,Water,Water,Water,NULL,Water,Water
2362,Forest,Water,Water,Water,Water,NULL,Water,Forest
2363,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
2364,Forest,Water,Water,Water,Water,Wetland,Grassland,Grassland
2365,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
2366,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
2367,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2368,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2369,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
2370,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
2371,Forest,Water,Water,Water,Water,Wetland,Water,Water
2372,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2373,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
2374,Forest,Water,Water,Water,Water,Water,Grassland,Wetland
2375,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2376,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
2377,Forest,Water,Water,Water,Water,Water,Wetland,Water
2378,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2379,Forest,Water,Water,Water,Water,Water,Water,Grassland
2380,Forest,Water,Water,Water,Water,Water,Water,Wetland
2381,Forest,Water,Water,Water,Water,Water,Water,Water
2382,Forest,Water,Water,Water,Water,Water,Water,Forest
2383,Forest,Water,Water,Water,Water,Water,Forest,Forest
2384,Forest,Water,Water,Water,Water,Forest,Wetland,Water
2385,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2386,Forest,Water,Water,Water,Water,Forest,Water,Water
2387,Forest,Water,Water,Water,Water,Forest,Water,Forest
2388,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2389,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2390,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2391,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2392,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2393,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2394,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2395,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2396,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2397,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2398,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2399,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2400,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2401,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2402,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2403,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2404,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2405,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2406,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2407,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2408,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2409,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2410,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2411,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2412,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2413,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2414,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2415,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2416,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2417,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2418,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2419,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2420,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2421,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2422,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2423,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2424,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2425,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2426,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2427,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2428,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2429,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2430,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2431,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2432,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2433,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2434,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2435,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2436,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2437,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2438,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2439,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2440,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2441,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2442,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2443,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2444,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2445,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2446,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2447,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2448,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2449,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2450,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2451,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2452,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2453,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2454,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2455,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2456,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2457,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2458,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2459,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2460,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2461,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2462,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2463,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2464,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2465,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2466,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2467,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2468,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2469,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2470,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2471,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2472,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2473,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2474,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2475,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2476,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2477,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2478,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2479,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2480,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2481,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2482,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2483,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2484,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2485,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2486,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2487,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2488,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
2489,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2490,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2491,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2492,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2493,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2494,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
2495,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2496,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2497,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2498,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2499,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
2500,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2501,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2502,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2503,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2504,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2505,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2506,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
2507,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2508,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2509,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
2510,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2511,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2512,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2513,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2514,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2515,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
2516,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2517,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2518,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2519,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
2520,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2521,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
2522,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2523,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2524,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
2525,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2526,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2527,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Wetland
2528,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
2529,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
2530,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
2531,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2532,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
2533,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
2534,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
2535,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
2536,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
2537,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2538,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
2539,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2540,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2541,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2542,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2543,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2544,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2545,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2546,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2547,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2548,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2549,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2550,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2551,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2552,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2553,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2554,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2555,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2556,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2557,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2558,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2559,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2560,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2561,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2562,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2563,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2564,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2565,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
2566,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2567,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2568,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2569,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2570,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2571,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2572,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2573,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2574,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2575,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2576,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2577,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2578,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2579,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2580,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2581,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2582,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2583,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2584,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2585,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2586,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2587,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
2588,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
2589,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2590,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2591,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2592,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2593,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2594,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2595,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2596,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2597,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2598,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2599,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2600,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2601,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2602,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2603,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2604,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2605,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2606,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2607,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2608,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2609,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2610,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
2611,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2612,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2613,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2614,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2615,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2616,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2617,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2618,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2619,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2620,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2621,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2622,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2623,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2624,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2625,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2626,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2627,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2628,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2629,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
2630,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2631,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2632,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2633,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
2634,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2635,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2636,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
2637,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2638,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2639,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
2640,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2641,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
2642,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Wetland
2643,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
2644,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
2645,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
