Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NDH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NDH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NDH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NDH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NDH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NDH_M_R
4192,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4193,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
4194,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
4195,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4196,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4197,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4198,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4199,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4200,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
4201,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
4202,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4203,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
4204,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4205,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
4206,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
4207,Forest,Built-up,Water,Water,Water,Bareland,Bareland,Forest
4208,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4209,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4210,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4211,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4212,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4213,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4214,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4215,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4216,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4217,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4218,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4219,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
4220,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4221,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4222,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4223,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4224,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4225,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4226,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4227,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
4228,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
4229,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
4230,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4231,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4232,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
4233,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
4234,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
4235,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4236,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4237,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4238,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4239,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4240,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4241,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4242,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4243,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4244,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4245,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4246,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4247,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
4248,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
4249,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4250,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4251,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4252,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4253,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4254,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4255,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4256,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4257,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4258,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
4259,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
4260,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
4261,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4262,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4263,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4264,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4265,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4266,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4267,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4268,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
4269,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4270,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
4271,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4272,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4273,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4274,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
4275,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4276,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4277,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
4278,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4279,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
4280,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4281,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4282,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4283,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
4284,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
4285,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4286,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
4287,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4288,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4289,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4290,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4291,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4292,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4293,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
4294,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
4295,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
4296,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
4297,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4298,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4299,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4300,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
4301,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
4302,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
4303,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
4304,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
4305,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
4306,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
4307,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4308,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
4309,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4310,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
4311,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4312,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4313,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4314,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
4315,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
4316,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
4317,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4318,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
4319,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4320,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4321,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4322,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4323,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4324,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4325,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4326,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4327,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4328,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4329,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4330,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4331,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4332,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4333,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
4334,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4335,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4336,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4337,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
4338,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4339,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4340,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
4341,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
4342,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
4343,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
4344,Forest,Water,Wetland,NULL,Wetland,Built-up,Water,Water
4345,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4346,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
4347,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4348,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4349,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
4350,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
4351,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
4352,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
4353,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
4354,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
4355,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
4356,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4357,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4358,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4359,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
4360,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4361,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4362,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4363,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4364,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4365,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4366,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4367,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4368,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4369,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4370,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4371,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4372,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
4373,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
4374,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4375,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
4376,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
4377,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
4378,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
4379,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
4380,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4381,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4382,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4383,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
4384,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
4385,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4386,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4387,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4388,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
4389,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
4390,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4391,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
4392,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4393,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4394,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
4395,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4396,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
4397,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
4398,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
4399,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4400,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4401,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4402,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
4403,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
4404,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
4405,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
4406,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
4407,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
4408,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
4409,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
4410,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4411,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
4412,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
4413,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
4414,Forest,Water,Wetland,Water,Wetland,Forest,Water,Bareland
4415,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
4416,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
4417,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
4418,Forest,Water,Water,NULL,Water,NULL,Water,Water
4419,Forest,Water,Water,NULL,Water,NULL,Water,Forest
4420,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
4421,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
4422,Forest,Water,Water,NULL,Water,Bareland,Bareland,Bareland
4423,Forest,Water,Water,NULL,Water,Bareland,Bareland,Water
4424,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
4425,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
4426,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
4427,Forest,Water,Water,NULL,Water,Water,Wetland,Water
4428,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
4429,Forest,Water,Water,NULL,Water,Water,Bareland,Water
4430,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
4431,Forest,Water,Water,NULL,Water,Water,Water,Water
4432,Forest,Water,Water,NULL,Water,Water,Water,Forest
4433,Forest,Water,Water,NULL,Water,Water,Forest,Water
4434,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
4435,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
4436,Forest,Water,Water,NULL,Water,Forest,Water,Water
4437,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
4438,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
4439,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
4440,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
4441,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
4442,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
4443,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
4444,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
4445,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Water
4446,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
4447,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
4448,Forest,Water,Water,Non_Water,Water,Built-up,Water,Water
4449,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
4450,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
4451,Forest,Water,Water,Non_Water,Water,Water,Water,Water
4452,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
4453,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
4454,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
4455,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
4456,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
4457,Forest,Water,Water,Water,Water,NULL,Wetland,Water
4458,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
4459,Forest,Water,Water,Water,Water,NULL,Water,Water
4460,Forest,Water,Water,Water,Water,NULL,Water,Forest
4461,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
4462,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
4463,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
4464,Forest,Water,Water,Water,Water,Wetland,Water,Bareland
4465,Forest,Water,Water,Water,Water,Wetland,Water,Water
4466,Forest,Water,Water,Water,Water,Wetland,Water,Forest
4467,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
4468,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
4469,Forest,Water,Water,Water,Water,Bareland,Bareland,Bareland
4470,Forest,Water,Water,Water,Water,Bareland,Bareland,Forest
4471,Forest,Water,Water,Water,Water,Bareland,Water,Water
4472,Forest,Water,Water,Water,Water,Bareland,Water,Forest
4473,Forest,Water,Water,Water,Water,Bareland,Forest,Water
4474,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
4475,Forest,Water,Water,Water,Water,Water,Wetland,Water
4476,Forest,Water,Water,Water,Water,Water,Wetland,Forest
4477,Forest,Water,Water,Water,Water,Water,Bareland,Water
4478,Forest,Water,Water,Water,Water,Water,Bareland,Forest
4479,Forest,Water,Water,Water,Water,Water,Water,Water
4480,Forest,Water,Water,Water,Water,Water,Water,Forest
4481,Forest,Water,Water,Water,Water,Water,Forest,Water
4482,Forest,Water,Water,Water,Water,Forest,Shrubland,Forest
4483,Forest,Water,Water,Water,Water,Forest,Wetland,Water
4484,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
4485,Forest,Water,Water,Water,Water,Forest,Bareland,Forest
4486,Forest,Water,Water,Water,Water,Forest,Water,Forest
4487,Forest,Water,Water,Water,Water,Forest,Forest,Forest
4488,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4489,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4490,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4491,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4492,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
4493,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4494,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4495,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
4496,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4497,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4498,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
4499,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4500,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4501,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4502,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4503,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4504,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4505,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4506,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4507,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
4508,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4509,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4510,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
4511,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
4512,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4513,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4514,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4515,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
4516,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4517,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
4518,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4519,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
4520,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
4521,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4522,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4523,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4524,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4525,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4526,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
4527,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
4528,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4529,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
4530,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4531,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4532,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4533,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4534,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
4535,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4536,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4537,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
4538,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4539,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
4540,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4541,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
4542,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
4543,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4544,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4545,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4546,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
4547,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4548,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4549,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
4550,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4551,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
4552,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
4553,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
4554,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
4555,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
