Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKN_M_R
7055,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Water
7056,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
7057,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,NULL,Wetland
7058,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,NULL,Forest
7059,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
7060,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
7061,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
7062,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
7063,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
7064,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Grassland
7065,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Forest
7066,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7067,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7068,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7069,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7070,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7071,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7072,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7073,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7074,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7075,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7076,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7077,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7078,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7079,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7080,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7081,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7082,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7083,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7084,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7085,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
7086,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7087,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7088,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
7089,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7090,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7091,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7092,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7093,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7094,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7095,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7096,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
7097,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
7098,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
7099,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
7100,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7101,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7102,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7103,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7104,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
7105,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7106,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7107,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7108,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7109,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7110,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7111,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7112,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7113,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7114,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
7115,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7116,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
7117,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
7118,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
7119,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
7120,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7121,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
7122,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7123,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7124,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7125,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7126,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7127,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
7128,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
7129,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
7130,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
7131,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
7132,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
7133,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
7134,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Wetland
7135,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
7136,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Water
7137,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
7138,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
7139,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
7140,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
7141,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
7142,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
7143,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
7144,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
7145,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
7146,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
7147,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
7148,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
7149,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
7150,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
7151,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
7152,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
7153,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
7154,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
7155,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7156,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
7157,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
7158,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
7159,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
7160,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7161,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7162,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
7163,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
7164,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
7165,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
7166,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
7167,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
7168,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
7169,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
7170,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
7171,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
7172,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
7173,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
7174,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
7175,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
7176,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
7177,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
7178,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Water
7179,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
7180,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
7181,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
7182,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
7183,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
7184,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7185,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
7186,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7187,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
7188,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
7189,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7190,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
7191,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7192,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
7193,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
7194,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
7195,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
7196,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
7197,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
7198,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
7199,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
7200,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
7201,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Water
7202,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
7203,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
7204,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Water
7205,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
7206,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
7207,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
7208,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
7209,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
7210,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
7211,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
7212,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
7213,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
7214,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
7215,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
7216,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
7217,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
7218,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
7219,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
7220,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
7221,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
7222,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
7223,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
7224,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
7225,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
7226,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
7227,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
7228,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
7229,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
7230,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
7231,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
7232,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7233,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
7234,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
7235,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
7236,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
7237,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
7238,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
7239,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
7240,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
7241,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
7242,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
7243,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
7244,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
7245,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,NULL
7246,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7247,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7248,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
7249,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
7250,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,NULL
7251,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
7252,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
7253,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
7254,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
7255,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
7256,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
7257,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
7258,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
7259,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
7260,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
7261,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Water
7262,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
7263,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7264,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
7265,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
7266,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
7267,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
7268,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Cropland
7269,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
7270,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
7271,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
7272,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7273,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
7274,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
7275,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
7276,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
7277,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Water
7278,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
7279,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
7280,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
7281,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
7282,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
7283,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Bareland
7284,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Water
7285,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
7286,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
7287,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
7288,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
7289,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Cropland
7290,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
7291,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
7292,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
7293,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
7294,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7295,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
7296,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7297,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7298,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7299,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,NULL
7300,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7301,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
7302,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7303,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
7304,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7305,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
7306,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Cropland
7307,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
7308,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
7309,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
7310,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
7311,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
7312,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Water
7313,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
7314,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
7315,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
7316,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Bareland
7317,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
7318,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
7319,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
7320,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
7321,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,NULL
7322,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
7323,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7324,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
7325,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7326,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
7327,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
7328,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
7329,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
7330,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
7331,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
7332,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
7333,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
7334,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
7335,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
7336,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
7337,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,NULL
7338,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
7339,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
7340,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
7341,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
7342,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7343,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
7344,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7345,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
7346,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
7347,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
7348,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
7349,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Wetland
7350,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
7351,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
7352,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
7353,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
7354,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
7355,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
7356,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
7357,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
7358,Forest,Forest,Wetland,Water,Wetland,Shrubland,NULL,Grassland
7359,Forest,Forest,Wetland,Water,Wetland,Shrubland,NULL,Water
7360,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
7361,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Cropland
7362,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Wetland
7363,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Bareland
7364,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Water
7365,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
7366,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
7367,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Cropland
7368,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Wetland
7369,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
7370,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
7371,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Cropland
7372,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
7373,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
7374,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
7375,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
7376,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Cropland
7377,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
7378,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Bareland
7379,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
7380,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
7381,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
7382,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
7383,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
7384,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Cropland
7385,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Wetland
7386,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
7387,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
7388,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
7389,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Cropland
7390,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
7391,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
7392,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
7393,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
7394,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Cropland
7395,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7396,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
7397,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
7398,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
7399,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Cropland
7400,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
7401,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
