Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LUQ_M_R
1286,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1287,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1288,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1289,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1290,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1291,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1292,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1293,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1294,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1295,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1296,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1297,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1298,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1299,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1300,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1301,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1302,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1303,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1304,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1305,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1306,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1307,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up
1308,Bareland,NULL,Water,NULL,Water,Grassland
1309,Bareland,NULL,Water,NULL,Water,Bareland
1310,Bareland,NULL,Water,NULL,Water,Water
1311,Bareland,NULL,Water,Non_Water,Water,Grassland
1312,Bareland,NULL,Water,Non_Water,Water,Bareland
1313,Bareland,NULL,Water,Non_Water,Water,Water
1314,Bareland,NULL,Water,Non_Water,Water,Forest
1315,Bareland,NULL,Water,Water,Water,Grassland
1316,Bareland,NULL,Water,Water,Water,Bareland
1317,Bareland,NULL,Water,Water,Water,Water
1318,Bareland,NULL,Water,Water,Water,Forest
1319,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1320,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1321,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1322,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1323,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1324,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1325,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1326,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1327,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
1328,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1329,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1330,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1331,Bareland,NULL,Forest,Water,Non_Wetland,Water
1332,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1333,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1334,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1335,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1336,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1337,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1338,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1339,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1340,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1341,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1342,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1343,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1344,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1345,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
1346,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1347,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1348,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1349,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1350,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1351,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1352,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1353,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1354,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1355,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1356,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1357,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1358,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1359,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1360,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1361,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1362,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1363,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1364,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1365,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Forest
1366,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1367,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1368,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1369,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1370,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1371,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1372,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1373,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1374,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1375,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1376,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1377,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1378,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1379,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1380,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1381,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1382,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1383,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1384,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1385,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1386,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1387,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1388,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1389,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1390,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1391,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1392,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1393,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1394,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1395,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1396,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1397,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1398,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1399,Bareland,Bareland,Wetland,NULL,Wetland,Water
1400,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1401,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1402,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1403,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1404,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1405,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1406,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1407,Bareland,Bareland,Wetland,Water,Wetland,Water
1408,Bareland,Bareland,Wetland,Water,Wetland,Forest
1409,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1410,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1411,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1412,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1413,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1414,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1415,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1416,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1417,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1418,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1419,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1420,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1421,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1422,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1423,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1424,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1425,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1426,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1427,Bareland,Bareland,Water,NULL,Water,Grassland
1428,Bareland,Bareland,Water,NULL,Water,Bareland
1429,Bareland,Bareland,Water,NULL,Water,Water
1430,Bareland,Bareland,Water,NULL,Water,Forest
1431,Bareland,Bareland,Water,Non_Water,Water,Grassland
1432,Bareland,Bareland,Water,Non_Water,Water,Bareland
1433,Bareland,Bareland,Water,Non_Water,Water,Water
1434,Bareland,Bareland,Water,Non_Water,Water,Forest
1435,Bareland,Bareland,Water,Water,Water,Grassland
1436,Bareland,Bareland,Water,Water,Water,Bareland
1437,Bareland,Bareland,Water,Water,Water,Water
1438,Bareland,Bareland,Water,Water,Water,Forest
1439,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1440,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1441,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1442,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1443,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1444,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1445,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1446,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Cropland
1447,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1448,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1449,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1450,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1451,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland
1452,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1453,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1454,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1455,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1456,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1457,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1458,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1459,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1460,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1461,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1462,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1463,Bareland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1464,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland
1465,Bareland,Built-up,Shrubland,Water,Non_Wetland,Forest
1466,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1467,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1468,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1469,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1470,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1471,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1472,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1473,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1474,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1475,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1476,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
1477,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Water
1478,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1479,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland
1480,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1481,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1482,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1483,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1484,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1485,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1486,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Water
1487,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
1488,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1489,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
1490,Bareland,Built-up,Bareland,Water,Non_Wetland,Forest
1491,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1492,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1493,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1494,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1495,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1496,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
1497,Bareland,Built-up,Water,Non_Water,Water,Water
1498,Bareland,Built-up,Water,Water,Water,Grassland
1499,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1500,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1501,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1502,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1503,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1504,Bareland,Built-up,Forest,Water,Non_Wetland,Grassland
1505,Bareland,Built-up,Forest,Water,Non_Wetland,Water
1506,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1507,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1508,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1509,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
1510,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1511,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1512,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1513,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1514,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1515,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1516,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1517,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
1518,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1519,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1520,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1521,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1522,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1523,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1524,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up
1525,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1526,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1527,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1528,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1529,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1530,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1531,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1532,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up
1533,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1534,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1535,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1536,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1537,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1538,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1539,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1540,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1541,Bareland,Water,Cropland,Water,Non_Wetland,Water
1542,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1543,Bareland,Water,Wetland,NULL,Wetland,Water
1544,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1545,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1546,Bareland,Water,Wetland,Non_Water,Wetland,Water
1547,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1548,Bareland,Water,Wetland,Water,Wetland,Grassland
1549,Bareland,Water,Wetland,Water,Wetland,Bareland
1550,Bareland,Water,Wetland,Water,Wetland,Water
1551,Bareland,Water,Wetland,Water,Wetland,Forest
1552,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1553,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1554,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1555,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1556,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1557,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1558,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1559,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1560,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1561,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1562,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1563,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1564,Bareland,Water,Bareland,Water,Non_Wetland,Water
1565,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1566,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1567,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1568,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1569,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1570,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1571,Bareland,Water,Water,NULL,Water,Grassland
1572,Bareland,Water,Water,NULL,Water,Bareland
1573,Bareland,Water,Water,NULL,Water,Water
1574,Bareland,Water,Water,NULL,Water,Forest
1575,Bareland,Water,Water,Non_Water,Water,Grassland
1576,Bareland,Water,Water,Non_Water,Water,Bareland
1577,Bareland,Water,Water,Non_Water,Water,Water
1578,Bareland,Water,Water,Non_Water,Water,Forest
1579,Bareland,Water,Water,Water,Water,Grassland
1580,Bareland,Water,Water,Water,Water,Bareland
1581,Bareland,Water,Water,Water,Water,Water
1582,Bareland,Water,Water,Water,Water,Forest
1583,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1584,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1585,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1586,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1587,Bareland,Water,Forest,NULL,Non_Wetland,Water
1588,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1589,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1590,Bareland,Water,Forest,Non_Water,Non_Wetland,Cropland
1591,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1592,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1593,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1594,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1595,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1596,Bareland,Water,Forest,Water,Non_Wetland,Water
1597,Bareland,Water,Forest,Water,Non_Wetland,Forest
1598,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1599,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1600,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1601,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1602,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1603,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water
1604,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1605,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1606,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1607,Bareland,Forest,Shrubland,Water,Non_Wetland,Water
1608,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1609,Bareland,Forest,Grassland,NULL,Non_Wetland,Water
1610,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1611,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1612,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1613,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1614,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1615,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Water
1616,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1617,Bareland,Forest,Cropland,Water,Non_Wetland,Water
1618,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland
1619,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1620,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1621,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1622,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1623,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
1624,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
1625,Bareland,Forest,Water,Non_Water,Water,Grassland
1626,Bareland,Forest,Water,Non_Water,Water,Forest
1627,Bareland,Forest,Water,Water,Water,Forest
1628,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1629,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1630,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1631,Bareland,Forest,Forest,NULL,Non_Wetland,Water
1632,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1633,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1634,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1635,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1636,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
1637,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1638,Water,NULL,NULL,NULL,Non_Wetland,NULL
1639,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1640,Water,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1641,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1642,Water,NULL,NULL,NULL,Non_Wetland,Water
1643,Water,NULL,NULL,NULL,Non_Wetland,Forest
1644,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1645,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1646,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1647,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1648,Water,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1649,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1650,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1651,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1652,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1653,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1654,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1655,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1656,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1657,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1658,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1659,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1660,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1661,Water,NULL,Shrubland,Water,Non_Wetland,Water
1662,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1663,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1664,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1665,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1666,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1667,Water,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1668,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1669,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1670,Water,NULL,Grassland,NULL,Non_Wetland,Water
1671,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1672,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1673,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1674,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1675,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1676,Water,NULL,Grassland,Water,Non_Wetland,Forest
1677,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1678,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1679,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1680,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1681,Water,NULL,Cropland,NULL,Non_Wetland,Water
1682,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1683,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1684,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1685,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1686,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1687,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1688,Water,NULL,Cropland,Water,Non_Wetland,Water
1689,Water,NULL,Cropland,Water,Non_Wetland,Forest
1690,Water,NULL,Wetland,NULL,Wetland,Water
1691,Water,NULL,Wetland,NULL,Wetland,Forest
1692,Water,NULL,Wetland,Non_Water,Wetland,Water
1693,Water,NULL,Wetland,Water,Wetland,Grassland
1694,Water,NULL,Wetland,Water,Wetland,Bareland
1695,Water,NULL,Wetland,Water,Wetland,Water
1696,Water,NULL,Wetland,Water,Wetland,Forest
1697,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1698,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1699,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1700,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1701,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1702,Water,NULL,Bareland,NULL,Non_Wetland,Water
1703,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1704,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1705,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1706,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
