Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTT_M_R
1368,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1369,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1370,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1371,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1372,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1373,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1374,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1375,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1376,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1377,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1378,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1379,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1380,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1381,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1382,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1383,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1384,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1385,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1386,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1387,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1388,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1389,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1390,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1391,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1392,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1393,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1394,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1395,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1396,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1397,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1398,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1399,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1400,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1401,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1402,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1403,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1404,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1405,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1406,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1407,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1408,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1409,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1410,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1411,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1412,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1413,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1414,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1415,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1416,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1417,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1418,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1419,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1420,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1421,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1422,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1423,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1424,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1425,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1426,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1427,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1428,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1429,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1430,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1431,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1432,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1433,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1434,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1435,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1436,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1437,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1438,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1439,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1440,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1441,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1442,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1443,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1444,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1445,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1446,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1447,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1448,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1449,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1450,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1451,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1452,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1453,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1454,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1455,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1456,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1457,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1458,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1459,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1460,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1461,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1462,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1463,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1464,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1465,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1466,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1467,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1468,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1469,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1470,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1471,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1472,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1473,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1474,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1475,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1476,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1477,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1478,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1479,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1480,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1481,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1482,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1483,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1484,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1485,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1486,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1487,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1488,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1489,Water,NULL,Water,Water,Water,NULL,NULL,NULL
1490,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1491,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1492,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1493,Water,NULL,Water,Water,Water,NULL,NULL,Water
1494,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1495,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1496,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1497,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1498,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1499,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1500,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1501,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1502,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1503,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1504,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1505,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1506,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1507,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1508,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1509,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1510,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1511,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1512,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1513,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1514,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1515,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1516,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1517,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1518,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1519,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1520,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1521,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1522,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1523,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1524,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1525,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1526,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1527,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1528,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1529,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1530,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1531,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1532,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1533,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1534,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1535,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1536,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1537,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1538,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1539,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1540,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1541,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1542,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1543,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1544,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1545,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1546,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1547,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1548,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1549,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1550,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1551,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1552,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1553,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1554,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1555,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1556,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1557,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1558,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1559,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1560,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1561,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1562,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1563,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1564,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1565,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1566,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
1567,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1568,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1569,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1570,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1571,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1572,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1573,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1574,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1575,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1576,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1577,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1578,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1579,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1580,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1581,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1582,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1583,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1584,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1585,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1586,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1587,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1588,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1589,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1590,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1591,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1592,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1593,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1594,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1595,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1596,Water,Cropland,Water,NULL,Water,NULL,NULL,NULL
1597,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1598,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1599,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1600,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1601,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1602,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1603,Water,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
1604,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1605,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1606,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1607,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1608,Water,Cropland,Water,Water,Water,NULL,NULL,NULL
1609,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
1610,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
1611,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
1612,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
1613,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1614,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
1615,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1616,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1617,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1618,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1619,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1620,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1621,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1622,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1623,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1624,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1625,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1626,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1627,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1628,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1629,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1630,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1631,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1632,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1633,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1634,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1635,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1636,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1637,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1638,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1639,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1640,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1641,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1642,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1643,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1644,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1645,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1646,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1647,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1648,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1649,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1650,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1651,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1652,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1653,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1654,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1655,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1656,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1657,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1658,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1659,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1660,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1661,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1662,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1663,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1664,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
1665,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
1666,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1667,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1668,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1669,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1670,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1671,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1672,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1673,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
1674,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1675,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
1676,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1677,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1678,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1679,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1680,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1681,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1682,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1683,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1684,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1685,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1686,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1687,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1688,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1689,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1690,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1691,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1692,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1693,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1694,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1695,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1696,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1697,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1698,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1699,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1700,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1701,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1702,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1703,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1704,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1705,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1706,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1707,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1708,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1709,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1710,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1711,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1712,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1713,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1714,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1715,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1716,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1717,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1718,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1719,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1720,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1721,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
