Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFP_M_R
2327,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2328,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
2329,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2330,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2331,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2332,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2333,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
2334,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2335,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2336,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2337,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2338,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2339,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2340,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
2341,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2342,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
2343,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2344,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2345,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2346,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
2347,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2348,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2349,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
2350,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2351,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
2352,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
2353,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2354,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2355,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2356,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2357,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2358,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2359,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2360,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2361,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2362,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2363,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2364,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2365,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2366,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2367,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2368,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2369,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2370,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2371,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2372,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2373,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2374,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2375,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2376,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2377,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2378,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2379,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2380,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2381,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2382,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2383,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2384,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2385,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2386,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2387,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2388,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2389,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2390,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2391,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
2392,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2393,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2394,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2395,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2396,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2397,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2398,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
2399,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2400,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2401,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2402,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2403,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2404,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2405,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2406,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2407,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2408,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2409,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2410,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2411,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2412,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2413,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2414,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2415,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2416,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2417,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2418,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2419,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2420,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2421,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Grassland
2422,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
2423,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
2424,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2425,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
2426,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2427,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
2428,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2429,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2430,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
2431,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
2432,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
2433,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2434,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
2435,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
2436,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
2437,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2438,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2439,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2440,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2441,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2442,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2443,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2444,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2445,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2446,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2447,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2448,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2449,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2450,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2451,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2452,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2453,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
2454,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2455,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2456,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2457,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2458,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2459,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2460,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2461,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2462,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2463,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2464,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2465,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2466,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2467,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2468,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2469,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2470,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2471,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2472,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2473,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
2474,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2475,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2476,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2477,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2478,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2479,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2480,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
2481,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2482,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
2483,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2484,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2485,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2486,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2487,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2488,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2489,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2490,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2491,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
2492,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2493,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
2494,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2495,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2496,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2497,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2498,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2499,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2500,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2501,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2502,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2503,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2504,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2505,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2506,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2507,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2508,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2509,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2510,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2511,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2512,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
2513,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
2514,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
2515,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2516,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2517,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2518,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
2519,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
2520,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
2521,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2522,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2523,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2524,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2525,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2526,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2527,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
2528,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2529,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2530,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
2531,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
2532,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
2533,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2534,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
2535,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2536,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
2537,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
2538,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
2539,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
2540,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
2541,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
2542,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
2543,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
2544,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2545,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2546,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2547,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2548,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2549,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2550,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2551,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2552,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
2553,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
2554,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2555,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2556,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
2557,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
2558,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2559,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
2560,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2561,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2562,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2563,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2564,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
2565,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2566,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2567,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
2568,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
2569,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2570,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2571,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2572,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2573,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2574,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2575,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2576,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2577,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2578,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2579,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2580,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2581,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2582,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2583,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2584,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
2585,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2586,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2587,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
2588,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2589,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2590,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2591,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2592,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Bareland
2593,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2594,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2595,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2596,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2597,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2598,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
2599,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
2600,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2601,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
2602,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2603,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
2604,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2605,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2606,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
2607,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
2608,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2609,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
2610,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
2611,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2612,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2613,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2614,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2615,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2616,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2617,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2618,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
2619,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2620,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
2621,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2622,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2623,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2624,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2625,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2626,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2627,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2628,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
2629,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2630,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2631,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2632,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2633,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2634,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
2635,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2636,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2637,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Built-up
2638,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2639,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2640,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2641,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2642,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2643,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2644,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2645,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
2646,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2647,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2648,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2649,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2650,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2651,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
2652,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2653,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
2654,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2655,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
2656,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2657,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2658,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2659,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2660,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2661,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2662,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2663,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2664,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2665,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
2666,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
2667,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2668,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2669,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2670,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
