Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MWV_M_R
1060,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1061,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1062,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1063,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1064,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1065,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1066,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1067,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1068,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1069,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1070,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1071,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1072,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1073,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1074,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1075,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1076,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1077,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1078,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1079,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1080,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1081,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1082,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1083,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1084,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1085,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1086,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1087,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1088,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1089,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1090,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1091,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1092,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1093,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1094,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1095,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1096,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1097,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1099,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1100,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1101,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1102,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1103,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1104,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1105,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1106,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1107,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1108,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1109,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1110,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1111,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1112,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1113,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1114,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1115,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1116,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1117,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1118,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1119,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1120,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1121,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1122,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1123,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1124,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1125,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1126,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1127,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1128,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1129,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1130,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1131,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1132,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1133,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1134,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1135,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1136,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1137,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1138,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1139,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1140,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1141,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1142,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1143,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1144,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1145,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1146,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1147,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1148,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1149,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1150,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1151,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1152,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1153,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1154,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1155,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1156,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1157,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1158,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1159,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1160,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1161,Water,Built-up,Water,NULL,Water,NULL,NULL,Built-up
1162,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
1163,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1164,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1165,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Water
1166,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
1167,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1168,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
1169,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1170,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1171,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1172,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1173,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1175,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1176,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1177,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1178,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1179,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1180,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1181,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1182,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1183,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1184,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1185,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1187,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1188,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1189,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1190,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1191,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1192,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1193,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1194,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1195,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1196,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1197,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1198,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1199,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1200,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1201,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1202,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1203,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1204,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1205,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1206,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1207,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1208,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1209,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1210,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1211,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1212,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1213,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1214,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1215,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1216,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1217,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1218,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1219,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1220,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1221,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1222,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1223,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1224,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1225,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1226,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1227,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1228,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1229,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1230,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1231,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1232,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1233,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1234,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1235,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1236,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1237,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1238,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1239,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1240,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1241,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1242,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1243,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1244,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1245,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1246,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1247,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1248,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1249,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1250,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1251,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1252,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1253,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1254,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1255,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
1256,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1257,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1258,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1259,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1260,Water,Water,Water,NULL,Water,NULL,NULL,Built-up
1261,Water,Water,Water,NULL,Water,NULL,NULL,Water
1262,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1263,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1264,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1265,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1266,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1267,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1268,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1269,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1270,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1271,Water,Water,Water,Water,Water,NULL,NULL,Water
1272,Water,Water,Water,Water,Water,NULL,NULL,Forest
1273,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1274,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1275,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1276,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1277,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1278,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1279,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1280,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1281,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1282,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1283,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1284,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1285,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1286,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1287,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1288,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1289,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1290,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1291,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1292,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1293,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1294,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1295,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1296,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1297,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1298,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1299,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1300,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1301,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1302,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1303,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1304,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1305,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1306,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1307,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1308,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1309,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1310,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1311,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1312,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1313,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1314,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1315,Water,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1316,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1317,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1318,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1319,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1320,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1321,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1322,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1323,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1324,Water,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1325,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1326,Water,Forest,Water,NULL,Water,NULL,NULL,Wetland
1327,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1328,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1329,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1330,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1331,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1332,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1333,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
1334,Water,Forest,Water,Water,Water,NULL,NULL,Water
1335,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1336,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1337,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1338,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1339,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1340,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1341,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1342,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1343,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1344,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1345,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1346,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1347,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1348,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1349,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1350,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1351,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1352,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1353,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1354,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1355,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1356,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1357,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1358,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1359,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1360,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1361,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1362,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1363,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1364,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1365,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1366,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1367,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1368,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1369,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1370,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1371,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1372,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1373,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1374,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1375,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1376,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1377,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1378,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1379,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1380,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1381,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1382,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1383,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1384,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1385,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1386,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1387,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1388,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1389,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1390,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1391,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1392,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1393,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1394,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1395,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1396,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1397,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1398,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1399,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1400,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1401,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1402,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1403,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1404,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1405,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1406,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1407,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1408,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1409,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1410,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1411,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1412,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1413,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1414,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1415,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1416,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1417,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1418,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
