Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQL_M_R
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Cropland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
336,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
337,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
338,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
339,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
340,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
341,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
342,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
343,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
344,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
345,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
346,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
347,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
348,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
349,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
350,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
351,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,NULL
352,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
353,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Cropland
354,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
355,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
356,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
357,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
358,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
359,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
360,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
361,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
362,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
363,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
364,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
365,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
366,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
367,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
368,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
369,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
370,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
371,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Bareland
372,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
373,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
374,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
375,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
376,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
377,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
378,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
379,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
380,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
381,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
382,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
383,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
384,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
385,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
386,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Water
387,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,NULL
388,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
389,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
390,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
391,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,NULL
392,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
393,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
394,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
395,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
396,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
397,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Bareland
398,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,NULL
399,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
400,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
401,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
402,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
403,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
404,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
405,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
406,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,NULL
407,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
408,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
409,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
410,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
411,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
412,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
413,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
414,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
415,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Water
416,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
417,NULL,NULL,NULL,Water,Non_Wetland,Forest,Forest,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
432,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
433,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
440,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
441,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
460,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
461,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Water
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Water
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
660,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
661,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
