Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKQ_M_R
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Water
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Forest
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Built-up
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Forest
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Built-up
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Built-up,Forest
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
512,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
513,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
514,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
515,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
516,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Water
517,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
518,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
519,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
520,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
521,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
522,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Built-up,Forest
523,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
524,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,NULL,Grassland
525,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
526,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
527,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
528,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
529,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
530,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
531,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
532,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
533,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
534,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
535,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
536,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
537,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
538,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
539,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
540,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
541,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
542,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
543,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
544,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
545,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
546,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
547,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
548,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
549,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
550,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
551,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
552,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
553,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
554,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
555,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
556,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
557,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
558,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
559,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
560,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Water,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
564,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
565,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
566,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
567,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
568,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
570,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
572,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
573,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
574,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
575,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
576,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
578,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
579,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
580,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
581,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
582,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
583,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
584,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
585,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
586,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
588,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
589,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
590,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
591,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
592,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
593,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
596,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
597,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
598,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
599,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
602,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
605,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
610,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
611,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
612,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
616,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
617,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
620,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
623,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
628,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
629,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
638,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
639,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
642,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
643,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
646,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
650,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
651,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
653,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
654,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
655,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
656,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
657,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
658,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Bareland
659,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
660,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
661,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Built-up
