Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEB_M_R
1050,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1051,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1052,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1053,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1054,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1055,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1056,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1057,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
1058,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1059,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1060,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Bareland
1061,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1062,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1063,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1064,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1065,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1066,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1067,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1068,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1069,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
1070,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1071,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1072,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1073,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
1074,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1075,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1076,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Water,Water
1077,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1078,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Water
1079,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Forest
1080,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1081,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Water,Water
1082,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Wetland,Water,Water
1083,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Water,Water
1084,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland,Water,Water
1085,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland,Water,Forest
1086,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
1087,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland,Water,Grassland
1088,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland,Water,Water
1089,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Wetland,Water
1090,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
1091,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1092,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1093,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1094,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
1095,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1096,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1097,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1098,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1099,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1100,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1101,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1102,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1103,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1104,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1105,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1106,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1107,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1108,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1109,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1110,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1111,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1112,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1113,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1114,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1115,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1116,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1117,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1118,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1119,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1120,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1121,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1122,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1123,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1124,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1125,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1126,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1127,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1128,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1130,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1131,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1132,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1133,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1134,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1135,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1136,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1137,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1138,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1139,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1140,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1141,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1142,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
1143,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1144,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1145,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1146,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1147,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1148,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1149,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1150,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1151,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1152,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1153,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1154,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1155,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1156,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1157,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1158,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1159,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1160,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1161,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1162,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1163,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1164,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1165,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1166,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1167,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1168,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1169,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1170,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1171,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1172,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1173,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1174,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1175,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1176,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1177,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1178,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1179,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1180,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
1181,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1182,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1183,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1184,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1185,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1186,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1187,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1188,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1189,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
1190,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1191,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1192,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1193,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1194,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1195,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1196,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1197,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1198,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1199,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1200,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1201,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1202,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1203,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1204,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1205,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1206,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1207,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1208,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1209,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1210,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1211,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
1212,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
1213,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1214,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1215,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1216,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1217,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1218,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1219,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1220,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1221,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1222,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1223,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1224,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1225,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1226,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1227,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1228,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1229,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1230,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1231,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1232,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
1233,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1234,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1235,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1236,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1237,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1238,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1239,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1240,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1241,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1242,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1243,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1244,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1245,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1246,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1247,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1248,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1249,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1250,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1251,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
1252,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1253,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
1254,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
1255,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
1256,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1257,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
1258,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
1259,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1260,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1261,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1262,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1263,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
1264,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1265,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1266,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1267,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1268,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1269,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1270,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1271,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1272,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1273,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1274,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1275,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1276,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1277,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1278,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1279,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1280,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1281,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1282,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1283,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1284,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1285,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1286,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1287,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1288,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1289,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1290,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1291,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1292,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1293,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1294,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1295,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1296,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1297,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1298,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1299,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1300,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1301,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1302,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1303,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1304,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1305,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1306,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1307,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1308,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1309,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1310,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1311,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1312,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1313,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1314,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1315,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1316,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1317,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1318,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1319,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1320,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1321,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1322,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1323,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1324,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1325,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1326,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
1327,Forest,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
1328,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1329,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1330,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1331,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1332,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1333,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1334,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1335,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1336,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1337,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1338,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1339,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1340,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1341,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1342,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1343,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1344,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1345,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1346,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1347,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1348,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1349,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1350,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1351,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1352,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1353,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1354,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1355,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1356,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1357,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1358,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1359,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
1360,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1361,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1362,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1363,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1364,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1365,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1366,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1367,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1368,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1369,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1370,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1371,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1372,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1373,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1374,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1375,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1376,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1377,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1378,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1379,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1380,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1381,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
