Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPD_M_R
4332,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4333,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4334,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
4335,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4336,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4337,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
4338,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
4339,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4340,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4341,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4342,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4343,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4344,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
4345,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4346,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4347,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
4348,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
4349,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
4350,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
4351,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4352,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
4353,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4354,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4355,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
4356,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4357,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4358,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4359,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4360,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4361,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4362,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4363,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4364,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4365,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4366,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4367,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4368,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
4369,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4370,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4371,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4372,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4373,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4374,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
4375,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4376,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4377,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4378,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4379,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
4380,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4381,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4382,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4383,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4384,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4385,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4386,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4387,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
4388,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4389,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4390,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4391,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4392,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4393,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4394,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4395,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4396,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
4397,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
4398,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4399,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
4400,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
4401,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
4402,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
4403,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4404,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
4405,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4406,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4407,Forest,Water,Wetland,Water,Wetland,Cropland,Wetland,Grassland
4408,Forest,Water,Wetland,Water,Wetland,Cropland,Wetland,Forest
4409,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
4410,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Water
4411,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4412,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4413,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4414,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4415,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4416,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4417,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4418,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4419,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
4420,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4421,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
4422,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
4423,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
4424,Forest,Water,Wetland,Water,Wetland,Water,NULL,Wetland
4425,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
4426,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
4427,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4428,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4429,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
4430,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4431,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
4432,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
4433,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
4434,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
4435,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
4436,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
4437,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
4438,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
4439,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
4440,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
4441,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
4442,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
4443,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4444,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4445,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4446,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4447,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4448,Forest,Water,Bareland,NULL,Non_Wetland,Cropland,Wetland,Forest
4449,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
4450,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4451,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4452,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
4453,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4454,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
4455,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
4456,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
4457,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4458,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
4459,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4460,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
4461,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4462,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4463,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4464,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4465,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4466,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4467,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4468,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4469,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4470,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
4471,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4472,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4473,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4474,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4475,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4476,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4477,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4478,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4479,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
4480,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4481,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4482,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4483,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4484,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4485,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4486,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
4487,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
4488,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4489,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4490,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
4491,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4492,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
4493,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
4494,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4495,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
4496,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4497,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
4498,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
4499,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4500,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
4501,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
4502,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4503,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4504,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4505,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
4506,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
4507,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4508,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4509,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
4510,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
4511,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4512,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4513,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
4514,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
4515,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
4516,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4517,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
4518,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4519,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
4520,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
4521,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
4522,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
4523,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4524,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
4525,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
4526,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
4527,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
4528,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
4529,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
4530,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
4531,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
4532,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
4533,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
4534,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
4535,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
4536,Forest,Water,Water,NULL,Water,NULL,Water,Water
4537,Forest,Water,Water,NULL,Water,NULL,Water,Forest
4538,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
4539,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
4540,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4541,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
4542,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
4543,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
4544,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
4545,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
4546,Forest,Water,Water,NULL,Water,Wetland,Water,Water
4547,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
4548,Forest,Water,Water,NULL,Water,Wetland,Forest,Grassland
4549,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
4550,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
4551,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
4552,Forest,Water,Water,NULL,Water,Water,Wetland,Water
4553,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
4554,Forest,Water,Water,NULL,Water,Water,Water,Grassland
4555,Forest,Water,Water,NULL,Water,Water,Water,Wetland
4556,Forest,Water,Water,NULL,Water,Water,Water,Water
4557,Forest,Water,Water,NULL,Water,Water,Water,Forest
4558,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
4559,Forest,Water,Water,NULL,Water,Water,Forest,Water
4560,Forest,Water,Water,NULL,Water,Water,Forest,Forest
4561,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
4562,Forest,Water,Water,NULL,Water,Forest,Water,Water
4563,Forest,Water,Water,NULL,Water,Forest,Water,Forest
4564,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
4565,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
4566,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
4567,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
4568,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
4569,Forest,Water,Water,Non_Water,Water,Cropland,Water,Forest
4570,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
4571,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
4572,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
4573,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
4574,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
4575,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
4576,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4577,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
4578,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
4579,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
4580,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
4581,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
4582,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
4583,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
4584,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
4585,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
4586,Forest,Water,Water,Non_Water,Water,Water,Water,Water
4587,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
4588,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
4589,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
4590,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
4591,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
4592,Forest,Water,Water,Water,Water,NULL,Water,Wetland
4593,Forest,Water,Water,Water,Water,NULL,Water,Water
4594,Forest,Water,Water,Water,Water,NULL,Water,Forest
4595,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
4596,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
4597,Forest,Water,Water,Water,Water,Grassland,Water,Forest
4598,Forest,Water,Water,Water,Water,Wetland,NULL,Grassland
4599,Forest,Water,Water,Water,Water,Wetland,NULL,Wetland
4600,Forest,Water,Water,Water,Water,Wetland,Grassland,Grassland
4601,Forest,Water,Water,Water,Water,Wetland,Grassland,Wetland
4602,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
4603,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
4604,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
4605,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
4606,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
4607,Forest,Water,Water,Water,Water,Wetland,Bareland,Grassland
4608,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
4609,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
4610,Forest,Water,Water,Water,Water,Wetland,Water,Water
4611,Forest,Water,Water,Water,Water,Wetland,Water,Forest
4612,Forest,Water,Water,Water,Water,Wetland,Forest,Grassland
4613,Forest,Water,Water,Water,Water,Wetland,Forest,Water
4614,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
4615,Forest,Water,Water,Water,Water,Water,Grassland,Grassland
4616,Forest,Water,Water,Water,Water,Water,Grassland,Wetland
4617,Forest,Water,Water,Water,Water,Water,Grassland,Water
4618,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
4619,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
4620,Forest,Water,Water,Water,Water,Water,Wetland,Water
4621,Forest,Water,Water,Water,Water,Water,Wetland,Forest
4622,Forest,Water,Water,Water,Water,Water,Water,Grassland
4623,Forest,Water,Water,Water,Water,Water,Water,Wetland
4624,Forest,Water,Water,Water,Water,Water,Water,Water
4625,Forest,Water,Water,Water,Water,Water,Water,Forest
4626,Forest,Water,Water,Water,Water,Water,Forest,Grassland
4627,Forest,Water,Water,Water,Water,Water,Forest,Water
4628,Forest,Water,Water,Water,Water,Water,Forest,Forest
4629,Forest,Water,Water,Water,Water,Forest,Wetland,Water
4630,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
4631,Forest,Water,Water,Water,Water,Forest,Water,Water
4632,Forest,Water,Water,Water,Water,Forest,Water,Forest
4633,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4634,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4635,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4636,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4637,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4638,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4639,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4640,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4641,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
4642,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4643,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
4644,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4645,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
4646,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4647,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4648,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4649,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4650,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4651,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
4652,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4653,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4654,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4655,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4656,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4657,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
4658,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4659,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4660,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
4661,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
4662,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
4663,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4664,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4665,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4666,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4667,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4668,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
4669,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4670,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4671,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4672,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
4673,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4674,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
4675,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4676,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4677,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
4678,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4679,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
4680,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4681,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4682,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4683,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4684,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4685,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4686,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4687,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4688,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4689,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4690,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4691,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4692,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4693,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4694,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4695,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4696,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4697,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4698,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4699,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
4700,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4701,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4702,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4703,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
