Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDN_M_R
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
501,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
502,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
503,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
504,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
505,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
506,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
507,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
508,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
509,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
510,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
511,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
512,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
513,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
514,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
515,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
516,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
517,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
518,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
519,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
520,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
521,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
522,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
523,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
524,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
525,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
526,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
527,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
528,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
529,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
530,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
531,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Bareland
532,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
533,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
534,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
535,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
536,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
537,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
538,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
539,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
540,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
541,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
542,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
543,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
544,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
545,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
546,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
547,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
548,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
549,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
550,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
551,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
552,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
553,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
554,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
555,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
556,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
557,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
558,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
559,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
560,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
561,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
562,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
563,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
564,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
566,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
567,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
568,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
569,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
570,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
571,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
572,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
573,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
574,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
575,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
577,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
578,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
579,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
580,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
581,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
582,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
583,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
584,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
586,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
587,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
588,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
590,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
591,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
592,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
593,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
594,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
595,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
597,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
599,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
600,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
601,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
602,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
603,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
604,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
606,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
607,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
608,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
609,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
610,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
611,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
612,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
613,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
615,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
616,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
617,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
618,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
623,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
625,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
627,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
628,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
629,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
630,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
631,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
633,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
635,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
637,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
639,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
640,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
641,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
643,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
645,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
