Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXB_M_R
2161,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2162,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2163,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
2164,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2165,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
2166,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2167,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2168,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2169,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2170,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2171,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
2172,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2173,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
2174,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2175,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2176,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
2177,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2178,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2179,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
2180,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2181,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2182,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2183,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
2184,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
2185,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
2186,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2187,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2188,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
2189,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2190,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2191,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2192,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2193,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2194,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
2195,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2196,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2197,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
2198,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2199,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2200,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2201,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
2202,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
2203,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2204,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2205,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2206,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2207,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2208,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2209,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2210,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
2211,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2212,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2213,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2214,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
2215,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2216,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2217,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2218,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2219,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2220,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2221,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2222,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
2223,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
2224,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2225,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2226,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2227,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
2228,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2229,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2230,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2231,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2232,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2233,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
2234,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2235,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
2236,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
2237,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
2238,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2239,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2240,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2241,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2242,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2243,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2244,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2245,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2246,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
2247,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2248,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2249,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2250,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2251,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
2252,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2253,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
2254,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Forest
2255,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
2256,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2257,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2258,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2259,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2260,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2261,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2262,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2263,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2264,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2265,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
2266,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2267,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2268,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2269,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
2270,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2271,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2272,Forest,Water,Water,NULL,Water,NULL,Water,Water
2273,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2274,Forest,Water,Water,NULL,Water,NULL,Forest,Water
2275,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2276,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Forest
2277,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Forest
2278,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
2279,Forest,Water,Water,NULL,Water,Grassland,Shrubland,Forest
2280,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
2281,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2282,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2283,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2284,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2285,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
2286,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2287,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2288,Forest,Water,Water,NULL,Water,Water,Water,Water
2289,Forest,Water,Water,NULL,Water,Water,Water,Forest
2290,Forest,Water,Water,NULL,Water,Water,Forest,Water
2291,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2292,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
2293,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2294,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2295,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2296,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
2297,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2298,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2299,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2300,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
2301,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
2302,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Forest
2303,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2304,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2305,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2306,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2307,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2308,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
2309,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2310,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
2311,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2312,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2313,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2314,Forest,Water,Water,Water,Water,NULL,Water,Water
2315,Forest,Water,Water,Water,Water,NULL,Water,Forest
2316,Forest,Water,Water,Water,Water,NULL,Forest,Water
2317,Forest,Water,Water,Water,Water,NULL,Forest,Forest
2318,Forest,Water,Water,Water,Water,Shrubland,Grassland,Forest
2319,Forest,Water,Water,Water,Water,Shrubland,Wetland,Forest
2320,Forest,Water,Water,Water,Water,Shrubland,Water,Water
2321,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
2322,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
2323,Forest,Water,Water,Water,Water,Grassland,Water,Water
2324,Forest,Water,Water,Water,Water,Grassland,Water,Forest
2325,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2326,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2327,Forest,Water,Water,Water,Water,Wetland,Water,Water
2328,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2329,Forest,Water,Water,Water,Water,Wetland,Forest,Water
2330,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
2331,Forest,Water,Water,Water,Water,Water,Shrubland,Forest
2332,Forest,Water,Water,Water,Water,Water,Wetland,Water
2333,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2334,Forest,Water,Water,Water,Water,Water,Water,Wetland
2335,Forest,Water,Water,Water,Water,Water,Water,Water
2336,Forest,Water,Water,Water,Water,Water,Water,Forest
2337,Forest,Water,Water,Water,Water,Water,Forest,Water
2338,Forest,Water,Water,Water,Water,Water,Forest,Forest
2339,Forest,Water,Water,Water,Water,Forest,Wetland,Water
2340,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2341,Forest,Water,Water,Water,Water,Forest,Water,Water
2342,Forest,Water,Water,Water,Water,Forest,Water,Forest
2343,Forest,Water,Water,Water,Water,Forest,Forest,Water
2344,Forest,Water,Water,Water,Water,Forest,Forest,Forest
2345,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2346,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2347,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2348,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2349,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2350,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2351,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2352,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2353,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2354,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2355,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2356,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2357,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2358,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2359,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2360,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2361,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2362,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2363,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2364,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2365,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2366,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2367,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2368,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2369,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2370,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2371,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2372,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2373,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
2374,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2375,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2376,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2377,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2378,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2379,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2380,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2381,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2382,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2383,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2384,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2385,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2386,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2387,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
2388,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2389,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2390,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2391,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2392,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2393,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
2394,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2395,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2396,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
2397,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
2398,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2399,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2400,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2401,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2402,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2403,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
2404,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2405,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2406,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2407,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2408,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2409,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2410,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2411,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
2412,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2413,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
2414,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2415,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2416,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2417,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2418,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2419,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
2420,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
2421,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
2422,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
2423,Forest,Water,Forest,Water,Non_Wetland,Grassland,Shrubland,Forest
2424,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2425,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
2426,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2427,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
2428,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2429,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2430,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2431,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2432,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2433,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2434,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2435,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2436,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2437,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2438,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2439,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2440,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2441,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
2442,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2443,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2444,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2445,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2446,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2447,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2448,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2449,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2450,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2451,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2452,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2453,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2454,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2455,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2456,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2457,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2458,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2459,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2460,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2461,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2462,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2463,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2464,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2465,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2466,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2467,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2468,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2469,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2470,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2471,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2472,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2473,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2474,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
2475,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2476,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2477,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2478,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2479,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2480,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2481,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2482,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2483,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2484,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2485,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2486,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2487,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2488,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2489,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2490,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2491,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2492,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2493,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2494,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2495,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2496,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2497,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2498,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2499,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2500,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2501,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2502,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2503,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2504,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2505,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2506,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
2507,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2508,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2509,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2510,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2511,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2512,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2513,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2514,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2515,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2516,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2517,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
2518,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
2519,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
2520,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2521,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2522,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
