Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYF_M_R
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
347,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
348,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
349,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
350,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
351,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
352,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
353,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
354,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
355,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
356,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
357,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
359,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
361,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
362,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
363,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
364,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
366,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
368,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
370,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
371,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
372,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
374,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
376,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
377,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
381,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
383,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
384,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
385,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
386,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
387,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
388,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
389,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
391,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
392,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
393,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
394,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
395,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
397,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
398,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
400,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
401,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
402,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
403,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
404,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
406,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
407,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
409,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
410,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
411,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
412,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
413,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
414,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
416,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
417,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
418,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
419,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
420,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
421,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
422,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
423,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
424,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
425,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
426,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
427,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
428,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
429,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
430,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
431,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
432,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
433,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
434,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
435,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
436,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
437,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
438,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
440,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
441,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
443,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
444,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
449,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
450,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
451,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
455,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
456,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
457,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
461,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
462,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
466,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
467,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
478,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
479,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
484,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
488,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
490,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
493,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
498,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
502,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
503,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
507,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
509,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
513,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
517,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
522,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
523,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
527,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
528,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
531,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
535,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
544,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
548,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
552,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
553,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
557,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
558,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
559,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
560,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
561,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
562,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
563,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
564,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
565,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
566,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
567,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
568,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
569,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
570,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
571,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
572,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
573,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
574,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
575,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
576,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
577,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
578,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
579,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
580,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
581,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
582,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
583,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
584,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
585,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
586,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
587,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
588,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
589,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
590,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
591,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
592,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
593,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
594,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
595,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
596,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
597,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
598,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
599,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
600,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
601,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
602,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
603,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
604,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
605,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
606,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
607,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
608,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
609,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
610,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
611,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
612,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
613,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
614,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
615,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
616,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
617,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
618,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
619,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
620,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
621,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
622,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
623,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
624,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
625,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
626,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
627,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
628,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
629,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
630,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
631,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
632,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
633,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
634,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
635,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
636,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
637,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
638,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
639,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
640,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
641,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
642,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
643,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
644,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
645,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
646,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
647,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
648,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
649,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
650,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
651,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
652,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
653,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
