Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGV_M_R
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Built-up
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Cropland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Cropland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Cropland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Cropland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Cropland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
433,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
434,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Built-up
435,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
436,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
437,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
438,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
439,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
440,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
441,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
442,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
443,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
444,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
445,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Cropland
446,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
448,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
449,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
450,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
451,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
452,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
453,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
455,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
456,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
457,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
458,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
459,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
461,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
462,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
463,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
464,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
465,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
466,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
467,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
468,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
469,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
479,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
495,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
496,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
512,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
515,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
522,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
539,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
540,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
544,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
564,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
573,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
574,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
577,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
582,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
583,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
587,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
588,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
592,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
598,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
599,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
605,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
606,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
615,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
616,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
617,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
627,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
631,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
632,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
635,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
636,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
638,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
642,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
643,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
646,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Cropland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
