Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRB_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
431,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
432,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
433,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
434,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
435,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
436,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
437,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
438,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
439,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
440,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
441,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
442,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
443,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
444,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
445,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
446,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
447,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
448,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
449,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
450,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
451,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
452,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
453,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
454,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
455,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
456,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
457,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
458,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
459,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
460,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
461,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
462,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
463,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
464,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
465,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
466,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
467,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
468,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
469,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
470,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
471,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
472,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
474,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
476,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
477,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
478,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
479,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
480,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
481,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
482,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
483,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
484,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
485,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
486,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
487,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
489,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
490,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
491,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
493,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
494,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
495,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
496,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
497,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
498,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
499,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
500,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
501,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
502,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
503,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
504,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
505,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
506,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
507,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
508,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
509,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
550,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
552,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
556,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
560,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
566,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
611,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
612,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
613,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
616,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
626,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
627,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
648,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
651,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
652,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
653,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
654,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
655,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
