Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMD_M_R
2314,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2315,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2316,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2317,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2318,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2319,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2320,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2321,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
2322,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2323,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2324,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2325,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2326,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2327,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2328,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2329,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2330,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2331,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2332,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2333,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2334,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2335,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2336,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2337,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2338,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2339,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2340,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2341,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2342,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2343,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2344,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2345,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2346,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2347,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2348,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2349,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2350,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2351,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2352,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2353,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2354,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
2355,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2356,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2357,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2358,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2359,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2360,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2361,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2362,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2363,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2364,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2365,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2366,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2367,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
2368,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2369,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2370,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2371,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2372,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2373,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
2374,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2375,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2376,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
2377,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2378,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2379,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2380,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
2381,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
2382,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2383,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2384,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2385,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2386,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2387,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
2388,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2389,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2390,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2391,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2392,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2393,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2394,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2395,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2396,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2397,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2398,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2399,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2400,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2401,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2402,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2403,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2404,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2405,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2406,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2407,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2408,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
2409,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2410,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2411,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2412,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2413,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2414,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2415,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2416,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2417,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
2418,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2419,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2420,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2421,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2422,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2423,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
2424,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2425,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2426,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2427,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2428,Forest,Water,Water,NULL,Water,NULL,Water,Water
2429,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2430,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
2431,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2432,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2433,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
2434,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
2435,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2436,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2437,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
2438,Forest,Water,Water,NULL,Water,Bareland,Water,Grassland
2439,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
2440,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
2441,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2442,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2443,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2444,Forest,Water,Water,NULL,Water,Water,Water,Wetland
2445,Forest,Water,Water,NULL,Water,Water,Water,Water
2446,Forest,Water,Water,NULL,Water,Water,Water,Forest
2447,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2448,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2449,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2450,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2451,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2452,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2453,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2454,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2455,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
2456,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2457,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2458,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
2459,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2460,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2461,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
2462,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
2463,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2464,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2465,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2466,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2467,Forest,Water,Water,Water,Water,NULL,Water,Forest
2468,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
2469,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
2470,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2471,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2472,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
2473,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
2474,Forest,Water,Water,Water,Water,Wetland,Water,Water
2475,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2476,Forest,Water,Water,Water,Water,Bareland,Water,Water
2477,Forest,Water,Water,Water,Water,Bareland,Water,Forest
2478,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2479,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
2480,Forest,Water,Water,Water,Water,Water,Wetland,Water
2481,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2482,Forest,Water,Water,Water,Water,Water,Water,Grassland
2483,Forest,Water,Water,Water,Water,Water,Water,Wetland
2484,Forest,Water,Water,Water,Water,Water,Water,Water
2485,Forest,Water,Water,Water,Water,Water,Water,Forest
2486,Forest,Water,Water,Water,Water,Water,Forest,Forest
2487,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2488,Forest,Water,Water,Water,Water,Forest,Water,Forest
2489,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2490,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2491,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2492,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2493,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2494,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2495,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2496,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2497,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2498,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2499,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2500,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2501,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2502,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2503,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2504,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2505,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2506,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2507,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2508,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2509,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2510,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2511,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2512,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
2513,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2514,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2515,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2516,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2517,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2518,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2519,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2520,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2521,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2522,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
2523,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2524,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2525,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2526,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2527,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2528,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2529,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2530,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2531,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2532,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2533,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2534,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2535,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2536,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2537,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2538,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2539,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2540,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2541,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2542,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2543,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2544,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2545,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2546,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2547,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2548,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2549,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2550,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2551,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2552,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2553,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2554,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2555,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2556,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2557,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2558,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2559,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2560,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2561,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2562,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2563,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2564,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2565,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2566,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2567,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2568,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2569,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2570,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2571,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2572,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2573,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2574,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2575,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2576,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2577,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2578,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2579,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2580,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2581,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2582,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2583,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2584,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2585,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2586,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2587,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2588,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2589,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2590,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2591,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2592,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2593,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
2594,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
2595,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
2596,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
2597,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2598,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
2599,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
2600,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2601,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2602,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2603,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2604,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2605,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2606,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2607,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2608,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2609,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2610,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2611,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2612,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2613,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2614,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2615,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2616,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2617,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2618,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2619,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2620,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2621,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2622,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2623,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2624,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2625,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2626,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2627,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2628,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2629,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2630,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2631,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2632,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2633,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2634,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2635,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2636,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2637,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2638,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2639,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2640,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2641,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2642,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2643,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2644,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2645,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2646,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2647,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2648,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2649,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2650,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2651,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2652,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2653,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2654,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2655,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2656,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2657,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2658,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2659,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2660,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2661,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2662,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2663,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
2664,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2665,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2666,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2667,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2668,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
2669,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
2670,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
2671,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2672,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
