Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLP_M_R
15737,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
15738,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
15739,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
15740,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
15741,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
15742,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
15743,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
15744,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
15745,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
15746,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
15747,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
15748,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
15749,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
15750,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
15751,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
15752,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Water
15753,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
15754,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
15755,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
15756,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
15757,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
15758,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
15759,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
15760,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
15761,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
15762,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
15763,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
15764,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
15765,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
15766,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Forest
15767,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
15768,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
15769,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
15770,Forest,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Grassland
15771,Forest,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Wetland
15772,Forest,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Water
15773,Forest,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
15774,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Water
15775,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Forest
15776,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
15777,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
15778,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Wetland
15779,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Built-up
15780,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Water
15781,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Forest
15782,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Water,Grassland
15783,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Water,Bareland
15784,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Water,Built-up
15785,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Water,Water
15786,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
15787,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Forest,Forest
15788,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
15789,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
15790,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
15791,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
15792,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
15793,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
15794,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
15795,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
15796,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Built-up
15797,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
15798,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
15799,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
15800,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Built-up
15801,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
15802,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Grassland
15803,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
15804,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
15805,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
15806,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
15807,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
15808,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
15809,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
15810,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
15811,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
15812,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
15813,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
15814,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Cropland
15815,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Wetland
15816,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Water
15817,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
15818,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
15819,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
15820,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15821,Forest,Built-up,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
15822,Forest,Built-up,NULL,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
15823,Forest,Built-up,NULL,Non_Water,Non_Wetland,Cropland,Built-up,Forest
15824,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15825,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
15826,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
15827,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
15828,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
15829,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
15830,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
15831,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Built-up
15832,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
15833,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Forest
15834,Forest,Built-up,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
15835,Forest,Built-up,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
15836,Forest,Built-up,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
15837,Forest,Built-up,NULL,Non_Water,Non_Wetland,Water,Built-up,Forest
15838,Forest,Built-up,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
15839,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
15840,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
15841,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
15842,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Built-up,Forest
15843,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
15844,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
15845,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
15846,Forest,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
15847,Forest,Built-up,NULL,Water,Non_Wetland,Forest,NULL,Forest
15848,Forest,Built-up,NULL,Water,Non_Wetland,Forest,Water,Forest
15849,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
15850,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
15851,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
15852,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
15853,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
15854,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
15855,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
15856,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
15857,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
15858,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
15859,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
15860,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
15861,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
15862,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
15863,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
15864,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
15865,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
15866,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
15867,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
15868,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
15869,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
15870,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
15871,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
15872,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
15873,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
15874,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
15875,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
15876,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
15877,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
15878,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
15879,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
15880,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
15881,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
15882,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
15883,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
15884,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15885,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
15886,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
15887,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15888,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15889,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
15890,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
15891,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
15892,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
15893,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
15894,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
15895,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
15896,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
15897,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
15898,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
15899,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
15900,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
15901,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
15902,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
15903,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
15904,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
15905,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
15906,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
15907,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
15908,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15909,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
15910,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
15911,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
15912,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
15913,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
15914,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
15915,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
15916,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Water
15917,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
15918,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
15919,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
15920,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
15921,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
15922,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
15923,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
15924,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
15925,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
15926,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
15927,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15928,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15929,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
15930,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
15931,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
15932,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
15933,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
15934,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
15935,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
15936,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
15937,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
15938,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
15939,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
15940,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
15941,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
15942,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
15943,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
15944,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
15945,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
15946,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
15947,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
15948,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
15949,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
15950,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
15951,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
15952,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
15953,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Water
15954,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
15955,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
15956,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
15957,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
15958,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15959,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
15960,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
15961,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
15962,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
15963,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
15964,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
15965,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
15966,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
15967,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
15968,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
15969,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Water
15970,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
15971,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
15972,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
15973,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
15974,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Wetland
15975,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
15976,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
15977,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
15978,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
15979,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
15980,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
15981,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
15982,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
15983,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
15984,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
15985,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
15986,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
15987,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
15988,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
15989,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
15990,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
15991,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
15992,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Water
15993,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
15994,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
15995,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
15996,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
15997,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
15998,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15999,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
16000,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
16001,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
16002,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
16003,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
16004,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
16005,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
16006,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16007,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
16008,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
16009,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
16010,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
16011,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
16012,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
16013,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
16014,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
16015,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
16016,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
16017,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
16018,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Forest,Forest
16019,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Forest
16020,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
16021,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Built-up,Forest
16022,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
16023,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
16024,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
16025,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
16026,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up,Built-up
16027,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
16028,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
16029,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
16030,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
16031,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
16032,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
16033,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Water,Forest
16034,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
16035,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
16036,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
16037,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16038,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
16039,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
16040,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
16041,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Wetland
16042,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
16043,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
16044,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,Wetland
16045,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,Forest
16046,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
16047,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
16048,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
16049,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
16050,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16051,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
16052,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Water,Built-up,Forest
16053,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
16054,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
16055,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
