Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRU_M_R
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Built-up
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Built-up
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
509,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
510,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
511,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
512,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
513,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
514,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
515,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
516,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
517,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
518,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Built-up
519,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
520,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
521,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
522,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
523,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
524,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
525,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
526,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
527,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
528,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Built-up
529,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
530,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
531,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
532,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
533,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
534,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
535,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
536,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
537,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Built-up
538,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
539,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
540,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
541,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
542,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
543,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
544,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
545,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
546,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
547,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
548,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
549,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
550,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
551,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
552,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
553,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
554,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
555,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
556,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
557,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
558,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
559,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
560,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
561,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
562,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
563,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
564,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
566,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
567,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
568,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
569,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
570,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
571,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
572,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
573,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
574,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
575,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
577,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
578,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
579,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
580,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
581,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
582,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
583,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
584,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
586,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
587,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
588,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
590,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
591,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
592,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
593,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
594,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
595,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
597,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
599,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
600,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
601,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
602,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
603,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
604,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
609,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
610,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
611,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
612,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
613,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
615,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
617,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
619,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
620,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
621,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
622,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
623,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
626,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
628,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
629,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
630,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
631,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
633,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
634,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
635,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
637,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
638,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
639,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
640,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
643,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
644,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
646,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
647,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
649,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
650,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
653,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
654,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
655,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
656,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
657,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
658,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
659,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
660,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
