Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHC_M_R
9791,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
9792,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9793,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
9794,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
9795,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
9796,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
9797,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
9798,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
9799,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
9800,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
9801,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
9802,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
9803,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
9804,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
9805,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
9806,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
9807,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
9808,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
9809,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
9810,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
9811,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9812,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
9813,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
9814,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
9815,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
9816,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
9817,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
9818,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
9819,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
9820,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
9821,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
9822,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
9823,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
9824,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
9825,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
9826,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
9827,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
9828,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Wetland
9829,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
9830,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
9831,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
9832,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
9833,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
9834,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
9835,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
9836,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
9837,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
9838,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
9839,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
9840,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
9841,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9842,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
9843,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9844,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9845,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9846,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
9847,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9848,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9849,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
9850,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
9851,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9852,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9853,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9854,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9855,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9856,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
9857,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9858,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9859,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9860,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9861,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9862,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
9863,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9864,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
9865,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9866,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9867,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9868,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9869,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
9870,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
9871,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
9872,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
9873,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Bareland,Built-up
9874,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
9875,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
9876,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
9877,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9878,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9879,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
9880,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9881,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
9882,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9883,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9884,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9885,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9886,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
9887,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
9888,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
9889,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9890,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9891,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
9892,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
9893,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9894,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9895,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
9896,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Water
9897,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9898,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9899,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
9900,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9901,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9902,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9903,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9904,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9905,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
9906,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9907,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
9908,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
9909,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
9910,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9911,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
9912,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
9913,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9914,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
9915,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
9916,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
9917,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9918,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
9919,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9920,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
9921,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
9922,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
9923,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
9924,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9925,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
9926,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
9927,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
9928,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
9929,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
9930,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9931,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9932,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9933,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9934,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
9935,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9936,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
9937,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
9938,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9939,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9940,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
9941,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9942,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
9943,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9944,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
9945,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
9946,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
9947,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
9948,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9949,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9950,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9951,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9952,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
9953,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
9954,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9955,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
9956,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
9957,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9958,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9959,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9960,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9961,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9962,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
9963,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
9964,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
9965,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
9966,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9967,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9968,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9969,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
9970,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
9971,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
9972,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
9973,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
9974,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
9975,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
9976,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
9977,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
9978,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
9979,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
9980,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
9981,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
9982,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
9983,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
9984,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
9985,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
9986,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
9987,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
9988,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
9989,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
9990,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
9991,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
9992,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Wetland
9993,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
9994,Forest,Forest,NULL,Water,Non_Wetland,Forest,Bareland,Forest
9995,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
9996,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9997,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
9998,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9999,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10000,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
10001,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
10002,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10003,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10004,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10005,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
10006,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10007,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10008,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
10009,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10010,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10011,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10012,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10013,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10014,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10015,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10016,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10017,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
10018,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10019,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
10020,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10021,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
10022,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
10023,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10024,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
10025,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10026,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
10027,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
10028,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10029,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
10030,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
10031,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
10032,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10033,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10034,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10035,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
10036,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10037,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10038,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10039,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
10040,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
10041,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
10042,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
10043,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
10044,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
10045,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
10046,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10047,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
10048,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10049,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10050,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10051,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10052,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10053,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10054,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
10055,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10056,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10057,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10058,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10059,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
10060,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10061,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
10062,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10063,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
10064,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
10065,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10066,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
10067,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
10068,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
10069,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10070,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
10071,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10072,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
10073,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Built-up
10074,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
10075,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
10076,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
10077,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
10078,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10079,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10080,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10081,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10082,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
10083,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
10084,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
10085,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
10086,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
10087,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
10088,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10089,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10090,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10091,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
10092,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10093,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
10094,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10095,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
10096,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
10097,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
10098,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10099,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10100,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10101,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10102,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
10103,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
10104,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
10105,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
10106,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10107,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10108,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10109,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10110,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10111,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
10112,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10113,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
10114,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
10115,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
10116,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10117,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
10118,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
10119,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
10120,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
10121,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
