Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZV_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
432,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
433,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
434,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
435,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
436,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
437,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
438,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,NULL
439,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
440,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
441,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
442,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
443,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
444,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
445,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
446,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
447,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
448,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
449,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
451,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
452,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
453,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
454,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
455,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
473,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
474,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
478,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
480,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
481,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
484,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
485,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
486,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
488,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
490,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
520,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
523,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
524,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
532,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
535,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
537,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
542,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
545,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
546,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
549,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
550,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
554,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
555,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
559,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
561,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
564,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
565,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
566,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
570,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
571,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
574,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
575,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
576,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
581,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
582,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
583,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
584,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
587,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
588,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
589,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
593,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
595,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
597,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
598,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
602,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
604,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
605,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
606,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
609,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
614,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
617,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
618,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
622,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
626,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
630,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Water
634,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
635,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
639,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,NULL
640,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Wetland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
645,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
647,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
649,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
650,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
652,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
653,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
654,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
655,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
656,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
657,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
658,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
