Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQT_M_R
20313,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
20314,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
20315,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
20316,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
20317,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
20318,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
20319,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,NULL
20320,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
20321,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
20322,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
20323,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
20324,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
20325,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
20326,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
20327,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
20328,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
20329,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
20330,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
20331,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
20332,Forest,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
20333,Forest,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Wetland
20334,Forest,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Bareland
20335,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
20336,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
20337,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
20338,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
20339,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
20340,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
20341,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
20342,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
20343,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
20344,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Bareland
20345,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
20346,Forest,Wetland,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
20347,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
20348,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
20349,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,NULL
20350,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Grassland
20351,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
20352,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
20353,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,NULL
20354,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
20355,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
20356,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Water
20357,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
20358,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
20359,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
20360,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
20361,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
20362,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
20363,Forest,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Wetland
20364,Forest,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Forest
20365,Forest,Wetland,Wetland,NULL,Wetland,Forest,Built-up,Grassland
20366,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Grassland
20367,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
20368,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
20369,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
20370,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
20371,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Grassland
20372,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
20373,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
20374,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
20375,Forest,Wetland,Wetland,Non_Water,NULL,Wetland,Wetland,Wetland
20376,Forest,Wetland,Wetland,Non_Water,NULL,Wetland,Water,Wetland
20377,Forest,Wetland,Wetland,Non_Water,NULL,Forest,Wetland,Wetland
20378,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
20379,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Bareland
20380,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
20381,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
20382,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
20383,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
20384,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
20385,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Bareland,Wetland
20386,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
20387,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
20388,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
20389,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
20390,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
20391,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
20392,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Bareland,Bareland
20393,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Built-up,Grassland
20394,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
20395,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
20396,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
20397,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
20398,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
20399,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
20400,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
20401,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
20402,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
20403,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
20404,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
20405,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
20406,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
20407,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
20408,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
20409,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
20410,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
20411,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
20412,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Built-up,Wetland
20413,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
20414,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
20415,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
20416,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Bareland
20417,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
20418,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
20419,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
20420,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
20421,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
20422,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
20423,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
20424,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
20425,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
20426,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
20427,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
20428,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
20429,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
20430,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
20431,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
20432,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Bareland,Wetland
20433,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
20434,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
20435,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,NULL
20436,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
20437,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
20438,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
20439,Forest,Wetland,Wetland,Water,Wetland,Shrubland,NULL,NULL
20440,Forest,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
20441,Forest,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
20442,Forest,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Forest
20443,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
20444,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
20445,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,NULL
20446,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
20447,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
20448,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Forest
20449,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Grassland
20450,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Wetland
20451,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Forest
20452,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Grassland
20453,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
20454,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Forest
20455,Forest,Wetland,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
20456,Forest,Wetland,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
20457,Forest,Wetland,Wetland,Water,Wetland,Grassland,Shrubland,Forest
20458,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
20459,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
20460,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
20461,Forest,Wetland,Wetland,Water,Wetland,Grassland,Forest,Wetland
20462,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
20463,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
20464,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Forest
20465,Forest,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
20466,Forest,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Forest
20467,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
20468,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
20469,Forest,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Wetland
20470,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
20471,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
20472,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Wetland
20473,Forest,Wetland,Wetland,Water,Wetland,Bareland,NULL,Wetland
20474,Forest,Wetland,Wetland,Water,Wetland,Bareland,Shrubland,Wetland
20475,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
20476,Forest,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
20477,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
20478,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Grassland
20479,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Water
20480,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
20481,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
20482,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,NULL
20483,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Grassland
20484,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Wetland
20485,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Forest
20486,Forest,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Forest
20487,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Wetland
20488,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
20489,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
20490,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
20491,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Wetland
20492,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Water
20493,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
20494,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,NULL,NULL
20495,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,NULL,Forest
20496,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Forest
20497,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Wetland
20498,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Shrubland,Forest
20499,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Water
20500,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest,NULL,Forest
20501,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
20502,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
20503,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Wetland
20504,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
20505,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
20506,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
20507,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
20508,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
20509,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
20510,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Wetland,NULL
20511,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
20512,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
20513,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
20514,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
20515,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
20516,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
20517,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
20518,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
20519,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
20520,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
20521,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
20522,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
20523,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
20524,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
20525,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
20526,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
20527,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
20528,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Built-up,Wetland
20529,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
20530,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
20531,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
20532,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
20533,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
20534,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
20535,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
20536,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
20537,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
20538,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
20539,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
20540,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
20541,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
20542,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
20543,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
20544,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Wetland
20545,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
20546,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
20547,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
20548,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
20549,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
20550,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
20551,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
20552,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
20553,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
20554,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
20555,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,NULL,NULL
20556,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
20557,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,NULL,Wetland
20558,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
20559,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
20560,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Shrubland,Wetland
20561,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
20562,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
20563,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Wetland
20564,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
20565,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Bareland,Grassland
20566,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
20567,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,Grassland
20568,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,Water
20569,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
20570,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Wetland
20571,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
20572,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
20573,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
20574,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
20575,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
20576,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
20577,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
20578,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
20579,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
20580,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
20581,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
20582,Forest,Wetland,Bareland,Water,Non_Wetland,Shrubland,NULL,NULL
20583,Forest,Wetland,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
20584,Forest,Wetland,Bareland,Water,Non_Wetland,Shrubland,NULL,Forest
20585,Forest,Wetland,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
20586,Forest,Wetland,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
20587,Forest,Wetland,Bareland,Water,Non_Wetland,Shrubland,Wetland,Forest
20588,Forest,Wetland,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
20589,Forest,Wetland,Bareland,Water,Non_Wetland,Shrubland,Forest,Forest
20590,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
20591,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Shrubland,Wetland
20592,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,NULL,Grassland
20593,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Shrubland,Wetland
20594,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Shrubland,Forest
20595,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
20596,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
20597,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
20598,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
20599,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,NULL,Forest
20600,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Forest,Forest
20601,Forest,Wetland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
20602,Forest,Wetland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
20603,Forest,Wetland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
20604,Forest,Wetland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
20605,Forest,Wetland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
20606,Forest,Wetland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
20607,Forest,Wetland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
20608,Forest,Wetland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
20609,Forest,Wetland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
20610,Forest,Wetland,Built-up,NULL,Non_Wetland,Shrubland,Water,Wetland
20611,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
20612,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Wetland
20613,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
20614,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Wetland
20615,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Water
20616,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
20617,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
20618,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
20619,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
20620,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
20621,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
20622,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
20623,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
20624,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
20625,Forest,Wetland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
20626,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Wetland,Grassland
20627,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
20628,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Bareland,Wetland
20629,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
20630,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Grassland
20631,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Wetland
20632,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Wetland
20633,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
20634,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
20635,Forest,Wetland,Water,NULL,Water,Grassland,NULL,Grassland
20636,Forest,Wetland,Water,NULL,Water,Grassland,NULL,Forest
20637,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
20638,Forest,Wetland,Water,NULL,Water,Grassland,Water,Wetland
20639,Forest,Wetland,Water,NULL,Water,Grassland,Water,Forest
20640,Forest,Wetland,Water,NULL,Water,Wetland,NULL,Grassland
20641,Forest,Wetland,Water,NULL,Water,Wetland,NULL,Wetland
