Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKL_M_R
1381,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1382,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1383,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
1384,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1385,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1386,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1387,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1388,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1389,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1390,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1391,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1392,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1393,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1394,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1395,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1396,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1397,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1398,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1399,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1400,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1401,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1402,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1403,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1404,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1405,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1406,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1407,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1408,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1409,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1410,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1411,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1412,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1413,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1414,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1415,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1416,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1417,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1418,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1419,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1420,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1421,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1422,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1423,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1424,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1425,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1426,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1427,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1428,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1429,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1430,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1431,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1432,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1433,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1434,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1435,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1436,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1437,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1438,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1439,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1440,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1441,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1442,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1443,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1444,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1445,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1446,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1447,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1448,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1449,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1450,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1451,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1452,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1453,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1454,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1455,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1456,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1457,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1458,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1459,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1460,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1461,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1462,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1463,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1464,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1465,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1466,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1467,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1468,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1469,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1470,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1471,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1472,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1473,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1474,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1475,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1476,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1477,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1478,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1479,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1480,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1481,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1482,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1483,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1484,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1485,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1486,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1487,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1488,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1489,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1490,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1491,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1492,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1493,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1494,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1495,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1496,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1497,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1498,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1499,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1500,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1501,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1502,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1503,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1504,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1505,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1506,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1507,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1508,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1509,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1510,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1511,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1512,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1513,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1514,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1515,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1516,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1517,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1518,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1519,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1520,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1521,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1522,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1523,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1524,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1525,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1526,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1527,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1528,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1529,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1530,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1531,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1532,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1533,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1534,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1535,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1536,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1537,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1538,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1539,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1540,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1541,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1542,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1543,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1544,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1545,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1546,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1547,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1548,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1549,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1550,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1551,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1552,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1553,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
1554,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1555,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1556,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1557,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1558,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1559,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1560,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1561,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1562,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1563,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1564,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1565,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1566,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1567,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1568,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1569,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1570,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1571,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1572,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1573,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1574,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1575,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1576,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1577,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1578,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1579,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1580,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1581,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1582,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1583,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1584,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1585,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1586,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1587,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1588,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1589,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1590,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1591,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1592,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
1593,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1594,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1595,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1596,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
1597,Bareland,Forest,Water,Water,Water,NULL,NULL,Wetland
1598,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1599,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1600,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1601,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1602,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1603,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1604,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1605,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1606,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1607,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1608,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1609,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1610,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1611,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1612,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1613,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1614,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1615,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1616,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1617,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1618,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1619,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1620,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1621,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1622,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1623,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1624,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1625,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1626,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1627,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1628,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1629,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1630,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1631,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1632,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1633,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1634,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1635,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1636,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1637,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1638,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1639,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1640,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1641,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1642,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1643,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1644,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1645,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1646,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1647,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1648,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1649,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1650,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1651,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1652,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1653,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1654,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1655,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1656,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1657,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1658,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1659,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1660,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1661,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1662,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1663,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1664,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1665,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1666,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1667,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1668,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1669,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1670,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1671,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1672,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1673,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1674,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1675,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1676,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1677,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1678,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1679,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1680,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1681,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1682,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1683,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1684,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1685,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1686,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1687,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1688,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1689,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1690,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1691,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1692,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1693,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1694,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1695,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1696,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1697,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1698,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
1699,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1700,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1701,Water,NULL,Water,Water,Water,NULL,NULL,Water
1702,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1703,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1704,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1705,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1706,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1707,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1708,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1709,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1710,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1711,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1712,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1713,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1714,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1715,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1716,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1717,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1718,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1719,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1720,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1721,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1722,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1723,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1724,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1725,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1726,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1727,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1728,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
