Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPC_M_R
15520,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
15521,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
15522,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15523,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
15524,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
15525,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
15526,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15527,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15528,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
15529,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15530,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
15531,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
15532,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
15533,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
15534,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
15535,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
15536,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
15537,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
15538,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
15539,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15540,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15541,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15542,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15543,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15544,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15545,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
15546,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15547,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
15548,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
15549,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
15550,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
15551,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15552,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15553,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
15554,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
15555,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15556,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
15557,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
15558,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
15559,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15560,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
15561,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
15562,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15563,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
15564,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
15565,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
15566,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
15567,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
15568,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
15569,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Water,NULL
15570,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
15571,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
15572,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Forest,Wetland
15573,Forest,Cropland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
15574,Forest,Cropland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15575,Forest,Cropland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
15576,Forest,Cropland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
15577,Forest,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
15578,Forest,Cropland,Cropland,Water,Non_Wetland,Shrubland,Bareland,Water
15579,Forest,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
15580,Forest,Cropland,Cropland,Water,Non_Wetland,Shrubland,Forest,Grassland
15581,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
15582,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
15583,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
15584,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
15585,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
15586,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland,Shrubland,Water
15587,Forest,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
15588,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
15589,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
15590,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
15591,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,NULL
15592,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
15593,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
15594,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
15595,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
15596,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
15597,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
15598,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
15599,Forest,Cropland,Wetland,Water,Wetland,NULL,Grassland,Cropland
15600,Forest,Cropland,Wetland,Water,Wetland,NULL,Water,Cropland
15601,Forest,Cropland,Wetland,Water,Wetland,NULL,Water,Water
15602,Forest,Cropland,Wetland,Water,Wetland,NULL,Water,Forest
15603,Forest,Cropland,Wetland,Water,Wetland,NULL,Forest,Wetland
15604,Forest,Cropland,Wetland,Water,Wetland,Shrubland,Water,Grassland
15605,Forest,Cropland,Wetland,Water,Wetland,Shrubland,Water,Water
15606,Forest,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
15607,Forest,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
15608,Forest,Cropland,Wetland,Water,Wetland,Water,NULL,Cropland
15609,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Cropland
15610,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Forest
15611,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
15612,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15613,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15614,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
15615,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15616,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
15617,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
15618,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,Shrubland,Water
15619,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland,Water
15620,Forest,Cropland,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
15621,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
15622,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
15623,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Water,Cropland
15624,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
15625,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
15626,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
15627,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
15628,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
15629,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
15630,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
15631,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
15632,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
15633,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
15634,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
15635,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
15636,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
15637,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
15638,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15639,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15640,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15641,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15642,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15643,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15644,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
15645,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
15646,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
15647,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15648,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
15649,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
15650,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
15651,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
15652,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
15653,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
15654,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
15655,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15656,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
15657,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
15658,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
15659,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
15660,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
15661,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
15662,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15663,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
15664,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
15665,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
15666,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
15667,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
15668,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
15669,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
15670,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
15671,Forest,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
15672,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
15673,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Built-up,NULL
15674,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
15675,Forest,Cropland,Water,NULL,Water,Water,Water,Wetland
15676,Forest,Cropland,Water,Water,Water,NULL,Forest,Grassland
15677,Forest,Cropland,Water,Water,Water,NULL,Forest,Wetland
15678,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
15679,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
15680,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
15681,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
15682,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
15683,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
15684,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
15685,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
15686,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
15687,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
15688,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
15689,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
15690,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
15691,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
15692,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
15693,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
15694,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
15695,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
15696,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,NULL
15697,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
15698,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
15699,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
15700,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
15701,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
15702,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
15703,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
15704,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
15705,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
15706,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
15707,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15708,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15709,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15710,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15711,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15712,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15713,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
15714,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15715,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15716,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
15717,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
15718,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
15719,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
15720,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
15721,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
15722,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
15723,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
15724,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
15725,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
15726,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
15727,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
15728,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
15729,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
15730,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15731,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15732,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
15733,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
15734,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
15735,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
15736,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
15737,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
15738,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
15739,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
15740,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
15741,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
15742,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
15743,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
15744,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
15745,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
15746,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
15747,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
15748,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
15749,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
15750,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
15751,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
15752,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
15753,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
15754,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
15755,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
15756,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
15757,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
15758,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
15759,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
15760,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
15761,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15762,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15763,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
15764,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
15765,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
15766,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
15767,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
15768,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
15769,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
15770,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
15771,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
15772,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
15773,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
15774,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
15775,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
15776,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
15777,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
15778,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
15779,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
15780,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
15781,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
15782,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
15783,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Bareland
15784,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
15785,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
15786,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
15787,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
15788,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
15789,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
15790,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
15791,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
15792,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
15793,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
15794,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
15795,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
15796,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
15797,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
15798,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
15799,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
15800,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
15801,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15802,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
15803,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15804,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
15805,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15806,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
15807,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
15808,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15809,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15810,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15811,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15812,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
15813,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15814,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
15815,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
15816,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
15817,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
15818,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15819,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15820,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
15821,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
15822,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
15823,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
15824,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15825,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
15826,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
15827,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
15828,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
15829,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Water
15830,Forest,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
15831,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
15832,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
15833,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
15834,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
15835,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
15836,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
15837,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
15838,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Wetland
15839,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
15840,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
15841,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
