Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZA_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Bareland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Bareland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
571,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
572,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
573,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
574,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
575,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
576,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
577,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
578,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
579,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
580,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
581,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,NULL
582,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
583,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
584,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
585,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
586,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
587,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
588,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
589,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
590,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
591,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
592,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
593,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
594,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
595,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
596,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
597,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
598,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
599,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
600,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
602,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
609,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
613,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
614,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
615,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
617,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
622,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
623,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
624,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
625,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
626,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
628,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
630,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
631,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
632,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
635,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
636,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
637,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
640,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
642,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
645,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
646,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
647,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
649,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
650,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
