Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEJ_M_R
1051,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
1052,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1053,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1054,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1055,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1056,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
1057,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1058,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Wetland
1059,Water,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1060,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1061,Water,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1062,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1063,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1064,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1065,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1066,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1067,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1068,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1069,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1070,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1071,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1072,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1073,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
1074,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1075,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1076,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1077,Water,Forest,Wetland,NULL,NULL,Forest,Forest,Wetland
1078,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1079,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1080,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1081,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1082,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
1083,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1084,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1085,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1086,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1087,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1088,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1089,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1090,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1091,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
1092,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1093,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1094,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1095,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1096,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1097,Water,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
1098,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
1099,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
1100,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
1101,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1102,Water,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
1103,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
1104,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1105,Water,Forest,Wetland,Non_Water,NULL,Wetland,Forest,Wetland
1106,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1107,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1108,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1109,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1110,Water,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
1111,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1112,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1113,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1114,Water,Forest,Water,Non_Water,Water,NULL,Water,Water
1115,Water,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1116,Water,Forest,Water,Water,Water,NULL,Wetland,Forest
1117,Water,Forest,Water,Water,Water,NULL,Water,Water
1118,Water,Forest,Water,Water,Water,NULL,Water,Forest
1119,Water,Forest,Water,Water,Water,Grassland,Water,Forest
1120,Water,Forest,Water,Water,Water,Wetland,Water,Water
1121,Water,Forest,Water,Water,Water,Water,Water,Water
1122,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1123,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1124,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1125,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1126,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1127,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1128,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1129,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1130,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1131,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1132,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1133,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1134,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1135,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1136,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1137,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1138,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1139,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1140,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1141,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1142,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1143,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1144,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1145,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1146,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1147,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1148,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1149,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1150,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1151,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1152,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1153,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1154,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1155,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1156,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1157,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1158,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1159,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1160,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1161,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1162,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1163,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1164,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1165,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1166,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1167,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1168,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1169,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1170,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1171,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1172,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1173,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1174,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
1175,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1176,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1177,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1178,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1179,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1180,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1181,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1182,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1183,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1184,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1185,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1186,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1187,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1188,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1189,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1190,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1191,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1192,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1193,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1194,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
1195,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1196,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1197,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1198,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1199,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1200,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1201,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1202,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1203,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1204,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1205,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1206,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1207,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1208,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1209,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1210,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1211,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
1212,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1213,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1214,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1215,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1216,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1217,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1218,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1219,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1220,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1221,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1222,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1223,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1224,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1225,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1226,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1227,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1228,Forest,NULL,Wetland,NULL,NULL,Wetland,Wetland,Wetland
1229,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1230,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1231,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1232,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1233,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1234,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1235,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1236,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1237,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1238,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1239,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1240,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1241,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1242,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1243,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1244,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1245,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1246,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1247,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1248,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1249,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
1250,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1251,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1252,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1253,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1254,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1255,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1256,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1257,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1258,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1259,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1260,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1261,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1262,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1263,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1264,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1265,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1266,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1267,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1268,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1269,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1270,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1271,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1272,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1273,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1274,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1275,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1276,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1277,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1278,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1279,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1280,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1281,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1282,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
1283,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1284,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1285,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1286,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1287,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1288,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1289,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1290,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1291,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1292,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1293,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1294,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1295,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1296,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1297,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1298,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1299,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1300,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1301,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1302,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1303,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1304,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1305,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1306,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1307,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1308,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1309,Forest,Cropland,Water,NULL,Water,Grassland,Wetland,Wetland
1310,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1311,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1312,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1313,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1314,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1315,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1316,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1317,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Forest
1318,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1319,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1320,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1321,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1322,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1323,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1324,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1325,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1326,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1327,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1328,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1329,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1330,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1331,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1332,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1333,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1334,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1335,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1336,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
1337,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Bareland
1338,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1339,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1340,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1341,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
1342,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
1343,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1344,Forest,Water,Wetland,NULL,NULL,Wetland,Water,Wetland
1345,Forest,Water,Wetland,NULL,NULL,Wetland,Water,Forest
1346,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1347,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1348,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Bareland
1349,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1350,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1351,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
1352,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1353,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1354,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1355,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1356,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1357,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
1358,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1359,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1360,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1361,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1362,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1363,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1364,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1365,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1366,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
1367,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1368,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1369,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1370,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1371,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1372,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1373,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1374,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1375,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1376,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1377,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
1378,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1379,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1380,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
1381,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1382,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1383,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1384,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1385,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
