Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTL_M_R
1038,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1039,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1040,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1041,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1042,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1043,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1044,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1045,Water,Forest,Wetland,NULL,Wetland,Water,Water,Bareland
1046,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1047,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1048,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1049,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1050,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1051,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1052,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1053,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1054,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1055,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1056,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1057,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Grassland,Water,Water
1058,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Water,Water
1059,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Grassland
1060,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Water
1061,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
1062,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
1063,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1064,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1065,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1066,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1067,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1068,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1069,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1070,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1071,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1072,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1073,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1074,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1075,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1076,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1077,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1078,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1079,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1080,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1081,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1082,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1083,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1084,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1085,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1086,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1087,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1088,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1089,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1090,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1091,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1092,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1093,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1094,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1095,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1096,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1097,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1098,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1099,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1100,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1101,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1102,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1103,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1104,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1105,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1106,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1107,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1108,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1109,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1110,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1111,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1112,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1113,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1114,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1115,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
1116,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
1117,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
1118,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1119,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1120,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1121,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1122,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1123,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1124,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1125,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1126,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1127,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1128,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1129,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1130,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1131,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1132,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1133,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1134,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1135,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1136,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1137,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1138,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1139,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1140,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1141,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1142,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1143,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1144,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1145,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1146,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1147,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1148,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1149,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1150,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1151,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1152,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1153,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1154,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1155,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1156,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1157,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1158,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1159,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1160,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1161,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1162,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1163,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1164,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1165,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
1166,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1167,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1168,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1169,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1170,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1171,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1172,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1173,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1174,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1175,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1176,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1177,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1178,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1179,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1180,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1181,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1182,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1183,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1184,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1185,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1186,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1187,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1188,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1189,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1190,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1191,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1192,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1193,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1194,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1195,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1196,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1197,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1198,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1199,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1200,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1201,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1202,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1203,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1204,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1205,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1206,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1207,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1208,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1209,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1210,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1211,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1212,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1213,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1214,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
1215,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1216,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1217,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1218,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1219,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1220,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1221,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1222,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
1223,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1224,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1225,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1226,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1227,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1228,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1229,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1230,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1231,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1232,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1233,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1234,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1235,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1236,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1237,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1238,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1239,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1240,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1241,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1242,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1243,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
1244,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1245,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1246,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1247,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1248,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1249,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
1250,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1251,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1252,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1253,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1254,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1255,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1256,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1257,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1258,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1259,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1260,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1261,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1262,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1263,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1264,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1265,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1266,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1267,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1268,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1269,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1270,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1271,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1272,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1273,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1274,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1275,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1276,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1277,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1278,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1279,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1280,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1281,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1282,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1283,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1284,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1285,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1286,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1287,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1288,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1289,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1290,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1291,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1292,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
1293,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1294,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1295,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1296,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1297,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1298,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1299,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1300,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
1301,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1302,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1303,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1304,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1305,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1306,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1307,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1308,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1309,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1310,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1311,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1312,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1313,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1314,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1315,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1316,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1317,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1318,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1319,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1320,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1321,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1322,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1323,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1324,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1325,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1326,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1327,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1328,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1329,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1330,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1331,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1332,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1333,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1334,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1335,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1336,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1337,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1338,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1339,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1340,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1341,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1342,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1343,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1344,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1345,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1346,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1347,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1348,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1349,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1350,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1351,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1352,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1353,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1354,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1355,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1356,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1357,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1358,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1359,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1360,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1361,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1362,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1363,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1364,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1365,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1366,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1367,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1368,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
