Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEE_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Water
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
472,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
473,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
474,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
475,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
476,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
477,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
478,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
479,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
480,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
481,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
482,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
483,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
484,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
485,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
486,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
487,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
488,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
489,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
490,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Wetland
491,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
493,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
494,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
495,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
496,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
538,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
539,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
542,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
543,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
545,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
546,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
549,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
596,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
597,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
601,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
605,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
606,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
610,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
611,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
612,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
614,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
618,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
619,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
623,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
624,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
626,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
629,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
630,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
651,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
