Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MED_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MED_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MED_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MED_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MED_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MED_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MED_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MED_M_R
4027,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4028,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4029,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4030,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4031,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4032,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
4033,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
4034,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4035,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4036,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
4037,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4038,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4039,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4040,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4041,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4042,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4043,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
4044,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4045,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4046,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4047,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4048,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4049,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
4050,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4051,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
4052,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4053,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4054,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4055,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4056,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
4057,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4058,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
4059,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4060,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
4061,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
4062,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
4063,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
4064,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
4065,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4066,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4067,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4068,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4069,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4070,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4071,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4072,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
4073,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4074,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
4075,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4076,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4077,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4078,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
4079,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4080,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
4081,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
4082,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4083,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4084,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4085,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4086,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4087,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4088,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Forest,Grassland
4089,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Forest,Forest
4090,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4091,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
4092,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
4093,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
4094,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
4095,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
4096,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Water
4097,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
4098,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4099,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4100,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4101,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4102,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
4103,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4104,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
4105,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
4106,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
4107,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4108,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4109,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4110,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4111,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4112,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4113,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4114,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4115,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4116,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4117,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4118,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4119,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4120,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4121,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4122,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4123,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4124,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4125,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4126,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4127,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4128,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4129,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4130,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4131,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4132,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4133,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4134,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4135,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4136,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
4137,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
4138,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
4139,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4140,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4141,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4142,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4143,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4144,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4145,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4146,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4147,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4148,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
4149,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4150,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4151,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4152,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4153,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
4154,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
4155,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Water
4156,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
4157,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4158,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
4159,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
4160,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4161,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4162,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4163,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4164,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
4165,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4166,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
4167,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4168,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Wetland
4169,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
4170,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
4171,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
4172,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4173,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4174,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4175,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4176,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4177,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4178,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
4179,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4180,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
4181,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
4182,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
4183,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
4184,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4185,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4186,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4187,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Wetland
4188,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
4189,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
4190,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4191,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
4192,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4193,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4194,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4195,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
4196,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4197,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
4198,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
4199,Forest,Forest,Grassland,Non_Water,Non_Wetland,Built-up,Forest,Grassland
4200,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Built-up,Forest
4201,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
4202,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
4203,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
4204,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Grassland
4205,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4206,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
4207,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
4208,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
4209,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4210,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
4211,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
4212,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
4213,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Built-up,Grassland
4214,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
4215,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Wetland
4216,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
4217,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
4218,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
4219,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
4220,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
4221,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
4222,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
4223,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4224,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4225,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4226,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4227,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4228,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4229,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4230,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4231,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4232,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
4233,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
4234,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
4235,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4236,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4237,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
4238,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4239,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
4240,Forest,Forest,Wetland,NULL,Wetland,NULL,Built-up,Forest
4241,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
4242,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
4243,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
4244,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
4245,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
4246,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
4247,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
4248,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
4249,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4250,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
4251,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4252,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4253,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4254,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4255,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4256,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4257,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
4258,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
4259,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4260,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4261,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4262,Forest,Forest,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
4263,Forest,Forest,Wetland,NULL,Wetland,Grassland,Built-up,Wetland
4264,Forest,Forest,Wetland,NULL,Wetland,Grassland,Built-up,Forest
4265,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
4266,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
4267,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
4268,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
4269,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4270,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
4271,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
4272,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4273,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4274,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4275,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4276,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4277,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4278,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4279,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4280,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
4281,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
4282,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4283,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4284,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
4285,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
4286,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
4287,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4288,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4289,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4290,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Built-up
4291,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
4292,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4293,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Grassland
4294,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
4295,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4296,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
4297,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4298,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4299,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4300,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
4301,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
4302,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4303,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4304,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
4305,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4306,Forest,Forest,Wetland,NULL,Wetland,Bareland,Built-up,Forest
4307,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
4308,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Wetland
4309,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
4310,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
4311,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4312,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Wetland
4313,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Bareland
4314,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
4315,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
4316,Forest,Forest,Wetland,NULL,Wetland,Built-up,Bareland,Wetland
4317,Forest,Forest,Wetland,NULL,Wetland,Built-up,Bareland,Forest
4318,Forest,Forest,Wetland,NULL,Wetland,Built-up,Built-up,Forest
4319,Forest,Forest,Wetland,NULL,Wetland,Built-up,Forest,Grassland
4320,Forest,Forest,Wetland,NULL,Wetland,Built-up,Forest,Forest
4321,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
4322,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
4323,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
4324,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
4325,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4326,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
4327,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
4328,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
4329,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
4330,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Bareland
4331,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
4332,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
4333,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
4334,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
4335,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
4336,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
4337,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
4338,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
4339,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
4340,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
4341,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
4342,Forest,Forest,Wetland,NULL,Wetland,Forest,Built-up,Grassland
4343,Forest,Forest,Wetland,NULL,Wetland,Forest,Built-up,Forest
4344,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
4345,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
4346,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
4347,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
4348,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
4349,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
4350,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
4351,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4352,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4353,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4354,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4355,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
4356,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4357,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4358,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
4359,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
4360,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
4361,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4362,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4363,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4364,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
