Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTV_M_R
1035,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1036,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1037,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1038,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1039,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1040,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1041,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1042,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1043,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1044,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1045,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1046,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1047,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1048,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1049,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1050,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1051,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1052,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1053,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
1054,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1055,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1056,Forest,Forest,Water,NULL,Water,NULL,NULL,Built-up
1057,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1058,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1059,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1060,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1061,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1062,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1063,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1064,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1065,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1067,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1068,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1069,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1070,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1071,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1072,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1073,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1074,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1075,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
