Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGJ_M_R
3627,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3628,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
3629,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3630,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3631,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3632,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3633,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3634,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
3635,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
3636,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3637,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
3638,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3639,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3640,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3641,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Water
3642,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
3643,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
3644,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3645,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Water
3646,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
3647,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
3648,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
3649,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3650,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
3651,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3652,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
3653,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
3654,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
3655,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3656,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3657,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3658,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3659,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3660,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
3661,Forest,Water,Bareland,Water,Non_Wetland,Forest,NULL,Water
3662,Forest,Water,Bareland,Water,Non_Wetland,Forest,NULL,Forest
3663,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
3664,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3665,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3666,Forest,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
3667,Forest,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
3668,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3669,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3670,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
3671,Forest,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Water
3672,Forest,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
3673,Forest,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
3674,Forest,Water,Built-up,Water,Non_Wetland,Water,NULL,Forest
3675,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
3676,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
3677,Forest,Water,Water,NULL,Water,NULL,NULL,Water
3678,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
3679,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3680,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3681,Forest,Water,Water,NULL,Water,NULL,Water,Water
3682,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3683,Forest,Water,Water,NULL,Water,Grassland,NULL,Water
3684,Forest,Water,Water,NULL,Water,Grassland,NULL,Forest
3685,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
3686,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
3687,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
3688,Forest,Water,Water,NULL,Water,Grassland,Water,Water
3689,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
3690,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
3691,Forest,Water,Water,NULL,Water,Bareland,NULL,Forest
3692,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
3693,Forest,Water,Water,NULL,Water,Water,NULL,Water
3694,Forest,Water,Water,NULL,Water,Water,NULL,Forest
3695,Forest,Water,Water,NULL,Water,Water,Grassland,Water
3696,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
3697,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3698,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3699,Forest,Water,Water,NULL,Water,Water,Water,Water
3700,Forest,Water,Water,NULL,Water,Water,Water,Forest
3701,Forest,Water,Water,NULL,Water,Water,Forest,Water
3702,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3703,Forest,Water,Water,NULL,Water,Forest,NULL,Water
3704,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
3705,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3706,Forest,Water,Water,NULL,Water,Forest,Forest,Water
3707,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
3708,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
3709,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
3710,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
3711,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
3712,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
3713,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3714,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
3715,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3716,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Grassland
3717,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Water
3718,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Forest
3719,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
3720,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
3721,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
3722,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
3723,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
3724,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3725,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3726,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3727,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3728,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
3729,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
3730,Forest,Water,Water,Non_Water,Water,Forest,NULL,Water
3731,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
3732,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
3733,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
3734,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
3735,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
3736,Forest,Water,Water,Water,Water,NULL,NULL,Water
3737,Forest,Water,Water,Water,Water,NULL,NULL,Forest
3738,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
3739,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
3740,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3741,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3742,Forest,Water,Water,Water,Water,NULL,Water,Water
3743,Forest,Water,Water,Water,Water,NULL,Water,Forest
3744,Forest,Water,Water,Water,Water,NULL,Forest,Water
3745,Forest,Water,Water,Water,Water,Grassland,NULL,Water
3746,Forest,Water,Water,Water,Water,Grassland,Grassland,Water
3747,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
3748,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
3749,Forest,Water,Water,Water,Water,Grassland,Water,Water
3750,Forest,Water,Water,Water,Water,Grassland,Water,Forest
3751,Forest,Water,Water,Water,Water,Bareland,Water,Water
3752,Forest,Water,Water,Water,Water,Bareland,Water,Forest
3753,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
3754,Forest,Water,Water,Water,Water,Water,NULL,Water
3755,Forest,Water,Water,Water,Water,Water,NULL,Forest
3756,Forest,Water,Water,Water,Water,Water,Grassland,Forest
3757,Forest,Water,Water,Water,Water,Water,Wetland,Water
3758,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3759,Forest,Water,Water,Water,Water,Water,Water,Water
3760,Forest,Water,Water,Water,Water,Water,Water,Forest
3761,Forest,Water,Water,Water,Water,Water,Forest,Water
3762,Forest,Water,Water,Water,Water,Water,Forest,Forest
3763,Forest,Water,Water,Water,Water,Forest,NULL,Water
3764,Forest,Water,Water,Water,Water,Forest,NULL,Forest
3765,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
3766,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3767,Forest,Water,Water,Water,Water,Forest,Water,Water
3768,Forest,Water,Water,Water,Water,Forest,Water,Forest
3769,Forest,Water,Water,Water,Water,Forest,Forest,Water
3770,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3771,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3772,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3773,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3774,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3775,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3776,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3777,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3778,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3779,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3780,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3781,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3782,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
3783,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3784,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3785,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3786,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3787,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3788,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3789,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3790,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3791,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3792,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
3793,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3794,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3795,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
3796,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
3797,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3798,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3799,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3800,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3801,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3802,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3803,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3804,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3805,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3806,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
3807,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3808,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3809,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
3810,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3811,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3812,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3813,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3814,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3815,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3816,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3817,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3818,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3819,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3820,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
3821,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
3822,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
3823,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
3824,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3825,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3826,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3827,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3828,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3829,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
3830,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
3831,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3832,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3833,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3834,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
3835,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3836,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3837,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3838,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3839,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Water
3840,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Forest
3841,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3842,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3843,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3844,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3845,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3846,Forest,Water,Forest,Water,Non_Wetland,Bareland,NULL,Water
3847,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
3848,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
3849,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
3850,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
3851,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
3852,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3853,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3854,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3855,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3856,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3857,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3858,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
3859,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
3860,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
3861,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3862,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3863,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3864,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3865,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
3866,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3867,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3868,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3869,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3870,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3871,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3872,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3873,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3874,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3875,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3876,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3877,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3878,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3879,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3880,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3881,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3882,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3883,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3884,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3885,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
3886,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3887,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3888,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3889,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3890,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3891,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3892,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3893,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3894,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
3895,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
3896,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3897,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3898,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3899,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Wetland
3900,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3901,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3902,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Water
3903,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3904,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3905,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3906,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3907,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
3908,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3909,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3910,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3911,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3912,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3913,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3914,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3915,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3916,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3917,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3918,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
3919,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3920,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3921,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3922,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3923,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3924,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
3925,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3926,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
3927,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3928,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3929,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3930,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
3931,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
3932,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3933,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
3934,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
3935,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Forest
3936,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3937,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3938,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
3939,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
3940,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
3941,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
3942,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
3943,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
3944,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3945,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3946,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3947,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3948,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3949,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3950,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
3951,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3952,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3953,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3954,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3955,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3956,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3957,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3958,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3959,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3960,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3961,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3962,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3963,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3964,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3965,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3966,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3967,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3968,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3969,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3970,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3971,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3972,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3973,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
3974,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3975,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3976,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3977,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
3978,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3979,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
3980,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
3981,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3982,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
3983,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
3984,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
3985,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
3986,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
3987,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
3988,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
3989,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
3990,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3991,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
3992,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
