Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGH_M_R
1531,Water,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1532,Water,Wetland,Wetland,NULL,Wetland,NULL,Water
1533,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest
1534,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1535,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Cropland
1536,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1537,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
1538,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1539,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1540,Water,Wetland,Wetland,Water,Wetland,NULL,Grassland
1541,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland
1542,Water,Wetland,Wetland,Water,Wetland,NULL,Bareland
1543,Water,Wetland,Wetland,Water,Wetland,NULL,Water
1544,Water,Wetland,Wetland,Water,Wetland,NULL,Forest
1545,Water,Wetland,Built-up,Water,Non_Wetland,NULL,Wetland
1546,Water,Wetland,Water,NULL,Water,NULL,Grassland
1547,Water,Wetland,Water,NULL,Water,NULL,Wetland
1548,Water,Wetland,Water,NULL,Water,NULL,Water
1549,Water,Wetland,Water,NULL,Water,NULL,Forest
1550,Water,Wetland,Water,Non_Water,Water,NULL,NULL
1551,Water,Wetland,Water,Non_Water,Water,NULL,Grassland
1552,Water,Wetland,Water,Non_Water,Water,NULL,Wetland
1553,Water,Wetland,Water,Non_Water,Water,NULL,Water
1554,Water,Wetland,Water,Non_Water,Water,NULL,Forest
1555,Water,Wetland,Water,Water,Water,NULL,Grassland
1556,Water,Wetland,Water,Water,Water,NULL,Wetland
1557,Water,Wetland,Water,Water,Water,NULL,Water
1558,Water,Wetland,Water,Water,Water,NULL,Forest
1559,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1560,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1561,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1562,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1563,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1564,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1565,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
1566,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1567,Water,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1568,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water
1569,Water,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1570,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1571,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1572,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1573,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1574,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1575,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Water
1576,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
1577,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1578,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
1579,Water,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1580,Water,Bareland,Wetland,NULL,Wetland,NULL,Bareland
1581,Water,Bareland,Wetland,NULL,Wetland,NULL,Water
1582,Water,Bareland,Wetland,NULL,Wetland,NULL,Forest
1583,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1584,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
1585,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
1586,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1587,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1588,Water,Bareland,Wetland,Water,Wetland,NULL,Grassland
1589,Water,Bareland,Wetland,Water,Wetland,NULL,Wetland
1590,Water,Bareland,Wetland,Water,Wetland,NULL,Bareland
1591,Water,Bareland,Wetland,Water,Wetland,NULL,Water
1592,Water,Bareland,Wetland,Water,Wetland,NULL,Forest
1593,Water,Bareland,Water,NULL,Water,NULL,Forest
1594,Water,Bareland,Water,Water,Water,NULL,Grassland
1595,Water,Bareland,Water,Water,Water,NULL,Bareland
1596,Water,Bareland,Water,Water,Water,NULL,Water
1597,Water,Bareland,Water,Water,Water,NULL,Forest
1598,Water,Bareland,Forest,Water,Non_Wetland,NULL,Water
1599,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
1600,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1601,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water
1602,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1603,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
1604,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Water
1605,Water,Built-up,Grassland,Water,Non_Wetland,NULL,Water
1606,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
1607,Water,Built-up,Wetland,NULL,Wetland,NULL,Forest
1608,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water
1609,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
1610,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland
1611,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland
1612,Water,Water,NULL,NULL,Non_Wetland,NULL,Water
1613,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest
1614,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland
1615,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest
1616,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland
1617,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland
1618,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland
1619,Water,Water,NULL,Water,Non_Wetland,NULL,Water
1620,Water,Water,NULL,Water,Non_Wetland,NULL,Forest
1621,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL
1622,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1623,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1624,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1625,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1626,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1627,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1628,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1629,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1630,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1631,Water,Water,Shrubland,Water,Non_Wetland,NULL,Cropland
1632,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1633,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water
1634,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1635,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL
1636,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1637,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
1638,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1639,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water
1640,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1641,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL
1642,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1643,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Cropland
1644,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1645,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1646,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
1647,Water,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1648,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland
1649,Water,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1650,Water,Water,Grassland,Water,Non_Wetland,NULL,Water
1651,Water,Water,Grassland,Water,Non_Wetland,NULL,Forest
1652,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1653,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1654,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1655,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
1656,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1657,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest
1658,Water,Water,Wetland,NULL,Wetland,NULL,NULL
1659,Water,Water,Wetland,NULL,Wetland,NULL,Grassland
1660,Water,Water,Wetland,NULL,Wetland,NULL,Cropland
1661,Water,Water,Wetland,NULL,Wetland,NULL,Wetland
1662,Water,Water,Wetland,NULL,Wetland,NULL,Bareland
1663,Water,Water,Wetland,NULL,Wetland,NULL,Water
1664,Water,Water,Wetland,NULL,Wetland,NULL,Forest
1665,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL
1666,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1667,Water,Water,Wetland,Non_Water,Wetland,NULL,Cropland
1668,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1669,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1670,Water,Water,Wetland,Non_Water,Wetland,NULL,Water
1671,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest
1672,Water,Water,Wetland,Water,Wetland,NULL,NULL
1673,Water,Water,Wetland,Water,Wetland,NULL,Grassland
1674,Water,Water,Wetland,Water,Wetland,NULL,Cropland
1675,Water,Water,Wetland,Water,Wetland,NULL,Wetland
1676,Water,Water,Wetland,Water,Wetland,NULL,Bareland
1677,Water,Water,Wetland,Water,Wetland,NULL,Water
1678,Water,Water,Wetland,Water,Wetland,NULL,Forest
1679,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1680,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest
1681,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1682,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest
1683,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland
1684,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland
1685,Water,Water,Bareland,Water,Non_Wetland,NULL,Water
1686,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up
1687,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest
1688,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1689,Water,Water,Built-up,Water,Non_Wetland,NULL,Grassland
1690,Water,Water,Water,NULL,Water,NULL,Grassland
1691,Water,Water,Water,NULL,Water,NULL,Wetland
1692,Water,Water,Water,NULL,Water,NULL,Bareland
1693,Water,Water,Water,NULL,Water,NULL,Water
1694,Water,Water,Water,NULL,Water,NULL,Forest
1695,Water,Water,Water,Non_Water,Water,NULL,NULL
1696,Water,Water,Water,Non_Water,Water,NULL,Grassland
1697,Water,Water,Water,Non_Water,Water,NULL,Wetland
1698,Water,Water,Water,Non_Water,Water,NULL,Bareland
1699,Water,Water,Water,Non_Water,Water,NULL,Water
1700,Water,Water,Water,Non_Water,Water,NULL,Forest
1701,Water,Water,Water,Water,Water,NULL,Grassland
1702,Water,Water,Water,Water,Water,NULL,Cropland
1703,Water,Water,Water,Water,Water,NULL,Wetland
1704,Water,Water,Water,Water,Water,NULL,Bareland
1705,Water,Water,Water,Water,Water,NULL,Water
1706,Water,Water,Water,Water,Water,NULL,Forest
1707,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL
1708,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1709,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1710,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1711,Water,Water,Forest,NULL,Non_Wetland,NULL,Water
1712,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest
1713,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1714,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
1715,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
1716,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1717,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1718,Water,Water,Forest,Water,Non_Wetland,NULL,NULL
1719,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland
1720,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland
1721,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland
1722,Water,Water,Forest,Water,Non_Wetland,NULL,Water
1723,Water,Water,Forest,Water,Non_Wetland,NULL,Forest
1724,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
1725,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1726,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1727,Water,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1728,Water,Forest,Wetland,NULL,Wetland,NULL,NULL
1729,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland
1730,Water,Forest,Wetland,NULL,Wetland,NULL,Bareland
1731,Water,Forest,Wetland,NULL,Wetland,NULL,Water
1732,Water,Forest,Wetland,NULL,Wetland,NULL,Forest
1733,Water,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1734,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
1735,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water
1736,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1737,Water,Forest,Wetland,Water,Wetland,NULL,Grassland
1738,Water,Forest,Wetland,Water,Wetland,NULL,Wetland
1739,Water,Forest,Wetland,Water,Wetland,NULL,Water
1740,Water,Forest,Wetland,Water,Wetland,NULL,Forest
1741,Water,Forest,Water,NULL,Water,NULL,Water
1742,Water,Forest,Water,NULL,Water,NULL,Forest
1743,Water,Forest,Water,Non_Water,Water,NULL,Forest
1744,Water,Forest,Water,Water,Water,NULL,Grassland
1745,Water,Forest,Water,Water,Water,NULL,Wetland
1746,Water,Forest,Water,Water,Water,NULL,Water
1747,Water,Forest,Water,Water,Water,NULL,Forest
1748,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1749,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1750,Water,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1751,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest
1752,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1753,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1754,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1755,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,Grassland
1756,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,Forest
1757,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Grassland
1758,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1759,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Water
1760,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1761,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1762,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest
1763,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,Water
1764,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,Forest
1765,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1766,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL
1767,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1768,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1769,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1770,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1771,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1772,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1773,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
1774,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1775,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1776,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
1777,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1778,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1779,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL
1780,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1781,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Cropland
1782,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1783,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1784,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1785,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1786,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1787,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
1788,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1789,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1790,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
1791,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1792,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1793,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
1794,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1795,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1796,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1797,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1798,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL
1799,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1800,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1801,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Water
1802,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1803,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
1804,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1805,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1806,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL
1807,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1808,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1809,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1810,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1811,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL
1812,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland
1813,Forest,NULL,Wetland,NULL,Wetland,NULL,Cropland
1814,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland
1815,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland
1816,Forest,NULL,Wetland,NULL,Wetland,NULL,Water
1817,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest
1818,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL
1819,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1820,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
1821,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1822,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1823,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water
1824,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1825,Forest,NULL,Wetland,Water,Wetland,NULL,NULL
1826,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland
1827,Forest,NULL,Wetland,Water,Wetland,NULL,Cropland
1828,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland
1829,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland
1830,Forest,NULL,Wetland,Water,Wetland,NULL,Water
1831,Forest,NULL,Wetland,Water,Wetland,NULL,Forest
1832,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL
1833,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1834,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1835,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1836,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1837,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
1838,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1839,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
1840,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1841,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1842,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
1843,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1844,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest
1845,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Wetland
1846,Forest,NULL,Water,NULL,Water,NULL,Grassland
1847,Forest,NULL,Water,NULL,Water,NULL,Bareland
1848,Forest,NULL,Water,NULL,Water,NULL,Water
1849,Forest,NULL,Water,NULL,Water,NULL,Forest
1850,Forest,NULL,Water,Non_Water,Water,NULL,Grassland
1851,Forest,NULL,Water,Non_Water,Water,NULL,Forest
1852,Forest,NULL,Water,Water,Water,NULL,Grassland
1853,Forest,NULL,Water,Water,Water,NULL,Wetland
1854,Forest,NULL,Water,Water,Water,NULL,Water
1855,Forest,NULL,Water,Water,Water,NULL,Forest
1856,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1857,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1858,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
1859,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1860,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1861,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up
1862,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water
1863,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1864,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL
1865,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1866,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1867,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1868,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL
1869,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1870,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water
1871,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest
1872,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1873,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
1874,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1875,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL
1876,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1877,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
1878,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1879,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1880,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
1881,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1882,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
1883,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1884,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest
1885,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
1886,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Forest
1887,Forest,Cropland,Wetland,Water,Wetland,NULL,Grassland
1888,Forest,Cropland,Wetland,Water,Wetland,NULL,Water
1889,Forest,Cropland,Wetland,Water,Wetland,NULL,Forest
1890,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
1891,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
1892,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest
1893,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1894,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1895,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest
1896,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1897,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Built-up
1898,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1899,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL
1900,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1901,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1902,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1903,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1904,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1905,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
1906,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1907,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1908,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1909,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL
1910,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1911,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1912,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
1913,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1914,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL
1915,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1916,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1917,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1918,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1919,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL
1920,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1921,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1922,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1923,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1924,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
1925,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL
1926,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland
