Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWB_M_R
6736,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
6737,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
6738,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
6739,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
6740,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest,NULL,NULL
6741,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6742,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6743,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6744,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
6745,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
6746,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
6747,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6748,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6749,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6750,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6751,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6752,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
6753,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6754,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6755,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6756,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
6757,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
6758,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6759,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6760,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6761,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6762,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
6763,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
6764,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
6765,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
6766,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
6767,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
6768,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
6769,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,NULL
6770,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Water,NULL
6771,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6772,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
6773,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
6774,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
6775,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
6776,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
6777,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,NULL
6778,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
6779,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
6780,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,NULL
6781,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6782,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6783,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
6784,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
6785,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Forest,NULL
6786,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
6787,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Bareland,NULL
6788,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
6789,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
6790,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
6791,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Bareland,NULL
6792,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Built-up,NULL
6793,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
6794,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,NULL
6795,Forest,Built-up,Cropland,Water,Non_Wetland,Shrubland,Water,NULL
6796,Forest,Built-up,Cropland,Water,Non_Wetland,Grassland,Bareland,NULL
6797,Forest,Built-up,Cropland,Water,Non_Wetland,Water,Bareland,NULL
6798,Forest,Built-up,Cropland,Water,Non_Wetland,Forest,Shrubland,NULL
6799,Forest,Built-up,Cropland,Water,Non_Wetland,Forest,Built-up,NULL
6800,Forest,Built-up,Cropland,Water,Non_Wetland,Forest,Water,NULL
6801,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
6802,Forest,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,NULL
6803,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,NULL
6804,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,NULL
6805,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,NULL
6806,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,NULL
6807,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
6808,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Bareland,NULL
6809,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,NULL
6810,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Water,NULL
6811,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,NULL
6812,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,NULL
6813,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
6814,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
6815,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,NULL
6816,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,NULL
6817,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
6818,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,NULL
6819,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
6820,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6821,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
6822,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
6823,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,NULL
6824,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
6825,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,NULL
6826,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,NULL
6827,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,NULL
6828,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,NULL
6829,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Shrubland,NULL
6830,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,NULL
6831,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,NULL
6832,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,NULL
6833,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Water,NULL
6834,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Forest,NULL
6835,Forest,Built-up,Wetland,NULL,Wetland,Water,Water,NULL
6836,Forest,Built-up,Wetland,NULL,Wetland,Forest,NULL,NULL
6837,Forest,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,NULL
6838,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,NULL
6839,Forest,Built-up,Wetland,NULL,Wetland,Forest,Bareland,NULL
6840,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,NULL
6841,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,NULL
6842,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,NULL
6843,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,NULL
6844,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
6845,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Bareland,NULL
6846,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water,NULL
6847,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
6848,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Bareland,NULL
6849,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Built-up,NULL
6850,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
6851,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,NULL
6852,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
6853,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,NULL
6854,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,NULL
6855,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,NULL
6856,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,NULL
6857,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
6858,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,NULL
6859,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,NULL
6860,Forest,Built-up,Wetland,Non_Water,Wetland,Built-up,Bareland,NULL
6861,Forest,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,NULL
6862,Forest,Built-up,Wetland,Non_Water,Wetland,Built-up,Forest,NULL
6863,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,NULL
6864,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
6865,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
6866,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Bareland,NULL
6867,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Built-up,NULL
6868,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Water,NULL
6869,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Forest,NULL
6870,Forest,Built-up,Wetland,Water,Wetland,Shrubland,Bareland,NULL
6871,Forest,Built-up,Wetland,Water,Wetland,Water,Water,NULL
6872,Forest,Built-up,Wetland,Water,Wetland,Forest,NULL,NULL
6873,Forest,Built-up,Wetland,Water,Wetland,Forest,Bareland,NULL
6874,Forest,Built-up,Wetland,Water,Wetland,Forest,Water,NULL
6875,Forest,Built-up,Wetland,Water,Wetland,Forest,Forest,NULL
6876,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
6877,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
6878,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,NULL
6879,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
6880,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
6881,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6882,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6883,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
6884,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
6885,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,NULL
6886,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,NULL
6887,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
6888,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Forest,NULL
6889,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,NULL,NULL
6890,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Shrubland,NULL
6891,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Bareland,NULL
6892,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Built-up,NULL
6893,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Water,NULL
6894,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
6895,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
6896,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest,NULL,NULL
6897,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest,Bareland,NULL
6898,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest,Built-up,NULL
6899,Forest,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,NULL
6900,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6901,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
6902,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
6903,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
6904,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,NULL
6905,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
6906,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
6907,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6908,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
6909,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
6910,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
6911,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
6912,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
6913,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
6914,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
6915,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
6916,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
6917,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
6918,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
6919,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
6920,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
6921,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
6922,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
6923,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
6924,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
6925,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
6926,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
6927,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
6928,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,NULL
6929,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,NULL
6930,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Built-up,NULL
6931,Forest,Built-up,Built-up,Water,Non_Wetland,Grassland,Bareland,NULL
6932,Forest,Built-up,Water,NULL,Water,Forest,Forest,NULL
6933,Forest,Built-up,Water,Water,Water,Water,Water,NULL
6934,Forest,Built-up,Water,Water,Water,Forest,Shrubland,NULL
6935,Forest,Built-up,Water,Water,Water,Forest,Water,NULL
6936,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6937,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6938,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6939,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
6940,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
6941,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6942,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6943,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6944,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6945,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
6946,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
6947,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6948,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6949,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6950,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6951,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
6952,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
6953,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6954,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6955,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6956,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6957,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
6958,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
6959,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
6960,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
6961,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
6962,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
6963,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
6964,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
6965,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
6966,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6967,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6968,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6969,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
6970,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
6971,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
6972,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,NULL
6973,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6974,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
6975,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6976,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
6977,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
6978,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
6979,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
6980,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,NULL
6981,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
6982,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
6983,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Bareland,NULL
6984,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Built-up,NULL
6985,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
6986,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
6987,Forest,Built-up,Forest,Water,Non_Wetland,Forest,NULL,NULL
6988,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Shrubland,NULL
6989,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Bareland,NULL
6990,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Forest,NULL
6991,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6992,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
6993,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
6994,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6995,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
6996,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6997,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
6998,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
6999,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,NULL
7000,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
7001,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
7002,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
7003,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
7004,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
7005,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Bareland,NULL
7006,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
7007,Forest,Water,NULL,Water,Non_Wetland,Built-up,Built-up,NULL
7008,Forest,Water,NULL,Water,Non_Wetland,Water,Water,NULL
7009,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,NULL
7010,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
7011,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
7012,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
7013,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
7014,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
7015,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
7016,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
7017,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
7018,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
7019,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Built-up,NULL
7020,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
7021,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
7022,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7023,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7024,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
7025,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7026,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
7027,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
7028,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7029,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
7030,Forest,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
7031,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
7032,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
7033,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
7034,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
7035,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
7036,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,NULL
7037,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
7038,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,NULL
7039,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
7040,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
7041,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
7042,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
7043,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Bareland,NULL
7044,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,NULL
7045,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
7046,Forest,Water,Cropland,Water,Non_Wetland,Forest,NULL,NULL
7047,Forest,Water,Cropland,Water,Non_Wetland,Forest,Forest,NULL
7048,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,NULL
7049,Forest,Water,Wetland,NULL,Wetland,NULL,Water,NULL
7050,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,NULL
7051,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
7052,Forest,Water,Wetland,NULL,Wetland,Shrubland,Bareland,NULL
7053,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
7054,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,NULL
7055,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
7056,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,NULL
7057,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
7058,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
7059,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,NULL
7060,Forest,Water,Wetland,NULL,Wetland,Water,NULL,NULL
7061,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,NULL
7062,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
7063,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
7064,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
7065,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,NULL
7066,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,NULL
7067,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,NULL
7068,Forest,Water,Wetland,NULL,Wetland,Forest,Built-up,NULL
7069,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
