Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUE_M_R
21705,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
21706,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
21707,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
21708,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
21709,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
21710,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
21711,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
21712,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
21713,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
21714,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
21715,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
21716,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
21717,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
21718,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
21719,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
21720,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
21721,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
21722,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
21723,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
21724,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
21725,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
21726,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
21727,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
21728,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
21729,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
21730,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
21731,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
21732,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
21733,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
21734,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
21735,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
21736,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
21737,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
21738,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
21739,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
21740,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
21741,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
21742,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
21743,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
21744,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
21745,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
21746,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
21747,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
21748,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
21749,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
21750,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
21751,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
21752,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
21753,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
21754,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
21755,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
21756,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
21757,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
21758,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
21759,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
21760,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
21761,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
21762,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Wetland,Bareland
21763,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
21764,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
21765,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
21766,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
21767,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
21768,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
21769,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Water
21770,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
21771,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
21772,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Water
21773,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
21774,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
21775,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
21776,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
21777,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Water
21778,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
21779,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
21780,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Water
21781,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Water
21782,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
21783,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
21784,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
21785,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
21786,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
21787,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
21788,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
21789,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
21790,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
21791,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
21792,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
21793,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
21794,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
21795,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
21796,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
21797,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
21798,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
21799,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
21800,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
21801,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
21802,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
21803,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
21804,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
21805,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
21806,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
21807,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
21808,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
21809,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
21810,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
21811,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
21812,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
21813,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Water
21814,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
21815,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
21816,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
21817,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
21818,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
21819,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
21820,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
21821,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
21822,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
21823,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
21824,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
21825,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
21826,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
21827,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
21828,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
21829,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
21830,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
21831,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
21832,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
21833,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
21834,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
21835,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
21836,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
21837,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
21838,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
21839,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
21840,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
21841,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
21842,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
21843,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
21844,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
21845,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
21846,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
21847,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
21848,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
21849,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
21850,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
21851,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
21852,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
21853,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
21854,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
21855,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
21856,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
21857,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
21858,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
21859,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
21860,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
21861,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
21862,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
21863,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
21864,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
21865,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
21866,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
21867,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
21868,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
21869,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
21870,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
21871,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,Water
21872,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
21873,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
21874,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
21875,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Water
21876,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
21877,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Grassland
21878,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Water
21879,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
21880,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Cropland
21881,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Forest
21882,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
21883,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
21884,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
21885,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
21886,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
21887,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
21888,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
21889,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
21890,Forest,Forest,Cropland,Water,Non_Wetland,Water,NULL,Water
21891,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Wetland
21892,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Water
21893,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Grassland
21894,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
21895,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
21896,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
21897,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Forest
21898,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Grassland,Grassland
21899,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Wetland,Wetland
21900,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
21901,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Grassland
21902,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Cropland
21903,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
21904,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
21905,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
21906,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
21907,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
21908,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
21909,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
21910,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
21911,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
21912,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
21913,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
21914,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
21915,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Cropland
21916,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
21917,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Built-up
21918,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
21919,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
21920,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
21921,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Cropland
21922,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
21923,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
21924,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
21925,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
21926,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
21927,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
21928,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
21929,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
21930,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
21931,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
21932,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
21933,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
21934,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
21935,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Water
21936,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
21937,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
21938,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
21939,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
21940,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
21941,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
21942,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
21943,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
21944,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
21945,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
21946,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
21947,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
21948,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Grassland
21949,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Built-up
21950,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
21951,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
21952,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
21953,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
21954,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
21955,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Water
21956,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
21957,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
21958,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
21959,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
21960,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
21961,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
21962,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
21963,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
21964,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Wetland
21965,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
21966,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
21967,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
21968,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
21969,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
21970,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
21971,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Built-up
21972,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
21973,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
21974,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
21975,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
21976,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
21977,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
21978,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Built-up
21979,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
21980,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
21981,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
21982,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
21983,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
21984,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
21985,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
21986,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
21987,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
21988,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
21989,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
21990,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
21991,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
21992,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
21993,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
21994,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
21995,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
21996,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
21997,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
21998,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
21999,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
22000,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
22001,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
22002,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
22003,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
22004,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Forest,Forest
22005,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
22006,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
22007,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
22008,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
22009,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
22010,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
22011,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
22012,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
22013,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
22014,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
22015,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
22016,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
22017,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
22018,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
22019,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
22020,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
22021,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
22022,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,NULL
22023,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
22024,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
22025,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
22026,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
22027,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
22028,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
22029,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
22030,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
22031,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
22032,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
22033,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
22034,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
22035,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
22036,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
22037,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
22038,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Grassland
22039,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
22040,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
22041,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
22042,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
22043,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
22044,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
22045,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
