Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MME_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MME_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MME_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MME_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MME_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MME_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MME_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MME_M_R
1064,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1065,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1066,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1067,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1068,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1069,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1070,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1071,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
1072,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1073,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1074,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1075,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1076,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1077,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1078,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1079,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Wetland,NULL
1080,Permanent_ice_and_snow,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1081,Permanent_ice_and_snow,NULL,Water,NULL,Water,Wetland,Water,NULL
1082,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water,Wetland,NULL
1083,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water,Water,NULL
1084,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1085,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1086,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1087,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1088,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1089,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1090,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1091,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
1092,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1093,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
1094,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
1095,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
1096,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1097,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1098,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1099,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
1100,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Grassland,Water,NULL
1101,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
1102,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Wetland,Water,NULL
1103,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Water,Wetland,NULL
1104,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Water,Water,NULL
1105,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1106,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1107,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1108,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1109,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1110,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1111,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1112,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1113,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1114,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1115,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1116,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1117,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1118,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1119,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Grassland,Water,NULL
1120,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1121,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
1122,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
1123,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
1124,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1125,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1126,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Water,Water,NULL
1127,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1128,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
1129,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1130,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Grassland,Wetland,NULL
1131,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Grassland,Water,NULL
1132,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Wetland,Wetland,NULL
1133,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Wetland,Water,NULL
1134,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Water,Wetland,NULL
1135,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Water,Water,NULL
1136,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1137,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1138,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Water,Water,NULL
1139,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1140,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1141,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Wetland,Wetland,NULL
1142,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Water,Wetland,NULL
1143,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1144,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1145,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
1146,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1147,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1148,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1149,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1150,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1151,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1152,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
1153,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1154,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
1155,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1156,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
1157,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
1158,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,NULL
1159,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1160,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
1161,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1162,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1163,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1164,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
1165,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
1166,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1167,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1168,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
1169,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,Water,NULL
1170,Permanent_ice_and_snow,Water,Water,NULL,Water,Grassland,Wetland,NULL
1171,Permanent_ice_and_snow,Water,Water,NULL,Water,Grassland,Water,NULL
1172,Permanent_ice_and_snow,Water,Water,NULL,Water,Wetland,Wetland,NULL
1173,Permanent_ice_and_snow,Water,Water,NULL,Water,Wetland,Water,NULL
1174,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Wetland,NULL
1175,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Water,NULL
1176,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1177,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1178,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1179,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
1180,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1181,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1182,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
1183,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1184,Permanent_ice_and_snow,Forest,Water,NULL,Water,Wetland,Wetland,NULL
1185,Permanent_ice_and_snow,Forest,Water,NULL,Water,Wetland,Water,NULL
1186,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1187,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1188,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
1189,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1190,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1191,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1192,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1193,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1194,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1195,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1196,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1197,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1198,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1199,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1200,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1201,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
1202,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1203,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
1204,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1205,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
1206,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1207,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1208,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,NULL
1209,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1210,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1211,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1212,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1213,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1214,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1215,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1216,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1217,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1218,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1219,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1220,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1221,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1222,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1223,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
1224,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1225,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
1226,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1227,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1228,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1229,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1230,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1231,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1232,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1233,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1234,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1235,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
1236,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1237,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1238,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1239,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
1240,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1241,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1242,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1243,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
1244,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
1245,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1246,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1247,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1248,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1249,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1250,Forest,NULL,Wetland,NULL,Wetland,Built-up,Wetland,NULL
1251,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
1252,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1253,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1254,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
1255,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
1256,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
1257,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
1258,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1259,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
1260,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,NULL
1261,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1262,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1263,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1264,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
1265,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1266,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1267,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1268,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1269,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up,Wetland,NULL
1270,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1271,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
1272,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1273,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
1274,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1275,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1276,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1277,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1278,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,NULL
1279,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1280,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1281,Forest,NULL,Water,NULL,Water,NULL,Wetland,NULL
1282,Forest,NULL,Water,NULL,Water,NULL,Water,NULL
1283,Forest,NULL,Water,NULL,Water,Grassland,Wetland,NULL
1284,Forest,NULL,Water,NULL,Water,Grassland,Water,NULL
1285,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1286,Forest,NULL,Water,NULL,Water,Wetland,Water,NULL
1287,Forest,NULL,Water,NULL,Water,Wetland,Forest,NULL
1288,Forest,NULL,Water,NULL,Water,Water,Wetland,NULL
1289,Forest,NULL,Water,NULL,Water,Water,Water,NULL
1290,Forest,NULL,Water,NULL,Water,Water,Forest,NULL
1291,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1292,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1293,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
1294,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1295,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1296,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1297,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1298,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1299,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1300,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1301,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1302,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1303,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1304,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1305,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1306,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
1307,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
1308,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1309,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
1310,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1311,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1312,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1313,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1314,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1315,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,NULL
1316,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1317,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1318,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1319,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1320,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1321,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1322,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1323,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1324,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1325,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1326,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
1327,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,NULL
1328,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1329,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,NULL
1330,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1331,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1332,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
1333,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1334,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1335,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1336,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1337,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1338,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1339,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1340,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1341,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1342,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
1343,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1344,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,NULL
1345,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1346,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1347,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1348,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1349,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1350,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
1351,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1352,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Water,NULL
1353,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,NULL
1354,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1355,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
1356,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,NULL
1357,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1358,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
1359,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,NULL
1360,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1361,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1362,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
1363,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
1364,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
1365,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
1366,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,NULL
1367,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
1368,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
1369,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
1370,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,NULL
1371,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1372,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,NULL
1373,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
1374,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1375,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
1376,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1377,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1378,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1379,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1380,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1381,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
1382,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
