Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGC_M_R
8345,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
8346,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
8347,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
8348,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
8349,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
8350,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
8351,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
8352,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
8353,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
8354,Forest,Water,Wetland,Non_Water,NULL,Wetland,Water,Wetland
8355,Forest,Water,Wetland,Non_Water,NULL,Wetland,Water,Water
8356,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
8357,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
8358,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
8359,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
8360,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8361,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8362,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
8363,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
8364,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
8365,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
8366,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
8367,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8368,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8369,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
8370,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8371,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8372,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8373,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8374,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8375,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8376,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
8377,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8378,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8379,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
8380,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
8381,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
8382,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
8383,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
8384,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
8385,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
8386,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8387,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
8388,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
8389,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
8390,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
8391,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
8392,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
8393,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
8394,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
8395,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
8396,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
8397,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
8398,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
8399,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8400,Forest,Water,Wetland,Water,NULL,Wetland,Water,Water
8401,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
8402,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
8403,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
8404,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
8405,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
8406,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
8407,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
8408,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
8409,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
8410,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
8411,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
8412,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
8413,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
8414,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
8415,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Grassland
8416,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
8417,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8418,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8419,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
8420,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
8421,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
8422,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
8423,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
8424,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
8425,Forest,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
8426,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
8427,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Built-up
8428,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
8429,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
8430,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
8431,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
8432,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
8433,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
8434,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
8435,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
8436,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
8437,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
8438,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
8439,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
8440,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
8441,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
8442,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
8443,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
8444,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
8445,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
8446,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
8447,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
8448,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
8449,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
8450,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
8451,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Wetland
8452,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
8453,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
8454,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
8455,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
8456,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
8457,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
8458,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
8459,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
8460,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
8461,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8462,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
8463,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
8464,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
8465,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
8466,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8467,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Wetland
8468,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
8469,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
8470,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
8471,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
8472,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
8473,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
8474,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
8475,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
8476,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
8477,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
8478,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
8479,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
8480,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
8481,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
8482,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
8483,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
8484,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
8485,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
8486,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
8487,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8488,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8489,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
8490,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8491,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
8492,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
8493,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
8494,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
8495,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
8496,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
8497,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
8498,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
8499,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
8500,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
8501,Forest,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
8502,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
8503,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
8504,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
8505,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
8506,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
8507,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
8508,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8509,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
8510,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
8511,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8512,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
8513,Forest,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
8514,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
8515,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
8516,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
8517,Forest,Water,Water,NULL,NULL,NULL,Wetland,Forest
8518,Forest,Water,Water,NULL,NULL,NULL,Water,Forest
8519,Forest,Water,Water,NULL,NULL,Grassland,Water,Forest
8520,Forest,Water,Water,NULL,NULL,Wetland,Water,Forest
8521,Forest,Water,Water,NULL,NULL,Bareland,Water,Forest
8522,Forest,Water,Water,NULL,NULL,Water,Wetland,Forest
8523,Forest,Water,Water,NULL,NULL,Water,Water,Wetland
8524,Forest,Water,Water,NULL,NULL,Water,Water,Forest
8525,Forest,Water,Water,NULL,NULL,Forest,Wetland,Forest
8526,Forest,Water,Water,NULL,NULL,Forest,Water,Water
8527,Forest,Water,Water,NULL,NULL,Forest,Water,Forest
8528,Forest,Water,Water,NULL,Water,NULL,Wetland,Grassland
8529,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
8530,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
8531,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
8532,Forest,Water,Water,NULL,Water,NULL,Water,Water
8533,Forest,Water,Water,NULL,Water,NULL,Water,Forest
8534,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
8535,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
8536,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
8537,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
8538,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
8539,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
8540,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
8541,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
8542,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
8543,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
8544,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
8545,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
8546,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
8547,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
8548,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
8549,Forest,Water,Water,NULL,Water,Water,NULL,Forest
8550,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
8551,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
8552,Forest,Water,Water,NULL,Water,Water,Wetland,Water
8553,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
8554,Forest,Water,Water,NULL,Water,Water,Water,Water
8555,Forest,Water,Water,NULL,Water,Water,Water,Forest
8556,Forest,Water,Water,NULL,Water,Water,Forest,Water
8557,Forest,Water,Water,NULL,Water,Water,Forest,Forest
8558,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
8559,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
8560,Forest,Water,Water,NULL,Water,Forest,Water,Water
8561,Forest,Water,Water,NULL,Water,Forest,Water,Forest
8562,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
8563,Forest,Water,Water,Non_Water,NULL,NULL,Wetland,Water
8564,Forest,Water,Water,Non_Water,NULL,NULL,Wetland,Forest
8565,Forest,Water,Water,Non_Water,NULL,NULL,Water,Wetland
8566,Forest,Water,Water,Non_Water,NULL,Water,Water,Wetland
8567,Forest,Water,Water,Non_Water,NULL,Forest,Wetland,Water
8568,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
8569,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
8570,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
8571,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
8572,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
8573,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
8574,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
8575,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
8576,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
8577,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
8578,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
8579,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
8580,Forest,Water,Water,Non_Water,Water,Water,Water,Water
8581,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
8582,Forest,Water,Water,Non_Water,Water,Water,Forest,Grassland
8583,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
8584,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
8585,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
8586,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
8587,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
8588,Forest,Water,Water,Water,NULL,NULL,Wetland,Forest
8589,Forest,Water,Water,Water,NULL,NULL,Water,Forest
8590,Forest,Water,Water,Water,NULL,Wetland,Wetland,Water
8591,Forest,Water,Water,Water,NULL,Wetland,Water,Water
8592,Forest,Water,Water,Water,NULL,Bareland,Water,Forest
8593,Forest,Water,Water,Water,NULL,Water,Wetland,Forest
8594,Forest,Water,Water,Water,NULL,Water,Water,Wetland
8595,Forest,Water,Water,Water,NULL,Water,Water,Water
8596,Forest,Water,Water,Water,NULL,Water,Water,Forest
8597,Forest,Water,Water,Water,NULL,Forest,Wetland,Water
8598,Forest,Water,Water,Water,NULL,Forest,Wetland,Forest
8599,Forest,Water,Water,Water,NULL,Forest,Water,Water
8600,Forest,Water,Water,Water,NULL,Forest,Water,Forest
8601,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
8602,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
8603,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
8604,Forest,Water,Water,Water,Water,NULL,Wetland,Water
8605,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
8606,Forest,Water,Water,Water,Water,NULL,Water,Grassland
8607,Forest,Water,Water,Water,Water,NULL,Water,Wetland
8608,Forest,Water,Water,Water,Water,NULL,Water,Water
8609,Forest,Water,Water,Water,Water,NULL,Water,Forest
8610,Forest,Water,Water,Water,Water,NULL,Forest,Water
8611,Forest,Water,Water,Water,Water,NULL,Forest,Forest
8612,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
8613,Forest,Water,Water,Water,Water,Grassland,Wetland,Wetland
8614,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
8615,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
8616,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
8617,Forest,Water,Water,Water,Water,Grassland,Water,Water
8618,Forest,Water,Water,Water,Water,Grassland,Water,Forest
8619,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
8620,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
8621,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
8622,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
8623,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
8624,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
8625,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
8626,Forest,Water,Water,Water,Water,Wetland,Water,Water
8627,Forest,Water,Water,Water,Water,Wetland,Water,Forest
8628,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
8629,Forest,Water,Water,Water,Water,Bareland,Water,Wetland
8630,Forest,Water,Water,Water,Water,Bareland,Water,Water
8631,Forest,Water,Water,Water,Water,Bareland,Water,Forest
8632,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
8633,Forest,Water,Water,Water,Water,Water,NULL,Forest
8634,Forest,Water,Water,Water,Water,Water,Grassland,Grassland
8635,Forest,Water,Water,Water,Water,Water,Grassland,Forest
8636,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
8637,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
8638,Forest,Water,Water,Water,Water,Water,Wetland,Water
8639,Forest,Water,Water,Water,Water,Water,Wetland,Forest
8640,Forest,Water,Water,Water,Water,Water,Water,Grassland
8641,Forest,Water,Water,Water,Water,Water,Water,Wetland
8642,Forest,Water,Water,Water,Water,Water,Water,Water
8643,Forest,Water,Water,Water,Water,Water,Water,Forest
8644,Forest,Water,Water,Water,Water,Water,Forest,Water
8645,Forest,Water,Water,Water,Water,Water,Forest,Forest
8646,Forest,Water,Water,Water,Water,Forest,NULL,Forest
8647,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
8648,Forest,Water,Water,Water,Water,Forest,Wetland,Water
8649,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
8650,Forest,Water,Water,Water,Water,Forest,Water,Water
8651,Forest,Water,Water,Water,Water,Forest,Water,Forest
8652,Forest,Water,Water,Water,Water,Forest,Forest,Water
8653,Forest,Water,Water,Water,Water,Forest,Forest,Forest
8654,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8655,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8656,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
8657,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8658,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8659,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8660,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
8661,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8662,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8663,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
8664,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
8665,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
8666,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
8667,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8668,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8669,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8670,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8671,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
8672,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
8673,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8674,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8675,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
8676,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8677,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8678,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8679,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8680,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8681,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8682,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
8683,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
8684,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8685,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8686,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8687,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
8688,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8689,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8690,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
8691,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8692,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
8693,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8694,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8695,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
8696,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8697,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8698,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8699,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8700,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
8701,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
8702,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
8703,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8704,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8705,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8706,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
8707,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8708,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8709,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
8710,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
8711,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
8712,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8713,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
8714,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
8715,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8716,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
8717,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
8718,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
8719,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8720,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
8721,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
8722,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
8723,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
8724,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
