Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLS_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Cropland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Cropland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
454,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
455,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
456,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
457,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
458,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
459,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
460,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
461,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
462,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
463,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
464,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
465,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
466,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
467,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
468,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
469,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
470,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
471,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
472,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
474,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
475,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
476,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
477,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
478,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
479,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
480,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
481,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
482,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
483,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
484,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
485,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
486,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
487,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
489,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
490,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
491,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
492,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
493,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
495,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
534,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
535,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
538,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
540,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
542,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
544,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
583,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
594,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
598,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
601,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
609,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
613,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
614,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
616,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
617,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
627,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
628,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
636,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
641,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
642,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
643,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
647,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
648,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
653,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
654,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
