Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Built-up
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,NULL
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Built-up
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
595,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
596,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
597,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
598,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
599,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
600,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
601,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
602,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
603,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
604,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
605,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
606,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
607,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
608,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,NULL
609,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
610,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
611,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
612,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
613,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
614,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
615,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
616,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
617,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
618,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
619,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
620,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
621,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
622,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
623,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
624,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
625,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
626,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
627,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
628,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
629,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
630,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
631,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
632,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,NULL
633,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
634,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
635,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
636,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
637,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
639,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
640,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
641,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Built-up
642,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
643,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
644,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
645,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
646,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
647,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
648,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
649,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
650,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
651,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
652,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
653,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
