Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUQ_M_R
1083,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1084,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1085,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1086,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1087,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1088,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1089,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1090,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1091,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1092,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1093,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1094,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1095,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1096,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1097,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
1098,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1099,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1100,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1101,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1102,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1103,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1104,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
1105,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1106,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1107,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1108,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1109,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
1110,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
1111,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1112,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1113,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1114,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1115,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1116,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
1117,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1118,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1119,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1120,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1121,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1122,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1123,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
1124,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1125,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1126,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1127,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1128,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1129,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1130,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1131,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1132,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1133,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1134,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1135,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1136,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1137,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1138,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1139,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1140,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1141,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
1142,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1143,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1144,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1145,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1146,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1147,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1148,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1149,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1150,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1151,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1152,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1153,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1154,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1155,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1156,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1157,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1158,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1159,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1160,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1161,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1162,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1163,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
1164,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1165,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1166,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1167,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1168,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1169,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1170,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1171,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1172,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1173,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1174,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1175,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1176,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1177,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
1178,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1179,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1180,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1181,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1182,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1183,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1184,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1185,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1186,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1187,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1188,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1189,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1190,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
1191,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
1192,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1193,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1194,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1195,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1196,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1197,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1198,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1199,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
1200,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1201,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1202,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1203,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1204,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1205,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1206,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1207,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1208,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1209,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1210,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1211,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
1212,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1213,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1214,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
1215,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1216,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1217,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1218,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
1219,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1220,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1221,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1222,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1223,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1224,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
1225,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
1226,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1227,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1228,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1229,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1230,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1231,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1232,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1233,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1234,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
1235,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1236,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1237,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1238,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1239,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1240,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1241,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
1242,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1243,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1244,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1245,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1246,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1247,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1248,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1249,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1250,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1251,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1252,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1253,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1254,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1255,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1256,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1257,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
1258,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
1259,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1260,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1261,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
1262,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
1263,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1264,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1265,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1266,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1267,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1268,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1269,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1270,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1271,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1272,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1273,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Water
1274,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
1275,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1276,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1277,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1278,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1279,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1280,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1281,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1282,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1283,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1284,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1285,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
1286,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1287,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1288,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
1289,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1290,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1291,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
1292,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
1293,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1294,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
1295,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1296,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1297,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1298,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1299,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Water
1300,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Forest
1301,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1302,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
1303,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1304,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1305,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1306,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1307,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1308,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1309,Forest,Water,Wetland,Water,Wetland,Forest,Bareland,Forest
1310,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1311,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1312,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1313,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1314,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1315,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1316,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1317,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1318,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1319,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1320,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1321,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1322,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1323,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1324,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1325,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1326,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1327,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1328,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1329,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1330,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1331,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1332,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
1333,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1334,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1335,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1336,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1337,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1338,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1339,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1340,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
1341,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1342,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1343,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1344,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1345,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1346,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1347,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1348,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1349,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1350,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1351,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1352,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1353,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1354,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1355,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
1356,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1357,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1358,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1359,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1360,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1361,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1362,Forest,Water,Water,NULL,Water,NULL,Water,Water
1363,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1364,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1365,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1366,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1367,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1368,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
1369,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1370,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1371,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
1372,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
1373,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
1374,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
1375,Forest,Water,Water,NULL,Water,Bareland,Water,Water
1376,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
1377,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
1378,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1379,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1380,Forest,Water,Water,NULL,Water,Water,Bareland,Water
1381,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
1382,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1383,Forest,Water,Water,NULL,Water,Water,Water,Wetland
1384,Forest,Water,Water,NULL,Water,Water,Water,Water
1385,Forest,Water,Water,NULL,Water,Water,Water,Forest
1386,Forest,Water,Water,NULL,Water,Water,Forest,Water
1387,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1388,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1389,Forest,Water,Water,NULL,Water,Forest,Water,Water
1390,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1391,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1392,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1393,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1394,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1395,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1396,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1397,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
1398,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1399,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1400,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
1401,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
1402,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
1403,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
1404,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Forest
1405,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1406,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1407,Forest,Water,Water,Non_Water,Water,Water,Bareland,Forest
1408,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1409,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1410,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1411,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1412,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1413,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1414,Forest,Water,Water,Water,Water,NULL,Bareland,Forest
1415,Forest,Water,Water,Water,Water,NULL,Water,Wetland
1416,Forest,Water,Water,Water,Water,NULL,Water,Water
1417,Forest,Water,Water,Water,Water,NULL,Water,Forest
1418,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1419,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
1420,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
1421,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1422,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1423,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
1424,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
1425,Forest,Water,Water,Water,Water,Wetland,Water,Water
1426,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1427,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
1428,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
1429,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
1430,Forest,Water,Water,Water,Water,Bareland,Bareland,Forest
1431,Forest,Water,Water,Water,Water,Bareland,Water,Water
1432,Forest,Water,Water,Water,Water,Bareland,Water,Forest
1433,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
1434,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1435,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
1436,Forest,Water,Water,Water,Water,Water,Wetland,Water
1437,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1438,Forest,Water,Water,Water,Water,Water,Bareland,Water
1439,Forest,Water,Water,Water,Water,Water,Bareland,Forest
1440,Forest,Water,Water,Water,Water,Water,Water,Grassland
1441,Forest,Water,Water,Water,Water,Water,Water,Wetland
1442,Forest,Water,Water,Water,Water,Water,Water,Water
1443,Forest,Water,Water,Water,Water,Water,Water,Forest
1444,Forest,Water,Water,Water,Water,Water,Forest,Water
1445,Forest,Water,Water,Water,Water,Water,Forest,Forest
1446,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1447,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1448,Forest,Water,Water,Water,Water,Forest,Bareland,Forest
1449,Forest,Water,Water,Water,Water,Forest,Water,Water
1450,Forest,Water,Water,Water,Water,Forest,Water,Forest
1451,Forest,Water,Water,Water,Water,Forest,Forest,Water
1452,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1453,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1454,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1455,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1456,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1457,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1458,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
