Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKV_M_R
11685,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
11686,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
11687,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
11688,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
11689,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
11690,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
11691,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
11692,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
11693,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
11694,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
11695,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
11696,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
11697,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
11698,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
11699,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
11700,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
11701,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
11702,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
11703,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
11704,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
11705,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
11706,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
11707,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Wetland
11708,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Water
11709,Forest,Water,Wetland,NULL,Wetland,Forest,Built-up,Wetland
11710,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
11711,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
11712,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Bareland
11713,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
11714,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
11715,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
11716,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
11717,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
11718,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
11719,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
11720,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
11721,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
11722,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
11723,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11724,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
11725,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
11726,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
11727,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
11728,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11729,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11730,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
11731,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
11732,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
11733,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
11734,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
11735,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
11736,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Wetland
11737,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
11738,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
11739,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Wetland
11740,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
11741,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Wetland
11742,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Wetland
11743,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
11744,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11745,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
11746,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
11747,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
11748,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
11749,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
11750,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11751,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11752,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
11753,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11754,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
11755,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
11756,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Built-up,Water
11757,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Wetland
11758,Forest,Water,Water,NULL,NULL,NULL,Wetland,Wetland
11759,Forest,Water,Water,NULL,NULL,NULL,Water,Wetland
11760,Forest,Water,Water,NULL,NULL,NULL,Water,Water
11761,Forest,Water,Water,NULL,NULL,Wetland,Wetland,Wetland
11762,Forest,Water,Water,NULL,NULL,Wetland,Water,Wetland
11763,Forest,Water,Water,NULL,NULL,Wetland,Water,Water
11764,Forest,Water,Water,NULL,NULL,Wetland,Forest,Wetland
11765,Forest,Water,Water,NULL,NULL,Water,Wetland,Wetland
11766,Forest,Water,Water,NULL,NULL,Water,Water,Wetland
11767,Forest,Water,Water,NULL,NULL,Water,Water,Water
11768,Forest,Water,Water,NULL,NULL,Forest,Wetland,Wetland
11769,Forest,Water,Water,NULL,NULL,Forest,Wetland,Water
11770,Forest,Water,Water,NULL,NULL,Forest,Water,Grassland
11771,Forest,Water,Water,NULL,NULL,Forest,Water,Wetland
11772,Forest,Water,Water,NULL,NULL,Forest,Water,Water
11773,Forest,Water,Water,NULL,NULL,Forest,Water,Forest
11774,Forest,Water,Water,NULL,NULL,Forest,Forest,Wetland
11775,Forest,Water,Water,NULL,NULL,Forest,Forest,Water
11776,Forest,Water,Water,NULL,Water,NULL,Grassland,Wetland
11777,Forest,Water,Water,NULL,Water,NULL,Wetland,Wetland
11778,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
11779,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
11780,Forest,Water,Water,NULL,Water,NULL,Water,Wetland
11781,Forest,Water,Water,NULL,Water,NULL,Water,Water
11782,Forest,Water,Water,NULL,Water,NULL,Water,Forest
11783,Forest,Water,Water,NULL,Water,NULL,Forest,Wetland
11784,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
11785,Forest,Water,Water,NULL,Water,Wetland,Grassland,Wetland
11786,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
11787,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
11788,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
11789,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
11790,Forest,Water,Water,NULL,Water,Wetland,Water,Water
11791,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
11792,Forest,Water,Water,NULL,Water,Wetland,Forest,Wetland
11793,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
11794,Forest,Water,Water,NULL,Water,Bareland,Bareland,Bareland
11795,Forest,Water,Water,NULL,Water,Bareland,Water,Bareland
11796,Forest,Water,Water,NULL,Water,Bareland,Water,Water
11797,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
11798,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
11799,Forest,Water,Water,NULL,Water,Water,Wetland,Water
11800,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
11801,Forest,Water,Water,NULL,Water,Water,Water,Wetland
11802,Forest,Water,Water,NULL,Water,Water,Water,Water
11803,Forest,Water,Water,NULL,Water,Water,Water,Forest
11804,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
11805,Forest,Water,Water,NULL,Water,Forest,Wetland,Wetland
11806,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
11807,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
11808,Forest,Water,Water,NULL,Water,Forest,Built-up,Wetland
11809,Forest,Water,Water,NULL,Water,Forest,Water,Wetland
11810,Forest,Water,Water,NULL,Water,Forest,Water,Water
11811,Forest,Water,Water,NULL,Water,Forest,Water,Forest
11812,Forest,Water,Water,NULL,Water,Forest,Forest,Grassland
11813,Forest,Water,Water,NULL,Water,Forest,Forest,Water
11814,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
11815,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11816,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
11817,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
11818,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11819,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
11820,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
11821,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
11822,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
11823,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
11824,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11825,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11826,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11827,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
11828,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
11829,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
11830,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
11831,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
11832,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
11833,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
11834,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11835,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
11836,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
11837,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
11838,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
11839,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11840,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
11841,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
11842,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
11843,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11844,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
11845,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
11846,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
11847,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
11848,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
11849,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
11850,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
11851,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
11852,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
11853,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
11854,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
11855,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11856,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
11857,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11858,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
11859,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
11860,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
11861,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11862,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
11863,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11864,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11865,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11866,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
11867,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11868,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
11869,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
11870,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
11871,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
11872,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11873,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
11874,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Wetland
11875,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11876,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
11877,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11878,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11879,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
11880,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11881,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11882,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11883,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
11884,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
11885,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
11886,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11887,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
11888,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
11889,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
11890,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
11891,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
11892,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
11893,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
11894,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
11895,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
11896,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
11897,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
11898,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
11899,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
11900,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11901,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
11902,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
11903,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11904,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
11905,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
11906,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
11907,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
11908,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
11909,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
11910,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
11911,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
11912,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11913,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
11914,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
11915,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Bareland
11916,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
11917,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
11918,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
11919,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
11920,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
11921,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
11922,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
11923,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
11924,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11925,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
11926,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
11927,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
11928,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
11929,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
11930,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
11931,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
11932,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
11933,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
11934,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
11935,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
11936,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11937,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
11938,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
11939,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
11940,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
11941,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
11942,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Wetland
11943,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
11944,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
11945,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
11946,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
11947,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
11948,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
11949,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
11950,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
11951,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
11952,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
11953,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
11954,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
11955,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
11956,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Wetland
11957,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
11958,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
11959,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
11960,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
11961,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
11962,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
11963,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
11964,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
11965,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
11966,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11967,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11968,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
11969,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
11970,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11971,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
11972,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
11973,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
11974,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Wetland
11975,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
11976,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Wetland
11977,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
11978,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Wetland
11979,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
11980,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11981,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
11982,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11983,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11984,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
11985,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11986,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
11987,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
11988,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
11989,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
11990,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
11991,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11992,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11993,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11994,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11995,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11996,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11997,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11998,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11999,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12000,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12001,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
12002,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
12003,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
12004,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12005,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
12006,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12007,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
12008,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
12009,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
12010,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12011,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
12012,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
12013,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12014,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
12015,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12016,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
12017,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
12018,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
12019,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12020,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12021,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
12022,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
12023,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
12024,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
12025,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
12026,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
12027,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
12028,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
12029,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
12030,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
12031,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
12032,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
12033,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12034,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
