Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWK_M_R
341,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
342,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
343,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
344,NULL,Built-up,Water,NULL,Water,NULL,NULL,Cropland
345,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
346,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
347,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
348,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
349,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Cropland
350,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
351,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
352,NULL,Built-up,Water,Water,Water,NULL,NULL,Cropland
353,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
354,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
355,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
356,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
357,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
358,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
359,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
360,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
361,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
362,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
363,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
364,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
365,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
366,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
367,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
368,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
369,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
370,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
371,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
372,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
373,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
374,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
375,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
376,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
377,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
378,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
379,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
380,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
381,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
382,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
383,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
384,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
385,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
386,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
387,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
388,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
389,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
390,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
391,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
392,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
393,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
394,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
395,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
396,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
397,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
398,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
399,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
400,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
401,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
402,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
403,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
404,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
405,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
406,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
407,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
408,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
409,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
410,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
411,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
412,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
413,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
414,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
415,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
416,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
417,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
418,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
419,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
420,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
421,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
422,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
423,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
424,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
425,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
426,NULL,Water,Water,NULL,Water,NULL,NULL,Wetland
427,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
428,NULL,Water,Water,NULL,Water,NULL,NULL,Built-up
429,NULL,Water,Water,NULL,Water,NULL,NULL,Water
430,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
431,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
432,NULL,Water,Water,Non_Water,Water,NULL,NULL,Bareland
433,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
434,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
435,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
436,NULL,Water,Water,Water,Water,NULL,NULL,Cropland
437,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
438,NULL,Water,Water,Water,Water,NULL,NULL,Water
439,NULL,Water,Water,Water,Water,NULL,NULL,Forest
440,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
441,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
442,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
443,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
444,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
445,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
446,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
447,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
448,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
449,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
450,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
451,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
452,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
453,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
454,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
455,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
456,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
457,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
458,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
459,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
460,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
461,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
462,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
463,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
464,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
465,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
466,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
467,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
468,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
469,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
470,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
471,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
472,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
473,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
474,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
475,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
476,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
477,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
478,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
479,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
480,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
481,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
482,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
483,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
484,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
485,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
486,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
487,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
488,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
489,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
490,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
491,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
492,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
493,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
494,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
495,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
496,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
497,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
498,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
499,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
500,NULL,Forest,Water,NULL,Water,NULL,NULL,Cropland
501,NULL,Forest,Water,NULL,Water,NULL,NULL,Bareland
502,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
503,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
504,NULL,Forest,Water,Water,Water,NULL,NULL,Bareland
505,NULL,Forest,Water,Water,Water,NULL,NULL,Water
506,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
507,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
508,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
509,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
510,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
511,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
512,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
513,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
514,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
515,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
516,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
517,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
518,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
519,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
520,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
521,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
522,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
523,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
524,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
525,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
526,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
527,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
528,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
529,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
530,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
531,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
532,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
533,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
534,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
535,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
536,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
537,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
538,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
539,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
540,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
541,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
542,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
543,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
544,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
545,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
546,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
547,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
548,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
549,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
550,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
551,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
552,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
553,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
554,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
555,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
556,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
557,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
558,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
559,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
560,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
561,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
562,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
563,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
564,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
565,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
566,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
567,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
568,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
569,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
570,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
571,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
572,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
573,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
574,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
575,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
576,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
577,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
578,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
579,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
580,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
581,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
582,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
583,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
584,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
585,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
586,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
587,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
588,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
589,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
590,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
591,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
592,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
593,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
594,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
595,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
596,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
597,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
598,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
599,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
600,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
601,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
602,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
603,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
604,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
605,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
606,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
607,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
608,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
609,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
610,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
611,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
612,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
613,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
614,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
615,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
616,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
617,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
618,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
619,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
620,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
621,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
622,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
623,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
624,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
625,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
626,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
627,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
628,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
629,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
630,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
631,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
632,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
633,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
634,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
635,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
636,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
638,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
639,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
640,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
641,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
642,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
643,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
644,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
645,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
646,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
647,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
648,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
649,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
650,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
651,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
652,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
653,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
654,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
655,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
656,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
657,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
658,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
659,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
660,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
661,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
662,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
663,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
664,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
665,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
666,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
667,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
668,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
669,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
670,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
671,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
672,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
673,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
674,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
675,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
676,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
677,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
678,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
679,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
680,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
681,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
682,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
683,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
684,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
685,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
686,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
687,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
688,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
689,Grassland,Cropland,Water,Water,Water,NULL,NULL,Forest
690,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
691,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
692,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
693,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
694,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
