Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PNS_M_R
1324,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1325,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1326,Water,Forest,Forest,NULL,Non_Wetland,Built-up
1327,Water,Forest,Forest,NULL,Non_Wetland,Water
1328,Water,Forest,Forest,NULL,Non_Wetland,Forest
1329,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1330,Water,Forest,Forest,Non_Water,Non_Wetland,Water
1331,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1332,Water,Forest,Forest,Water,Non_Wetland,Water
1333,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1334,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland
1335,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Wetland
1336,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1337,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1338,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1339,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Wetland
1340,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1341,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland
1342,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland
1343,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Wetland
1344,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
1345,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1346,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland
1347,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1348,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Water
1349,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Wetland
1350,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Water
1351,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Wetland
1352,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Water
1353,Permanent_ice_and_snow,Wetland,Water,Water,Water,Wetland
1354,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water
1355,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL
1356,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1357,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
1358,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland
1359,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland
1360,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
1361,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Forest
1362,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water
1363,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Wetland
1364,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1365,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Wetland
1366,Permanent_ice_and_snow,Water,Water,Water,NULL,Wetland
1367,Permanent_ice_and_snow,Water,Water,Water,NULL,Water
1368,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland
1369,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1370,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
1371,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Wetland
1372,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland
1373,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Wetland
1374,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
1375,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland
1376,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Wetland
1377,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
1378,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Grassland
1379,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland
1380,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Bareland
1381,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Water
1382,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest
1383,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Wetland
1384,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,Wetland
1385,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Bareland
1386,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Wetland
1387,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Bareland
1388,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Forest
1389,Permanent_ice_and_snow,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1390,Permanent_ice_and_snow,Forest,Water,Non_Water,Water,Wetland
1391,Permanent_ice_and_snow,Forest,Water,Water,Water,Wetland
1392,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1393,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland
1394,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
1395,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1396,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1397,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1398,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1399,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1400,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1401,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1402,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1403,Forest,NULL,NULL,Non_Water,Non_Wetland,Water
1404,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1405,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1406,Forest,NULL,NULL,Water,Non_Wetland,Water
1407,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1408,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1409,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1410,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1411,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1412,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1413,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1414,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1415,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1416,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1417,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1418,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1419,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1420,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1421,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1422,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1423,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1424,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1425,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1426,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1427,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1428,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1429,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1430,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1431,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1432,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1433,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1434,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1435,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1436,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1437,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1438,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1439,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1440,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1441,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1442,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1443,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1444,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1445,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1446,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1447,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1448,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1449,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1450,Forest,NULL,Wetland,NULL,Wetland,NULL
1451,Forest,NULL,Wetland,NULL,Wetland,Grassland
1452,Forest,NULL,Wetland,NULL,Wetland,Cropland
1453,Forest,NULL,Wetland,NULL,Wetland,Wetland
1454,Forest,NULL,Wetland,NULL,Wetland,Bareland
1455,Forest,NULL,Wetland,NULL,Wetland,Water
1456,Forest,NULL,Wetland,NULL,Wetland,Forest
1457,Forest,NULL,Wetland,Non_Water,NULL,Forest
1458,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1459,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1460,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1461,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
1462,Forest,NULL,Wetland,Non_Water,Wetland,Water
1463,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1464,Forest,NULL,Wetland,Water,Wetland,Grassland
1465,Forest,NULL,Wetland,Water,Wetland,Wetland
1466,Forest,NULL,Wetland,Water,Wetland,Water
1467,Forest,NULL,Wetland,Water,Wetland,Forest
1468,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1469,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1470,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1471,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1472,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1473,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1474,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1475,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1476,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1477,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1478,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1479,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1480,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1481,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1482,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1483,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1484,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1485,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1486,Forest,NULL,Water,NULL,Water,Wetland
1487,Forest,NULL,Water,NULL,Water,Water
1488,Forest,NULL,Water,NULL,Water,Forest
1489,Forest,NULL,Water,Non_Water,NULL,Forest
1490,Forest,NULL,Water,Non_Water,Water,Wetland
1491,Forest,NULL,Water,Non_Water,Water,Built-up
1492,Forest,NULL,Water,Water,NULL,Grassland
1493,Forest,NULL,Water,Water,NULL,Water
1494,Forest,NULL,Water,Water,NULL,Forest
1495,Forest,NULL,Water,Water,Water,Grassland
1496,Forest,NULL,Water,Water,Water,Wetland
1497,Forest,NULL,Water,Water,Water,Water
1498,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1499,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1500,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1501,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1502,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1503,Forest,NULL,Forest,NULL,Non_Wetland,Water
1504,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1505,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1506,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1507,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1508,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1509,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1510,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1511,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1512,Forest,NULL,Forest,Water,Non_Wetland,Water
1513,Forest,NULL,Forest,Water,Non_Wetland,Forest
1514,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1515,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1516,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1517,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1518,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1519,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1520,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1521,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1522,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1523,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1524,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1525,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1526,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1527,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1528,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1529,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1530,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1531,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1532,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1533,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
1534,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1535,Forest,Wetland,Wetland,NULL,Wetland,NULL
1536,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1537,Forest,Wetland,Wetland,NULL,Wetland,Cropland
1538,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1539,Forest,Wetland,Wetland,NULL,Wetland,Bareland
1540,Forest,Wetland,Wetland,NULL,Wetland,Water
1541,Forest,Wetland,Wetland,NULL,Wetland,Forest
1542,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
1543,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1544,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1545,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland
1546,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1547,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1548,Forest,Wetland,Wetland,Water,Wetland,Grassland
1549,Forest,Wetland,Wetland,Water,Wetland,Wetland
1550,Forest,Wetland,Wetland,Water,Wetland,Water
1551,Forest,Wetland,Wetland,Water,Wetland,Forest
1552,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1553,Forest,Wetland,Water,NULL,Water,Wetland
1554,Forest,Wetland,Water,NULL,Water,Water
1555,Forest,Wetland,Water,NULL,Water,Forest
1556,Forest,Wetland,Water,Non_Water,Water,Grassland
1557,Forest,Wetland,Water,Non_Water,Water,Wetland
1558,Forest,Wetland,Water,Non_Water,Water,Water
1559,Forest,Wetland,Water,Non_Water,Water,Forest
1560,Forest,Wetland,Water,Water,Water,Grassland
1561,Forest,Wetland,Water,Water,Water,Wetland
1562,Forest,Wetland,Water,Water,Water,Bareland
1563,Forest,Wetland,Water,Water,Water,Water
1564,Forest,Wetland,Water,Water,Water,Forest
1565,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1566,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1567,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
1568,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1569,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1570,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1571,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
1572,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1573,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1574,Forest,Wetland,Forest,Water,Non_Wetland,Water
1575,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1576,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1577,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1578,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1579,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1580,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1581,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1582,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1583,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1584,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1585,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1586,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1587,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1588,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1589,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1590,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1591,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1592,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1593,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1594,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1595,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
1596,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1597,Forest,Built-up,Cropland,Water,Non_Wetland,Forest
1598,Forest,Built-up,Wetland,NULL,NULL,Forest
1599,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1600,Forest,Built-up,Wetland,NULL,Wetland,Wetland
1601,Forest,Built-up,Wetland,NULL,Wetland,Forest
1602,Forest,Built-up,Wetland,Non_Water,NULL,Forest
1603,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland
1604,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland
1605,Forest,Built-up,Wetland,Non_Water,Wetland,Built-up
1606,Forest,Built-up,Wetland,Non_Water,Wetland,Water
1607,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1608,Forest,Built-up,Wetland,Water,Wetland,Wetland
1609,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1610,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1611,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1612,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1613,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
1614,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1615,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1616,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1617,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1618,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1619,Forest,Built-up,Water,Non_Water,Water,Forest
1620,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1621,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1622,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1623,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1624,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1625,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1626,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1627,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland
1628,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up
1629,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1630,Forest,Water,NULL,NULL,Non_Wetland,Water
1631,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
1632,Forest,Water,NULL,Non_Water,Non_Wetland,Water
1633,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1634,Forest,Water,NULL,Water,Non_Wetland,Wetland
1635,Forest,Water,NULL,Water,Non_Wetland,Water
1636,Forest,Water,NULL,Water,Non_Wetland,Forest
1637,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1638,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
1639,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1640,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1641,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1642,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1643,Forest,Water,Shrubland,Water,Non_Wetland,Water
1644,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1645,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1646,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland
1647,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1648,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1649,Forest,Water,Grassland,Water,Non_Wetland,Wetland
1650,Forest,Water,Grassland,Water,Non_Wetland,Water
1651,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1652,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1653,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1654,Forest,Water,Wetland,NULL,NULL,Water
1655,Forest,Water,Wetland,NULL,Wetland,Grassland
1656,Forest,Water,Wetland,NULL,Wetland,Wetland
1657,Forest,Water,Wetland,NULL,Wetland,Bareland
1658,Forest,Water,Wetland,NULL,Wetland,Water
1659,Forest,Water,Wetland,NULL,Wetland,Forest
1660,Forest,Water,Wetland,Non_Water,NULL,Wetland
1661,Forest,Water,Wetland,Non_Water,NULL,Water
1662,Forest,Water,Wetland,Non_Water,NULL,Forest
1663,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1664,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1665,Forest,Water,Wetland,Non_Water,Wetland,Bareland
1666,Forest,Water,Wetland,Non_Water,Wetland,Water
1667,Forest,Water,Wetland,Non_Water,Wetland,Forest
1668,Forest,Water,Wetland,Water,NULL,Wetland
1669,Forest,Water,Wetland,Water,NULL,Water
1670,Forest,Water,Wetland,Water,NULL,Forest
1671,Forest,Water,Wetland,Water,Wetland,Grassland
1672,Forest,Water,Wetland,Water,Wetland,Wetland
1673,Forest,Water,Wetland,Water,Wetland,Water
1674,Forest,Water,Wetland,Water,Wetland,Forest
1675,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1676,Forest,Water,Bareland,Water,Non_Wetland,Water
1677,Forest,Water,Built-up,NULL,Non_Wetland,Built-up
1678,Forest,Water,Built-up,Non_Water,Non_Wetland,Water
1679,Forest,Water,Built-up,Water,Non_Wetland,Grassland
1680,Forest,Water,Built-up,Water,Non_Wetland,Bareland
1681,Forest,Water,Built-up,Water,Non_Wetland,Water
1682,Forest,Water,Water,NULL,NULL,Water
1683,Forest,Water,Water,NULL,NULL,Forest
1684,Forest,Water,Water,NULL,Water,Wetland
1685,Forest,Water,Water,NULL,Water,Bareland
1686,Forest,Water,Water,NULL,Water,Water
1687,Forest,Water,Water,NULL,Water,Forest
1688,Forest,Water,Water,Non_Water,NULL,Wetland
1689,Forest,Water,Water,Non_Water,NULL,Water
1690,Forest,Water,Water,Non_Water,NULL,Forest
1691,Forest,Water,Water,Non_Water,Water,Wetland
1692,Forest,Water,Water,Non_Water,Water,Water
1693,Forest,Water,Water,Non_Water,Water,Forest
1694,Forest,Water,Water,Water,NULL,Wetland
1695,Forest,Water,Water,Water,NULL,Water
1696,Forest,Water,Water,Water,NULL,Forest
1697,Forest,Water,Water,Water,Water,Wetland
1698,Forest,Water,Water,Water,Water,Water
1699,Forest,Water,Water,Water,Water,Forest
1700,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1701,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1702,Forest,Water,Forest,NULL,Non_Wetland,Built-up
1703,Forest,Water,Forest,NULL,Non_Wetland,Water
1704,Forest,Water,Forest,NULL,Non_Wetland,Forest
1705,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1706,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1707,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1708,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1709,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1710,Forest,Water,Forest,Water,Non_Wetland,Wetland
1711,Forest,Water,Forest,Water,Non_Wetland,Water
1712,Forest,Water,Forest,Water,Non_Wetland,Forest
1713,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1714,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1715,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1716,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1717,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1718,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
1719,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1720,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1721,Forest,Forest,NULL,Water,Non_Wetland,Water
1722,Forest,Forest,NULL,Water,Non_Wetland,Forest
1723,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1724,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1725,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1726,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1727,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1728,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1729,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1730,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1731,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1732,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1733,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1734,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1735,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1736,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1737,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1738,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1739,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1740,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1741,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1742,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1743,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1744,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1745,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
