Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKF_M_R
2438,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2439,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2440,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2441,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2442,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2443,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2444,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2445,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2446,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2447,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2448,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2449,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2450,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2451,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2452,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2453,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2454,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2455,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2456,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2457,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2458,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
2459,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
2460,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2461,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2462,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2463,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2464,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2465,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2466,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2467,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2468,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2469,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2470,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2471,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2472,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2473,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2474,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2475,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2476,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2477,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2478,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2479,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2480,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2481,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2482,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2483,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2484,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2485,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2486,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2487,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2488,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2489,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2490,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2491,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2492,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2493,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2494,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2495,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2496,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2497,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2498,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2499,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2500,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2501,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2502,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2503,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Bareland
2504,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
2505,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2506,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2507,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2508,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2509,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2510,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2511,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2512,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2513,Permanent_ice_and_snow,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2514,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2515,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2516,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2517,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2518,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2519,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2520,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2521,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2522,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2523,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2524,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2525,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2526,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2527,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2528,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2529,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2530,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2531,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2532,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2533,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2534,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2535,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2536,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2537,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2538,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2539,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2540,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2541,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2542,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2543,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2544,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
2545,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2546,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2547,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2548,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2549,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2550,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2551,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2552,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2553,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2554,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2555,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2556,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2557,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2558,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2559,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2560,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2561,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2562,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2563,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2564,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2565,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2566,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2567,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2568,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2569,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2570,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2571,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2572,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2573,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2574,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2575,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2576,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2577,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2578,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2579,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2580,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2581,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2582,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2583,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2584,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2585,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2586,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2587,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2588,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2589,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2590,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2591,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2592,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2593,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2594,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2595,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2596,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2597,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2598,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2599,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2600,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2601,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2602,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2603,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2604,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2605,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2606,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2607,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2608,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2609,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2610,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2611,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2612,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2613,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2614,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2615,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2616,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2617,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2618,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2619,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2620,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2621,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2622,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2623,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2624,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2625,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2626,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2627,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2628,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2629,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2630,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2631,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2632,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2633,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2634,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2635,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2636,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2637,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2638,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2639,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2640,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2641,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2642,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2643,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2644,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2645,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2646,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2647,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2648,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2649,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2650,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2651,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2652,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2653,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2654,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2655,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2656,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2657,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2658,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2659,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2660,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2661,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2662,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2663,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2664,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2665,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2666,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
2667,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2668,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2669,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2670,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2671,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2672,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2673,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2674,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2675,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2676,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2677,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2678,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2679,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2680,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2681,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2682,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2683,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2684,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2685,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2686,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2687,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2688,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2689,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2690,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2691,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2692,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2693,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2694,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2695,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2696,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2697,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2698,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2699,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2700,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2701,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2702,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2703,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2704,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2705,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2706,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2707,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2708,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
2709,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2710,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2711,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2712,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2713,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2714,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2715,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2716,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2717,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2718,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2719,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2720,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2721,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2722,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2723,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2724,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2725,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2726,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2727,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2728,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2729,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2730,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2731,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2732,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2733,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2734,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2735,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2736,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2737,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2738,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2739,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2740,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2741,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2742,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2743,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2744,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2745,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2746,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2747,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2748,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2749,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2750,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2751,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2752,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2753,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2754,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2755,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
