Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQP_M_R
2543,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
2544,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up
2545,Water,Water,Cropland,Non_Water,Non_Wetland,Water
2546,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
2547,Water,Water,Cropland,Water,Non_Wetland,Grassland
2548,Water,Water,Cropland,Water,Non_Wetland,Cropland
2549,Water,Water,Cropland,Water,Non_Wetland,Bareland
2550,Water,Water,Cropland,Water,Non_Wetland,Built-up
2551,Water,Water,Cropland,Water,Non_Wetland,Water
2552,Water,Water,Cropland,Water,Non_Wetland,Forest
2553,Water,Water,Wetland,NULL,Wetland,Grassland
2554,Water,Water,Wetland,NULL,Wetland,Cropland
2555,Water,Water,Wetland,NULL,Wetland,Bareland
2556,Water,Water,Wetland,NULL,Wetland,Water
2557,Water,Water,Wetland,NULL,Wetland,Forest
2558,Water,Water,Wetland,Non_Water,Wetland,Grassland
2559,Water,Water,Wetland,Non_Water,Wetland,Cropland
2560,Water,Water,Wetland,Non_Water,Wetland,Bareland
2561,Water,Water,Wetland,Non_Water,Wetland,Water
2562,Water,Water,Wetland,Non_Water,Wetland,Forest
2563,Water,Water,Wetland,Water,Wetland,Grassland
2564,Water,Water,Wetland,Water,Wetland,Cropland
2565,Water,Water,Wetland,Water,Wetland,Bareland
2566,Water,Water,Wetland,Water,Wetland,Water
2567,Water,Water,Wetland,Water,Wetland,Forest
2568,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2569,Water,Water,Bareland,NULL,Non_Wetland,Cropland
2570,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2571,Water,Water,Bareland,NULL,Non_Wetland,Built-up
2572,Water,Water,Bareland,NULL,Non_Wetland,Water
2573,Water,Water,Bareland,NULL,Non_Wetland,Forest
2574,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
2575,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2576,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
2577,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2578,Water,Water,Bareland,Non_Water,Non_Wetland,Built-up
2579,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2580,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
2581,Water,Water,Bareland,Water,Non_Wetland,Grassland
2582,Water,Water,Bareland,Water,Non_Wetland,Cropland
2583,Water,Water,Bareland,Water,Non_Wetland,Bareland
2584,Water,Water,Bareland,Water,Non_Wetland,Built-up
2585,Water,Water,Bareland,Water,Non_Wetland,Water
2586,Water,Water,Bareland,Water,Non_Wetland,Forest
2587,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2588,Water,Water,Built-up,NULL,Non_Wetland,Cropland
2589,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2590,Water,Water,Built-up,NULL,Non_Wetland,Built-up
2591,Water,Water,Built-up,NULL,Non_Wetland,Water
2592,Water,Water,Built-up,NULL,Non_Wetland,Forest
2593,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
2594,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
2595,Water,Water,Built-up,Non_Water,Non_Wetland,Water
2596,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
2597,Water,Water,Built-up,Water,Non_Wetland,Grassland
2598,Water,Water,Built-up,Water,Non_Wetland,Bareland
2599,Water,Water,Built-up,Water,Non_Wetland,Water
2600,Water,Water,Water,NULL,Water,Grassland
2601,Water,Water,Water,NULL,Water,Cropland
2602,Water,Water,Water,NULL,Water,Bareland
2603,Water,Water,Water,NULL,Water,Built-up
2604,Water,Water,Water,NULL,Water,Water
2605,Water,Water,Water,NULL,Water,Forest
2606,Water,Water,Water,Non_Water,Water,Grassland
2607,Water,Water,Water,Non_Water,Water,Cropland
2608,Water,Water,Water,Non_Water,Water,Bareland
2609,Water,Water,Water,Non_Water,Water,Built-up
2610,Water,Water,Water,Non_Water,Water,Water
2611,Water,Water,Water,Non_Water,Water,Forest
2612,Water,Water,Water,Water,Water,Grassland
2613,Water,Water,Water,Water,Water,Cropland
2614,Water,Water,Water,Water,Water,Bareland
2615,Water,Water,Water,Water,Water,Built-up
2616,Water,Water,Water,Water,Water,Water
2617,Water,Water,Water,Water,Water,Forest
2618,Water,Water,Forest,NULL,Non_Wetland,NULL
2619,Water,Water,Forest,NULL,Non_Wetland,Grassland
2620,Water,Water,Forest,NULL,Non_Wetland,Cropland
2621,Water,Water,Forest,NULL,Non_Wetland,Bareland
2622,Water,Water,Forest,NULL,Non_Wetland,Built-up
2623,Water,Water,Forest,NULL,Non_Wetland,Water
2624,Water,Water,Forest,NULL,Non_Wetland,Forest
2625,Water,Water,Forest,Non_Water,Non_Wetland,NULL
2626,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2627,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2628,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
2629,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
2630,Water,Water,Forest,Non_Water,Non_Wetland,Water
2631,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2632,Water,Water,Forest,Water,Non_Wetland,Grassland
2633,Water,Water,Forest,Water,Non_Wetland,Cropland
2634,Water,Water,Forest,Water,Non_Wetland,Bareland
2635,Water,Water,Forest,Water,Non_Wetland,Built-up
2636,Water,Water,Forest,Water,Non_Wetland,Water
2637,Water,Water,Forest,Water,Non_Wetland,Forest
2638,Water,Forest,NULL,NULL,Non_Wetland,NULL
2639,Water,Forest,NULL,NULL,Non_Wetland,Grassland
2640,Water,Forest,NULL,NULL,Non_Wetland,Bareland
2641,Water,Forest,NULL,NULL,Non_Wetland,Forest
2642,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
2643,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2644,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
2645,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
2646,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up
2647,Water,Forest,Shrubland,NULL,Non_Wetland,Water
2648,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2649,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2650,Water,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2651,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
2652,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2653,Water,Forest,Shrubland,Water,Non_Wetland,Bareland
2654,Water,Forest,Shrubland,Water,Non_Wetland,Water
2655,Water,Forest,Shrubland,Water,Non_Wetland,Forest
2656,Water,Forest,Grassland,NULL,Non_Wetland,NULL
2657,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
2658,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
2659,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
2660,Water,Forest,Grassland,NULL,Non_Wetland,Built-up
2661,Water,Forest,Grassland,NULL,Non_Wetland,Forest
2662,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2663,Water,Forest,Grassland,Non_Water,Non_Wetland,Bareland
2664,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
2665,Water,Forest,Cropland,NULL,Non_Wetland,NULL
2666,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
2667,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
2668,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
2669,Water,Forest,Cropland,NULL,Non_Wetland,Built-up
2670,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2671,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2672,Water,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2673,Water,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2674,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
2675,Water,Forest,Cropland,Water,Non_Wetland,Cropland
2676,Water,Forest,Cropland,Water,Non_Wetland,Forest
2677,Water,Forest,Wetland,NULL,Wetland,Grassland
2678,Water,Forest,Wetland,Non_Water,Wetland,Grassland
2679,Water,Forest,Wetland,Non_Water,Wetland,Forest
2680,Water,Forest,Wetland,Water,Wetland,Grassland
2681,Water,Forest,Wetland,Water,Wetland,Bareland
2682,Water,Forest,Wetland,Water,Wetland,Water
2683,Water,Forest,Wetland,Water,Wetland,Forest
2684,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
2685,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
2686,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
2687,Water,Forest,Bareland,NULL,Non_Wetland,Forest
2688,Water,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2689,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
2690,Water,Forest,Bareland,Water,Non_Wetland,Cropland
2691,Water,Forest,Bareland,Water,Non_Wetland,Bareland
2692,Water,Forest,Bareland,Water,Non_Wetland,Water
2693,Water,Forest,Bareland,Water,Non_Wetland,Forest
2694,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
2695,Water,Forest,Built-up,NULL,Non_Wetland,Built-up
2696,Water,Forest,Built-up,NULL,Non_Wetland,Forest
2697,Water,Forest,Water,NULL,Water,Water
2698,Water,Forest,Water,NULL,Water,Forest
2699,Water,Forest,Water,Non_Water,Water,Water
2700,Water,Forest,Water,Non_Water,Water,Forest
2701,Water,Forest,Water,Water,Water,Water
2702,Water,Forest,Water,Water,Water,Forest
2703,Water,Forest,Forest,NULL,Non_Wetland,NULL
2704,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2705,Water,Forest,Forest,NULL,Non_Wetland,Cropland
2706,Water,Forest,Forest,NULL,Non_Wetland,Bareland
2707,Water,Forest,Forest,NULL,Non_Wetland,Built-up
2708,Water,Forest,Forest,NULL,Non_Wetland,Water
2709,Water,Forest,Forest,NULL,Non_Wetland,Forest
2710,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
2711,Water,Forest,Forest,Non_Water,Non_Wetland,Cropland
2712,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
2713,Water,Forest,Forest,Water,Non_Wetland,Grassland
2714,Water,Forest,Forest,Water,Non_Wetland,Cropland
2715,Water,Forest,Forest,Water,Non_Wetland,Forest
2716,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
2717,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
2718,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
2719,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
2720,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
2721,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland
2722,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
2723,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Built-up
2724,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water
2725,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
2726,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
2727,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
2728,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
2729,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
2730,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL
2731,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
2732,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Built-up
2733,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
2734,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
2735,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
2736,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water
2737,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
2738,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
2739,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up
2740,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Forest
2741,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
2742,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
2743,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland
2744,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
2745,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Built-up
2746,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
2747,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2748,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
2749,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland
2750,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Forest
2751,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
2752,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Cropland
2753,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Forest
2754,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2755,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Grassland
2756,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
2757,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Water
2758,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2759,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2760,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Forest
2761,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
2762,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland
2763,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Forest
2764,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland
2765,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
2766,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland
2767,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
2768,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
2769,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
2770,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Water
2771,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Water
2772,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water
2773,Permanent_ice_and_snow,Water,Water,Water,Water,Water
2774,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland
2775,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
2776,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL
2777,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
2778,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland
2779,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
2780,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL
2781,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland
2782,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
2783,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland
2784,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
2785,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Grassland
2786,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Forest
2787,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
2788,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
2789,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Cropland
2790,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
2791,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
2792,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2793,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2794,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2795,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2796,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2797,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2798,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2799,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2800,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2801,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2802,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2803,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
2804,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2805,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2806,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
2807,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
2808,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
2809,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2810,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2811,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
2812,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
2813,Forest,NULL,Shrubland,Water,Non_Wetland,Built-up
2814,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2815,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2816,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2817,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2818,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2819,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2820,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2821,Forest,NULL,Grassland,NULL,Non_Wetland,Water
2822,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2823,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2824,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
2825,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
2826,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
2827,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2828,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2829,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
2830,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
2831,Forest,NULL,Grassland,Water,Non_Wetland,Water
2832,Forest,NULL,Grassland,Water,Non_Wetland,Forest
2833,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2834,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2835,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2836,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2837,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2838,Forest,NULL,Cropland,NULL,Non_Wetland,Water
2839,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2840,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
2841,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2842,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2843,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
2844,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
2845,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2846,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
2847,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
2848,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
2849,Forest,NULL,Cropland,Water,Non_Wetland,Water
2850,Forest,NULL,Cropland,Water,Non_Wetland,Forest
2851,Forest,NULL,Wetland,NULL,Wetland,Grassland
2852,Forest,NULL,Wetland,NULL,Wetland,Water
2853,Forest,NULL,Wetland,NULL,Wetland,Forest
2854,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2855,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
2856,Forest,NULL,Wetland,Non_Water,Wetland,Water
2857,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2858,Forest,NULL,Wetland,Water,Wetland,Grassland
2859,Forest,NULL,Wetland,Water,Wetland,Bareland
2860,Forest,NULL,Wetland,Water,Wetland,Water
2861,Forest,NULL,Wetland,Water,Wetland,Forest
2862,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2863,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2864,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
2865,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2866,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
2867,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2868,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2869,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2870,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
2871,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2872,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
2873,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2874,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2875,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
2876,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2877,Forest,NULL,Bareland,Water,Non_Wetland,Water
2878,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2879,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2880,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2881,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2882,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2883,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2884,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2885,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
2886,Forest,NULL,Built-up,Water,Non_Wetland,Built-up
2887,Forest,NULL,Water,NULL,Water,Grassland
2888,Forest,NULL,Water,NULL,Water,Bareland
2889,Forest,NULL,Water,NULL,Water,Water
2890,Forest,NULL,Water,NULL,Water,Forest
2891,Forest,NULL,Water,Non_Water,Water,Grassland
2892,Forest,NULL,Water,Non_Water,Water,Bareland
2893,Forest,NULL,Water,Non_Water,Water,Water
2894,Forest,NULL,Water,Non_Water,Water,Forest
2895,Forest,NULL,Water,Water,Water,Grassland
2896,Forest,NULL,Water,Water,Water,Bareland
2897,Forest,NULL,Water,Water,Water,Water
2898,Forest,NULL,Water,Water,Water,Forest
2899,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2900,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2901,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2902,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2903,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2904,Forest,NULL,Forest,NULL,Non_Wetland,Water
2905,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2906,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2907,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2908,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
2909,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
2910,Forest,NULL,Forest,Non_Water,Non_Wetland,Built-up
2911,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
2912,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2913,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2914,Forest,NULL,Forest,Water,Non_Wetland,Cropland
2915,Forest,NULL,Forest,Water,Non_Wetland,Bareland
2916,Forest,NULL,Forest,Water,Non_Wetland,Built-up
2917,Forest,NULL,Forest,Water,Non_Wetland,Water
2918,Forest,NULL,Forest,Water,Non_Wetland,Forest
2919,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2920,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2921,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2922,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2923,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2924,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
2925,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2926,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2927,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2928,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
2929,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water
2930,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2931,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2932,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
2933,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland
2934,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
2935,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2936,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2937,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2938,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2939,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2940,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2941,Forest,Cropland,Grassland,NULL,Non_Wetland,Water
2942,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2943,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2944,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2945,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
2946,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2947,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
2948,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland
2949,Forest,Cropland,Grassland,Water,Non_Wetland,Bareland
2950,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
2951,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2952,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2953,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2954,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2955,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2956,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
2957,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2958,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2959,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
