Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCJ_M_R
3495,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Water
3496,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
3497,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
3498,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3499,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3500,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
3501,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
3502,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3503,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3504,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3505,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
3506,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
3507,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Forest
3508,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
3509,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3510,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Bareland
3511,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
3512,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
3513,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Grassland
3514,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
3515,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
3516,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3517,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Water
3518,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3519,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3520,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Bareland
3521,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
3522,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3523,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3524,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
3525,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
3526,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
3527,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Bareland
3528,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Water
3529,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
3530,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
3531,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
3532,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
3533,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
3534,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
3535,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
3536,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Bareland
3537,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Water
3538,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
3539,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Bareland
3540,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Water
3541,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Forest
3542,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Water
3543,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Forest
3544,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3545,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Bareland
3546,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
3547,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
3548,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
3549,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Bareland
3550,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
3551,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
3552,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Grassland
3553,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Bareland
3554,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
3555,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
3556,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Water
3557,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
3558,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
3559,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Forest
3560,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Water
3561,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
3562,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Water
3563,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
3564,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3565,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3566,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3567,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3568,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3569,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
3570,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3571,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3572,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3573,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3574,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3575,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
3576,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
3577,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3578,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3579,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3580,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3581,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3582,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3583,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3584,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3585,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3586,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3587,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3588,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3589,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3590,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3591,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3592,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
3593,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
3594,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3595,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3596,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3597,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3598,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
3599,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3600,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3601,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3602,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
3603,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3604,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Water
3605,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
3606,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3607,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3608,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3609,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3610,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3611,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3612,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3613,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3614,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
3615,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3616,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3617,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
3618,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3619,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3620,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
3621,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
3622,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3623,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3624,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3625,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3626,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Bareland
3627,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Water
3628,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3629,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3630,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
3631,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
3632,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3633,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3634,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3635,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3636,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3637,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3638,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
3639,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3640,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3641,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
3642,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
3643,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3644,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
3645,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3646,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
3647,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
3648,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3649,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3650,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3651,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
3652,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3653,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3654,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3655,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
3656,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3657,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3658,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3659,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3660,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
3661,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
3662,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3663,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Bareland
3664,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Water
3665,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3666,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
3667,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3668,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3669,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3670,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3671,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
3672,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3673,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
3674,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3675,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
3676,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
3677,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
3678,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3679,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
3680,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3681,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
3682,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3683,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3684,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3685,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
3686,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3687,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3688,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
3689,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Bareland
3690,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
3691,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
3692,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
3693,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
3694,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
3695,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3696,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
3697,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3698,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Bareland
3699,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
3700,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
3701,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
3702,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
3703,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3704,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3705,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3706,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3707,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
3708,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
3709,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
3710,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
3711,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
3712,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Water
3713,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
3714,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
3715,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Water
3716,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
3717,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
3718,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3719,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
3720,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
3721,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3722,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
3723,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
3724,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
3725,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3726,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Water
3727,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
3728,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
3729,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
3730,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
3731,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3732,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
3733,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
3734,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3735,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
3736,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
3737,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
3738,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
3739,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Forest
3740,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3741,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Grassland,Water
3742,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
3743,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3744,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
3745,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3746,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3747,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3748,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Bareland
3749,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
3750,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
3751,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
3752,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Bareland
3753,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Water
3754,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
3755,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
3756,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Water
3757,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
3758,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
3759,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Grassland
3760,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
3761,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
3762,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
3763,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Water
3764,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
3765,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3766,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3767,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3768,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3769,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3770,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3771,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3772,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
3773,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3774,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3775,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3776,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Water
3777,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3778,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3779,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3780,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3781,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3782,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3783,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3784,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
3785,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3786,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3787,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3788,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Water
3789,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3790,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3791,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
3792,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
3793,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3794,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3795,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3796,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3797,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3798,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3799,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
3800,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3801,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3802,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3803,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
3804,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
3805,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3806,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Water
3807,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
3808,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3809,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
3810,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3811,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3812,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
3813,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3814,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3815,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Bareland
3816,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
3817,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
3818,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
3819,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
3820,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
3821,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3822,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3823,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3824,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3825,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3826,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
3827,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Bareland
