Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMB_M_R
2727,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2728,Forest,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
2729,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2730,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2731,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2732,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2733,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2734,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
2735,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2736,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2737,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2738,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2739,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2740,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2741,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2742,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2743,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2744,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2745,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2746,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2747,Forest,Water,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
2748,Forest,Water,Bareland,NULL,Non_Wetland,Built-up,Water,Forest
2749,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2750,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2751,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2752,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2753,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2754,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2755,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2756,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2757,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2758,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2759,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2760,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2761,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2762,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2763,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2764,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2765,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2766,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2767,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2768,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2769,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2770,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2771,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2772,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2773,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2774,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2775,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2776,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2777,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2778,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2779,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2780,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2781,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2782,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2783,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
2784,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2785,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2786,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2787,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2788,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2789,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
2790,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
2791,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
2792,Forest,Water,Water,NULL,Water,NULL,Water,Water
2793,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2794,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2795,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
2796,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2797,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2798,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
2799,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2800,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2801,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2802,Forest,Water,Water,NULL,Water,Built-up,Water,Forest
2803,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
2804,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
2805,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2806,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2807,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2808,Forest,Water,Water,NULL,Water,Water,Water,Wetland
2809,Forest,Water,Water,NULL,Water,Water,Water,Water
2810,Forest,Water,Water,NULL,Water,Water,Water,Forest
2811,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
2812,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2813,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
2814,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2815,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2816,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2817,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2818,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
2819,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2820,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2821,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
2822,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2823,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2824,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
2825,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
2826,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2827,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2828,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
2829,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
2830,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2831,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2832,Forest,Water,Water,Water,Water,NULL,Water,Water
2833,Forest,Water,Water,Water,Water,NULL,Water,Forest
2834,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
2835,Forest,Water,Water,Water,Water,Grassland,Water,Forest
2836,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
2837,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
2838,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2839,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2840,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
2841,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
2842,Forest,Water,Water,Water,Water,Wetland,Water,Water
2843,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2844,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
2845,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2846,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
2847,Forest,Water,Water,Water,Water,Water,Wetland,Water
2848,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2849,Forest,Water,Water,Water,Water,Water,Water,Grassland
2850,Forest,Water,Water,Water,Water,Water,Water,Wetland
2851,Forest,Water,Water,Water,Water,Water,Water,Bareland
2852,Forest,Water,Water,Water,Water,Water,Water,Water
2853,Forest,Water,Water,Water,Water,Water,Water,Forest
2854,Forest,Water,Water,Water,Water,Water,Forest,Forest
2855,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2856,Forest,Water,Water,Water,Water,Forest,Water,Water
2857,Forest,Water,Water,Water,Water,Forest,Water,Forest
2858,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2859,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2860,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2861,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2862,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2863,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2864,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2865,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2866,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2867,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2868,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2869,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2870,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2871,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2872,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
2873,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2874,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2875,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2876,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2877,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2878,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2879,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2880,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2881,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2882,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2883,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2884,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2885,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2886,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2887,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2888,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2889,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2890,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2891,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2892,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2893,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2894,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2895,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2896,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2897,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2898,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2899,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2900,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2901,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2902,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2903,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2904,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2905,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2906,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2907,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2908,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2909,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2910,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2911,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2912,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2913,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2914,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2915,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2916,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2917,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2918,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2919,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2920,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2921,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2922,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2923,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
2924,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2925,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2926,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2927,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2928,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2929,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2930,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2931,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2932,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2933,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2934,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2935,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2936,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2937,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2938,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2939,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2940,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2941,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2942,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2943,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2944,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2945,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2946,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2947,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2948,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2949,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2950,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
2951,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2952,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2953,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2954,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2955,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
2956,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
2957,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Water,Forest
2958,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2959,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2960,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
2961,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
2962,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2963,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2964,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2965,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2966,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2967,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2968,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2969,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2970,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2971,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2972,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2973,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2974,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2975,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
2976,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2977,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2978,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2979,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2980,Forest,Forest,NULL,Non_Water,Non_Wetland,Built-up,Wetland,Forest
2981,Forest,Forest,NULL,Non_Water,Non_Wetland,Built-up,Water,Forest
2982,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2983,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2984,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2985,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2986,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2987,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2988,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2989,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2990,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2991,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
2992,Forest,Forest,NULL,Water,Non_Wetland,Built-up,Wetland,Grassland
2993,Forest,Forest,NULL,Water,Non_Wetland,Built-up,Wetland,Forest
2994,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2995,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
2996,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
2997,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2998,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2999,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3000,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3001,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3002,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3003,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3004,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3005,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3006,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3007,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3008,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3009,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3010,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3011,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3012,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3013,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3014,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3015,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3016,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3017,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3018,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
3019,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
3020,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
3021,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3022,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3023,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3024,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3025,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3026,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3027,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3028,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3029,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3030,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
3031,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3032,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3033,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3034,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3035,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
3036,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
3037,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Grassland
3038,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3039,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3040,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
3041,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3042,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
3043,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3044,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3045,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3046,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3047,Forest,Forest,Shrubland,Water,Non_Wetland,Built-up,Wetland,Grassland
3048,Forest,Forest,Shrubland,Water,Non_Wetland,Built-up,Wetland,Forest
3049,Forest,Forest,Shrubland,Water,Non_Wetland,Built-up,Water,Grassland
3050,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3051,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3052,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3053,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3054,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3055,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3056,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3057,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3058,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3059,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3060,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3061,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3062,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3063,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3064,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3065,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3066,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3067,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
3068,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3069,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3070,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3071,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
3072,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3073,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3074,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3075,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3076,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3077,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3078,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3079,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3080,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
