Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCE_M_R
339,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
340,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
341,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
342,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
343,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
344,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
345,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
346,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
347,NULL,Wetland,Water,NULL,Water,Wetland,Water,NULL
348,NULL,Wetland,Water,NULL,Water,Water,Water,NULL
349,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
350,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
351,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
352,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
353,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
354,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
355,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
356,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
357,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
358,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
359,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
360,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
361,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
362,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
363,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
364,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
365,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
366,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
367,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
368,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
369,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
370,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
371,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
372,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
373,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
374,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
375,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
376,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Water,NULL
377,NULL,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
378,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
379,NULL,Bareland,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
380,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
381,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
382,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
383,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
384,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Water,NULL
385,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,NULL
386,NULL,Bareland,Water,NULL,Water,Bareland,Water,NULL
387,NULL,Bareland,Water,NULL,Water,Bareland,Forest,NULL
388,NULL,Bareland,Water,NULL,Water,Water,Water,NULL
389,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
390,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
391,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
392,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,NULL
393,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
394,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
395,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
396,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
397,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
398,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
399,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
400,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,NULL
401,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
402,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
403,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
404,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
405,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
406,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
407,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
408,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
409,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
410,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
411,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
412,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
413,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
414,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
415,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
416,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
417,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
418,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
419,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
420,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,NULL
421,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
422,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
423,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
424,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
425,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
426,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
427,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
428,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
429,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
430,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
431,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
432,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
433,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
434,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
435,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
436,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
437,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
438,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
439,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
440,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
441,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
442,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
443,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
444,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
445,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
446,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
447,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
448,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
449,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
450,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,NULL
451,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland,NULL
452,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,NULL
453,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
454,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,NULL
455,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,NULL
456,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
457,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,NULL
458,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
459,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
460,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,NULL
461,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
462,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,NULL
463,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,NULL
464,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,NULL
465,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,NULL
466,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
467,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,NULL
468,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,NULL
469,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,NULL
470,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,NULL
471,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,NULL
472,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,NULL
473,NULL,Built-up,Wetland,NULL,Wetland,Forest,Bareland,NULL
474,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,NULL
475,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
476,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
477,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
478,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
479,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
480,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
481,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
482,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
483,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
484,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
485,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
486,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
487,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
488,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
489,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
490,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
491,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
492,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
493,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
494,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
495,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
496,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,NULL
497,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
498,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
499,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,NULL
500,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
501,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
502,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
503,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,NULL
504,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,NULL
505,NULL,Built-up,Water,NULL,Water,Bareland,Water,NULL
506,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,NULL
507,NULL,Built-up,Water,NULL,Water,Built-up,Water,NULL
508,NULL,Built-up,Water,NULL,Water,Water,Bareland,NULL
509,NULL,Built-up,Water,NULL,Water,Water,Built-up,NULL
510,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
511,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
512,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
513,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
514,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
515,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
516,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,NULL
517,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
518,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
519,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
520,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
521,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
522,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
523,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
524,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
525,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
526,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
527,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
528,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
529,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
530,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
531,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
532,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
533,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
534,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
535,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
536,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
537,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
538,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
539,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
540,NULL,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
541,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
542,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
543,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
544,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
545,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
546,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
547,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
548,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
549,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
550,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
551,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
552,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
553,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
554,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
555,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
556,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
557,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
558,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
559,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
560,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
561,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
562,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
563,NULL,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
564,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
565,NULL,Water,Wetland,NULL,Wetland,Grassland,Bareland,NULL
566,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
567,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
568,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
569,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
570,NULL,Water,Wetland,NULL,Wetland,Bareland,NULL,NULL
571,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
572,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
573,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
574,NULL,Water,Wetland,NULL,Wetland,Bareland,Forest,NULL
575,NULL,Water,Wetland,NULL,Wetland,Built-up,Water,NULL
576,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
577,NULL,Water,Wetland,NULL,Wetland,Water,Water,NULL
578,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
579,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
580,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
581,NULL,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
582,NULL,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
583,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
584,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
585,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
586,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
587,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
588,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
589,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
590,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
591,NULL,Water,Built-up,NULL,Non_Wetland,Water,Grassland,NULL
592,NULL,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
593,NULL,Water,Water,NULL,Water,Grassland,Water,NULL
594,NULL,Water,Water,NULL,Water,Wetland,Water,NULL
595,NULL,Water,Water,NULL,Water,Bareland,Wetland,NULL
596,NULL,Water,Water,NULL,Water,Bareland,Water,NULL
597,NULL,Water,Water,NULL,Water,Built-up,Built-up,NULL
598,NULL,Water,Water,NULL,Water,Built-up,Water,NULL
599,NULL,Water,Water,NULL,Water,Water,Water,NULL
600,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
601,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
602,NULL,Water,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
603,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
604,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
605,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
606,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
607,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
608,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
609,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
610,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
611,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
612,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
613,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
614,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
615,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
616,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
617,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
618,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
619,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
620,NULL,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
621,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
622,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
623,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
624,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
625,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
626,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
627,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
628,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
629,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
630,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
631,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
632,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
633,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
634,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
635,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
636,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
637,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
638,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
639,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
640,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
641,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
642,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
643,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
644,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
645,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
646,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
647,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
648,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
649,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
650,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
651,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
652,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
653,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
654,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
655,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
656,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
657,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
658,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
659,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
660,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
661,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
662,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
663,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
664,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
665,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
666,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
667,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
668,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
669,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
670,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
671,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
672,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
673,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
674,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
675,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
676,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Forest,NULL
677,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
678,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
679,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
680,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
681,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
