Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NZK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NZK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NZK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NZK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NZK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NZK_M_R
1038,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1039,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1040,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1041,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1042,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1043,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1044,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1045,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1046,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1047,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1049,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1050,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1051,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1052,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1053,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1054,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1055,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1056,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1057,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1058,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1059,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1060,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1061,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1062,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1063,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1064,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1065,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1066,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1067,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1068,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1069,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1070,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1071,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1072,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1073,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1074,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1075,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1077,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1078,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1079,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1080,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1081,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1082,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1083,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1085,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1086,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1087,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1088,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1089,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1090,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1091,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1092,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1093,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1094,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1095,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1096,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1097,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1098,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1099,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1100,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1101,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1102,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1103,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1104,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1106,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1107,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1108,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1109,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1110,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1111,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1112,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1113,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1114,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1115,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1116,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1117,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1118,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1119,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1120,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1121,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1122,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1123,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1124,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1125,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1126,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1127,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1128,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1129,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1130,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1131,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1132,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1133,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1134,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1135,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1136,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1137,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1138,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1139,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1140,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1141,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1142,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1143,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1144,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1145,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1146,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1147,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1148,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1149,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1150,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1151,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1152,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1153,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1154,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1155,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1156,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1157,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1158,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1159,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1160,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1161,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1162,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1163,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1164,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1165,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1166,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1167,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1168,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1169,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1170,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1171,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1172,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1173,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1175,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1176,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1177,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1178,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1179,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1180,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1181,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1182,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1183,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1184,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1185,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1186,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1187,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1188,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1189,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1190,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1191,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1192,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1193,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1194,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1195,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1196,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1197,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1198,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1199,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1200,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1201,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1202,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1203,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1204,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1205,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1206,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1207,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1208,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1209,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1210,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1211,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1212,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1213,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1214,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1215,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1216,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1217,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1218,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1219,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1220,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1221,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1222,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1223,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1224,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1225,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1226,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1227,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1228,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1229,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1230,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1231,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1232,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1233,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1234,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1235,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
1236,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1237,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1238,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1239,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1240,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1241,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1242,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1243,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1244,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1245,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1246,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1247,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1248,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1249,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1250,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1251,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1252,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1253,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1254,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1255,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1256,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1257,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1258,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1259,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1260,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1261,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1262,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1263,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1264,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1265,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1266,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1267,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1268,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1269,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1270,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1271,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1272,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1273,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1274,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1275,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1276,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1277,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1278,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1279,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1280,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1281,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1282,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1283,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1284,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1285,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1286,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1287,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1288,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1289,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1290,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1291,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1292,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1293,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1294,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1295,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1296,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1297,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1298,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1299,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1300,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1301,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1302,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1303,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1304,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1305,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1306,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1307,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1308,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1309,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1310,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1311,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1312,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1313,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1314,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1315,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1316,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1317,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1318,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1319,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1320,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1321,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1322,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1323,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1324,Water,NULL,Water,Water,Water,NULL,NULL,Water
1325,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1326,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1327,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1328,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1329,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1330,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1331,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1332,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1333,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1334,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1335,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1336,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1337,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1338,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1339,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1340,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1341,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1342,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1343,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1344,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1345,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1346,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1347,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1348,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1349,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1350,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1351,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1352,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1353,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1354,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1355,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1356,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1357,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1358,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1359,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1360,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1361,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1362,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1363,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1364,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1365,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1366,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1367,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
1368,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1369,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1370,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1371,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1372,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1373,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1374,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1375,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1376,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1377,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1378,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1379,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1380,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1381,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1382,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
