Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MYU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MYU_M_R
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,NULL
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Water
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,NULL
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Bareland,Water
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
347,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
348,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
349,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
350,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
351,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
352,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
353,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
354,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
355,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
356,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
357,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
358,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
359,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
360,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
361,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
362,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
363,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
364,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
365,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
366,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
367,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
368,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
369,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
370,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
371,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
372,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
373,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
374,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,NULL
375,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Bareland
376,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Water
377,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
378,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
379,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
380,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
381,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
382,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
383,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
384,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
385,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
386,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
387,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Water
388,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
389,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
390,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
391,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
392,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
393,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
394,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
395,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Cropland
396,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Water
397,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
398,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
399,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
400,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,NULL
401,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
402,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
403,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,NULL
404,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
405,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
406,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
407,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Cropland
408,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,NULL
409,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
410,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Cropland
411,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
412,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
413,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
414,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
415,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
416,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
417,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
418,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
419,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
420,NULL,NULL,NULL,Water,Non_Wetland,Forest,Water,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
436,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
462,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
463,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
660,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
