Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCQ_M_R
1134,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1135,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
1136,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1137,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1138,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1139,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1140,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1141,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1142,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1143,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1144,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1145,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1146,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1147,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1148,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1149,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1150,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1151,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1152,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1153,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1154,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1155,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1156,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1157,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1158,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1159,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1160,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1161,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1162,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1163,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1164,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
1165,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1166,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1167,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1168,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1169,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1170,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
1171,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1172,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
1173,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1174,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1175,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
1176,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1177,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1178,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1179,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1180,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1181,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1182,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1183,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1184,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1185,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1186,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1187,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
1188,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
1189,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1190,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1191,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1192,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1193,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1194,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1195,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1196,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1197,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1198,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
1199,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1200,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1201,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1202,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1203,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1204,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1205,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1206,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1207,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1208,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
1209,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1210,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1211,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1212,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1213,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1214,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1215,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1216,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1217,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
1218,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
1219,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
1220,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1221,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1222,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1223,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1224,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1225,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1226,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1227,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1228,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1229,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1230,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1231,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
1232,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1233,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1234,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1235,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1236,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1237,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
1238,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1239,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1240,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
1241,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1242,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1243,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1244,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1245,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1246,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
1247,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1248,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
1249,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1250,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1251,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1252,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1253,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1254,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1255,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1256,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1257,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1258,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1259,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
1260,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
1261,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1262,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1263,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1264,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1265,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1266,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1267,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1268,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1269,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
1270,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
1271,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1272,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
1273,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1274,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1275,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1276,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1277,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1278,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
1279,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
1280,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
1281,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
1282,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Water
1283,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
1284,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1285,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
1286,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1287,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
1288,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
1289,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
1290,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1291,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Water
1292,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1293,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1294,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1295,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1296,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1297,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1298,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1299,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1300,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
1301,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1302,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Water
1303,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1304,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Water
1305,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
1306,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
1307,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
1308,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
1309,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1310,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1311,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
1312,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1313,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1314,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
1315,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1316,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1317,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
1318,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
1319,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1320,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
1321,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1322,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
1323,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Grassland
1324,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
1325,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1326,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
1327,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Forest
1328,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
1329,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
1330,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Forest
1331,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
1332,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Grassland
1333,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
1334,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1335,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1336,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1337,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1338,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
1339,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1340,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1341,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1342,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1343,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1344,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1345,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1346,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1347,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1348,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1349,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1350,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
1351,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1352,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1353,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1354,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1355,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1356,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
1357,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1358,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
1359,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
1360,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
1361,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
1362,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1363,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
1364,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1365,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1366,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1367,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1368,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1369,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1370,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1371,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1372,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1373,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1374,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
1375,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1376,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1377,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1378,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1379,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1380,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1381,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1382,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1383,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1384,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
1385,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1386,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1387,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1388,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1389,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1390,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1391,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1392,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1393,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1394,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
1395,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1396,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1397,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1398,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1399,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1400,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
1401,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1402,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
1403,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1404,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1405,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1406,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1407,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1408,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1409,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
1410,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1411,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
1412,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1413,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1414,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
1415,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1416,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
1417,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1418,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
1419,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1420,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1421,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
1422,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1423,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1424,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
1425,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1426,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1427,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1428,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1429,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1430,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1431,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1432,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1433,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1434,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1435,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1436,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
1437,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
1438,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1439,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
1440,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
1441,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1442,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Bareland
1443,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1444,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1445,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
1446,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1447,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1448,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1449,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1450,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1451,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1452,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1453,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
1454,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1455,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
1456,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1457,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
1458,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1459,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
1460,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1461,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
1462,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Water,Water
1463,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
1464,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1465,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Wetland,Forest
1466,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1467,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Grassland
1468,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Forest
1469,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Forest
1470,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Forest
1471,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,Wetland,Water
1472,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Grassland
1473,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Grassland
