Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHG_M_R
1382,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1383,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1384,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1385,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1386,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1387,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1388,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1389,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1390,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1391,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1392,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1393,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1394,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1395,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1396,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1397,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1398,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1399,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1400,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1401,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1402,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1403,Forest,Water,Water,Water,Water,NULL,NULL,Water
1404,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1405,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1406,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1407,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1408,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1409,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1410,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1411,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1412,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1413,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1414,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1415,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1416,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1417,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1418,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1419,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1420,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1421,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1422,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1423,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1424,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1425,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1426,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1427,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1428,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1429,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1430,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1431,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1432,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1433,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1434,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1435,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1436,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1437,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1438,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1439,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1440,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1441,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1442,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1443,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1444,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1445,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1446,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1447,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1448,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1449,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1450,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1451,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1452,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1453,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1454,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1455,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1456,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1457,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1458,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1459,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1460,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1461,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1462,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1463,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1464,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1465,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1466,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1467,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1468,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1469,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1470,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1471,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1472,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1473,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1474,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1475,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1476,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1477,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1478,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1479,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1480,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1481,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1482,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1483,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1484,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1485,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1486,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1487,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1488,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1489,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1490,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1491,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1492,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1493,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1494,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1495,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1496,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1497,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1498,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1499,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1500,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1501,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1502,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1503,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1504,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1505,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1506,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1507,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1508,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1509,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1510,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1511,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1512,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1513,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1514,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1515,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1516,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1517,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1518,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1519,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1520,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1521,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1522,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1523,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1524,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1525,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1526,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1527,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1528,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1529,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1530,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1531,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1532,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1533,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1534,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1535,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1536,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
