Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTC_M_R
1346,Forest,Forest,Wetland,NULL,Wetland,Forest
1347,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1348,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
1349,Forest,Forest,Wetland,Non_Water,Wetland,Water
1350,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1351,Forest,Forest,Wetland,Water,Wetland,Grassland
1352,Forest,Forest,Wetland,Water,Wetland,Bareland
1353,Forest,Forest,Wetland,Water,Wetland,Water
1354,Forest,Forest,Wetland,Water,Wetland,Forest
1355,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1356,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1357,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1358,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1359,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1360,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1361,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1362,Forest,Forest,Bareland,Water,Non_Wetland,Water
1363,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1364,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1365,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1366,Forest,Forest,Built-up,NULL,Non_Wetland,Water
1367,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1368,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1369,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
1370,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1371,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
1372,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1373,Forest,Forest,Water,NULL,Water,Grassland
1374,Forest,Forest,Water,NULL,Water,Bareland
1375,Forest,Forest,Water,NULL,Water,Water
1376,Forest,Forest,Water,NULL,Water,Forest
1377,Forest,Forest,Water,Non_Water,Water,Grassland
1378,Forest,Forest,Water,Non_Water,Water,Bareland
1379,Forest,Forest,Water,Non_Water,Water,Water
1380,Forest,Forest,Water,Non_Water,Water,Forest
1381,Forest,Forest,Water,Water,Water,Grassland
1382,Forest,Forest,Water,Water,Water,Bareland
1383,Forest,Forest,Water,Water,Water,Water
1384,Forest,Forest,Water,Water,Water,Forest
1385,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1386,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1387,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1388,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1389,Forest,Forest,Forest,NULL,Non_Wetland,Water
1390,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1391,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1392,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
1393,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1394,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1395,Forest,Forest,Forest,Water,Non_Wetland,NULL
1396,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1397,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1398,Forest,Forest,Forest,Water,Non_Wetland,Water
1399,Forest,Forest,Forest,Water,Non_Wetland,Forest
