Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDD_M_R
335,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
336,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
337,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
338,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
339,NULL,Bareland,Water,NULL,Water,NULL,NULL,Water
340,NULL,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
341,NULL,Bareland,Water,NULL,Water,NULL,NULL,Forest
342,NULL,Bareland,Water,Water,Water,NULL,NULL,Grassland
343,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
344,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
345,NULL,Bareland,Water,Water,Water,NULL,NULL,Forest
346,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
347,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
348,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
349,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
350,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
351,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
352,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
353,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
354,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
355,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
356,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
357,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
358,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
359,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
360,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
361,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
362,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
363,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
364,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
365,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
366,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
367,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
368,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
369,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
370,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
371,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
372,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
373,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
374,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
375,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
376,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
377,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
378,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
379,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
380,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
381,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
382,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
383,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
384,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
385,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
386,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
387,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
388,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
389,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
390,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
391,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
392,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
393,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
394,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Built-up
395,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
396,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
397,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
398,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
399,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
400,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
401,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
402,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
403,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
404,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
405,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
406,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
407,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
408,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
409,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
410,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
411,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
412,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
413,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
414,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
415,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
416,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
417,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
418,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
419,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
420,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
421,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
422,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
423,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
424,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
425,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
426,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
427,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
428,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
429,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
430,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
431,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
432,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
433,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
434,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
435,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
436,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
437,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
438,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
439,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
440,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
441,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
442,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
443,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
444,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
445,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
446,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
447,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
448,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
449,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
450,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
451,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
452,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
453,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
454,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
455,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
456,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
457,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
458,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
459,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
460,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
461,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
462,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
463,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
464,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
465,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
466,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
467,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
468,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
469,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
470,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
471,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
472,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
473,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
474,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
475,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
476,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
477,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
478,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
479,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
480,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
481,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
482,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
483,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
484,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
485,NULL,Water,Water,NULL,Water,NULL,NULL,Wetland
486,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
487,NULL,Water,Water,NULL,Water,NULL,NULL,Water
488,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
489,NULL,Water,Water,Non_Water,Water,NULL,NULL,Wetland
490,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
491,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
492,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
493,NULL,Water,Water,Water,Water,NULL,NULL,Water
494,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
495,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
496,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
497,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
498,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
499,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
500,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
501,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
502,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
503,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
504,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
505,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
506,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
507,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
508,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
509,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
510,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
511,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
512,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
513,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
514,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
515,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
516,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
517,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
518,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
519,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
520,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
521,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
522,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
523,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
524,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
525,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
526,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
527,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
528,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
529,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
530,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
531,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
532,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
533,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
534,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
535,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
536,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
537,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
538,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
539,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
540,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
541,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
542,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
543,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
544,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
545,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
546,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
547,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
548,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
549,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
550,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
551,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
552,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
553,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
554,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
555,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
556,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
557,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
558,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
559,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
560,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
561,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
562,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
563,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
564,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
565,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
566,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
567,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
568,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
569,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
570,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
571,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
572,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
573,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
574,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
575,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
576,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
577,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
578,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
579,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
580,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
581,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
582,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
583,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
584,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
585,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
586,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
587,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
588,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
589,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
590,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
591,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
592,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
593,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
594,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
595,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
596,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
597,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
598,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
599,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
600,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
601,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
602,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
603,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
604,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
605,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
606,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
607,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
608,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
609,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
610,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
611,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
612,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
613,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
614,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
615,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
616,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
617,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
618,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
619,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
620,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
621,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
622,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
623,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
624,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
625,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
626,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
627,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
628,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
629,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
630,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
631,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
632,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
633,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
634,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
635,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
636,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
637,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
638,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
639,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
640,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
641,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
642,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
643,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
644,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
645,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
646,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
647,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
648,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
649,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
650,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
651,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
652,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
653,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
654,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
655,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
656,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
657,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
658,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
659,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
660,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
661,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
662,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
663,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
664,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
665,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
666,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
667,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
668,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
669,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
670,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
671,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
672,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
673,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
674,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
675,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
676,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
677,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
