Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFC_M_R
7993,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
7994,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
7995,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
7996,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
7997,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
7998,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
7999,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
8000,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
8001,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
8002,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
8003,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
8004,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
8005,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
8006,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
8007,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
8008,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
8009,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8010,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
8011,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
8012,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8013,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
8014,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
8015,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8016,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
8017,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
8018,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
8019,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
8020,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
8021,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
8022,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8023,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
8024,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
8025,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
8026,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
8027,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
8028,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
8029,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
8030,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
8031,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
8032,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
8033,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
8034,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
8035,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
8036,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
8037,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
8038,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
8039,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8040,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
8041,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
8042,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
8043,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
8044,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8045,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
8046,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
8047,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
8048,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
8049,Forest,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
8050,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
8051,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
8052,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
8053,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
8054,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
8055,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
8056,Forest,Water,Water,NULL,NULL,NULL,Wetland,Forest
8057,Forest,Water,Water,NULL,NULL,NULL,Water,Forest
8058,Forest,Water,Water,NULL,NULL,Grassland,Water,Forest
8059,Forest,Water,Water,NULL,NULL,Wetland,Wetland,Forest
8060,Forest,Water,Water,NULL,NULL,Wetland,Water,Forest
8061,Forest,Water,Water,NULL,NULL,Bareland,Water,Forest
8062,Forest,Water,Water,NULL,NULL,Water,Wetland,Wetland
8063,Forest,Water,Water,NULL,NULL,Water,Wetland,Forest
8064,Forest,Water,Water,NULL,NULL,Water,Water,Wetland
8065,Forest,Water,Water,NULL,NULL,Water,Water,Forest
8066,Forest,Water,Water,NULL,NULL,Forest,Wetland,Forest
8067,Forest,Water,Water,NULL,NULL,Forest,Water,Water
8068,Forest,Water,Water,NULL,NULL,Forest,Water,Forest
8069,Forest,Water,Water,NULL,Water,NULL,Wetland,Wetland
8070,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
8071,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
8072,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
8073,Forest,Water,Water,NULL,Water,NULL,Water,Wetland
8074,Forest,Water,Water,NULL,Water,NULL,Water,Water
8075,Forest,Water,Water,NULL,Water,NULL,Water,Forest
8076,Forest,Water,Water,NULL,Water,NULL,Forest,Water
8077,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
8078,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
8079,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
8080,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
8081,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
8082,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
8083,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
8084,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
8085,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
8086,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
8087,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
8088,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
8089,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
8090,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
8091,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
8092,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
8093,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
8094,Forest,Water,Water,NULL,Water,Water,Wetland,Water
8095,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
8096,Forest,Water,Water,NULL,Water,Water,Water,Wetland
8097,Forest,Water,Water,NULL,Water,Water,Water,Water
8098,Forest,Water,Water,NULL,Water,Water,Water,Forest
8099,Forest,Water,Water,NULL,Water,Water,Forest,Water
8100,Forest,Water,Water,NULL,Water,Water,Forest,Forest
8101,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
8102,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
8103,Forest,Water,Water,NULL,Water,Forest,Water,Wetland
8104,Forest,Water,Water,NULL,Water,Forest,Water,Water
8105,Forest,Water,Water,NULL,Water,Forest,Water,Forest
8106,Forest,Water,Water,NULL,Water,Forest,Forest,Water
8107,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
8108,Forest,Water,Water,Non_Water,NULL,NULL,Wetland,Water
8109,Forest,Water,Water,Non_Water,NULL,NULL,Wetland,Forest
8110,Forest,Water,Water,Non_Water,NULL,NULL,Water,Wetland
8111,Forest,Water,Water,Non_Water,NULL,Wetland,Wetland,Forest
8112,Forest,Water,Water,Non_Water,NULL,Wetland,Water,Forest
8113,Forest,Water,Water,Non_Water,NULL,Bareland,Water,Forest
8114,Forest,Water,Water,Non_Water,NULL,Water,Water,Wetland
8115,Forest,Water,Water,Non_Water,NULL,Water,Water,Forest
8116,Forest,Water,Water,Non_Water,NULL,Forest,Wetland,Water
8117,Forest,Water,Water,Non_Water,NULL,Forest,Water,Forest
8118,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
8119,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
8120,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
8121,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
8122,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
8123,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
8124,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
8125,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
8126,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
8127,Forest,Water,Water,Non_Water,Water,Grassland,Water,Wetland
8128,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
8129,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
8130,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
8131,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
8132,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
8133,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
8134,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
8135,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
8136,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
8137,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
8138,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
8139,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
8140,Forest,Water,Water,Non_Water,Water,Water,Water,Water
8141,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
8142,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
8143,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
8144,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
8145,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
8146,Forest,Water,Water,Non_Water,Water,Forest,Water,Wetland
8147,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
8148,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
8149,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
8150,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
8151,Forest,Water,Water,Water,NULL,NULL,Wetland,Forest
8152,Forest,Water,Water,Water,NULL,NULL,Water,Water
8153,Forest,Water,Water,Water,NULL,NULL,Water,Forest
8154,Forest,Water,Water,Water,NULL,Wetland,Wetland,Water
8155,Forest,Water,Water,Water,NULL,Wetland,Wetland,Forest
8156,Forest,Water,Water,Water,NULL,Wetland,Water,Wetland
8157,Forest,Water,Water,Water,NULL,Wetland,Water,Water
8158,Forest,Water,Water,Water,NULL,Wetland,Water,Forest
8159,Forest,Water,Water,Water,NULL,Bareland,Water,Forest
8160,Forest,Water,Water,Water,NULL,Water,Wetland,Wetland
8161,Forest,Water,Water,Water,NULL,Water,Wetland,Water
8162,Forest,Water,Water,Water,NULL,Water,Wetland,Forest
8163,Forest,Water,Water,Water,NULL,Water,Water,Wetland
8164,Forest,Water,Water,Water,NULL,Water,Water,Water
8165,Forest,Water,Water,Water,NULL,Water,Water,Forest
8166,Forest,Water,Water,Water,NULL,Forest,Wetland,Water
8167,Forest,Water,Water,Water,NULL,Forest,Wetland,Forest
8168,Forest,Water,Water,Water,NULL,Forest,Water,Water
8169,Forest,Water,Water,Water,NULL,Forest,Water,Forest
8170,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
8171,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
8172,Forest,Water,Water,Water,Water,NULL,Wetland,Water
8173,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
8174,Forest,Water,Water,Water,Water,NULL,Water,Grassland
8175,Forest,Water,Water,Water,Water,NULL,Water,Wetland
8176,Forest,Water,Water,Water,Water,NULL,Water,Water
8177,Forest,Water,Water,Water,Water,NULL,Water,Forest
8178,Forest,Water,Water,Water,Water,NULL,Forest,Water
8179,Forest,Water,Water,Water,Water,NULL,Forest,Forest
8180,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
8181,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
8182,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
8183,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
8184,Forest,Water,Water,Water,Water,Grassland,Water,Water
8185,Forest,Water,Water,Water,Water,Grassland,Water,Forest
8186,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
8187,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
8188,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
8189,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
8190,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
8191,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
8192,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
8193,Forest,Water,Water,Water,Water,Wetland,Water,Water
8194,Forest,Water,Water,Water,Water,Wetland,Water,Forest
8195,Forest,Water,Water,Water,Water,Wetland,Forest,Grassland
8196,Forest,Water,Water,Water,Water,Wetland,Forest,Water
8197,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
8198,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
8199,Forest,Water,Water,Water,Water,Bareland,Water,Water
8200,Forest,Water,Water,Water,Water,Bareland,Water,Forest
8201,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
8202,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
8203,Forest,Water,Water,Water,Water,Water,Wetland,Water
8204,Forest,Water,Water,Water,Water,Water,Wetland,Forest
8205,Forest,Water,Water,Water,Water,Water,Water,Grassland
8206,Forest,Water,Water,Water,Water,Water,Water,Wetland
8207,Forest,Water,Water,Water,Water,Water,Water,Water
8208,Forest,Water,Water,Water,Water,Water,Water,Forest
8209,Forest,Water,Water,Water,Water,Water,Forest,Water
8210,Forest,Water,Water,Water,Water,Water,Forest,Forest
8211,Forest,Water,Water,Water,Water,Forest,Wetland,Grassland
8212,Forest,Water,Water,Water,Water,Forest,Wetland,Wetland
8213,Forest,Water,Water,Water,Water,Forest,Wetland,Water
8214,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
8215,Forest,Water,Water,Water,Water,Forest,Water,Wetland
8216,Forest,Water,Water,Water,Water,Forest,Water,Water
8217,Forest,Water,Water,Water,Water,Forest,Water,Forest
8218,Forest,Water,Water,Water,Water,Forest,Forest,Water
8219,Forest,Water,Water,Water,Water,Forest,Forest,Forest
8220,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8221,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8222,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8223,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8224,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8225,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
8226,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8227,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8228,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
8229,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
8230,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
8231,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
8232,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8233,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8234,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8235,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8236,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
8237,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
8238,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
8239,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8240,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8241,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8242,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
8243,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
8244,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8245,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8246,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8247,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8248,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8249,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8250,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8251,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8252,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
8253,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
8254,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8255,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8256,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8257,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
8258,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8259,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
8260,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
8261,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
8262,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8263,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8264,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8265,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8266,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
8267,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8268,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8269,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8270,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8271,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
8272,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
8273,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
8274,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8275,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
8276,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
8277,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
8278,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
8279,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
8280,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
8281,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
8282,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8283,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8284,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
8285,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
8286,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8287,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8288,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
8289,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
8290,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
8291,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8292,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8293,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
8294,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8295,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
8296,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
8297,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
8298,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
8299,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
8300,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8301,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
8302,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
8303,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
8304,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
8305,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
8306,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
8307,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8308,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8309,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
8310,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
8311,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
8312,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
8313,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
8314,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
8315,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
8316,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
8317,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
8318,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
8319,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
8320,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
8321,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
8322,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
8323,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
8324,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
8325,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8326,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8327,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8328,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8329,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8330,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
8331,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8332,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
8333,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
8334,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8335,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
8336,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
8337,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
8338,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8339,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
8340,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8341,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8342,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
8343,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8344,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8345,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8346,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8347,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8348,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
8349,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8350,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
8351,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8352,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
8353,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
8354,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8355,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8356,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
8357,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8358,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8359,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
8360,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
8361,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8362,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
8363,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8364,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
8365,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8366,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8367,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8368,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8369,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
8370,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
