Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRR_M_R
1338,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1339,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1340,Forest,Water,Grassland,Water,Non_Wetland,Water
1341,Forest,Water,Grassland,Water,Non_Wetland,Forest
1342,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1343,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1344,Forest,Water,Cropland,NULL,Non_Wetland,Water
1345,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1346,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1347,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
1348,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
1349,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1350,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1351,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1352,Forest,Water,Cropland,Water,Non_Wetland,Bareland
1353,Forest,Water,Cropland,Water,Non_Wetland,Water
1354,Forest,Water,Cropland,Water,Non_Wetland,Forest
1355,Forest,Water,Wetland,NULL,Wetland,Grassland
1356,Forest,Water,Wetland,NULL,Wetland,Bareland
1357,Forest,Water,Wetland,NULL,Wetland,Water
1358,Forest,Water,Wetland,NULL,Wetland,Forest
1359,Forest,Water,Wetland,Non_Water,Wetland,NULL
1360,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1361,Forest,Water,Wetland,Non_Water,Wetland,Bareland
1362,Forest,Water,Wetland,Non_Water,Wetland,Water
1363,Forest,Water,Wetland,Non_Water,Wetland,Forest
1364,Forest,Water,Wetland,Water,Wetland,Grassland
1365,Forest,Water,Wetland,Water,Wetland,Bareland
1366,Forest,Water,Wetland,Water,Wetland,Water
1367,Forest,Water,Wetland,Water,Wetland,Forest
1368,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1369,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1370,Forest,Water,Bareland,NULL,Non_Wetland,Water
1371,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1372,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1373,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1374,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1375,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1376,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1377,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1378,Forest,Water,Bareland,Water,Non_Wetland,Water
1379,Forest,Water,Bareland,Water,Non_Wetland,Forest
1380,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1381,Forest,Water,Built-up,NULL,Non_Wetland,Water
1382,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1383,Forest,Water,Built-up,Water,Non_Wetland,Bareland
1384,Forest,Water,Built-up,Water,Non_Wetland,Water
1385,Forest,Water,Water,NULL,Water,Grassland
1386,Forest,Water,Water,NULL,Water,Bareland
1387,Forest,Water,Water,NULL,Water,Water
1388,Forest,Water,Water,NULL,Water,Forest
1389,Forest,Water,Water,Non_Water,Water,Grassland
1390,Forest,Water,Water,Non_Water,Water,Bareland
1391,Forest,Water,Water,Non_Water,Water,Water
1392,Forest,Water,Water,Non_Water,Water,Forest
1393,Forest,Water,Water,Water,Water,Grassland
1394,Forest,Water,Water,Water,Water,Bareland
1395,Forest,Water,Water,Water,Water,Water
1396,Forest,Water,Water,Water,Water,Forest
1397,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1398,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1399,Forest,Water,Forest,NULL,Non_Wetland,Water
1400,Forest,Water,Forest,NULL,Non_Wetland,Forest
1401,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1402,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1403,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1404,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1405,Forest,Water,Forest,Water,Non_Wetland,Grassland
1406,Forest,Water,Forest,Water,Non_Wetland,Bareland
1407,Forest,Water,Forest,Water,Non_Wetland,Water
1408,Forest,Water,Forest,Water,Non_Wetland,Forest
1409,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1410,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1411,Forest,Forest,NULL,NULL,Non_Wetland,Water
1412,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1413,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1414,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
1415,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1416,Forest,Forest,NULL,Water,Non_Wetland,Forest
1417,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1418,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1419,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1420,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1421,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1422,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1423,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1424,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1425,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1426,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1427,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1428,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1429,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1430,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1431,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1432,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1433,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1434,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1435,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1436,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1437,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1438,Forest,Forest,Grassland,NULL,Non_Wetland,Water
1439,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1440,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1441,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1442,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1443,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
1444,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1445,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1446,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
1447,Forest,Forest,Grassland,Water,Non_Wetland,Water
1448,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1449,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1450,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1451,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1452,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1453,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1454,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1455,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1456,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1457,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1458,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1459,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1460,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1461,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1462,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1463,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
1464,Forest,Forest,Cropland,Water,Non_Wetland,Water
1465,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1466,Forest,Forest,Wetland,NULL,Wetland,NULL
1467,Forest,Forest,Wetland,NULL,Wetland,Grassland
1468,Forest,Forest,Wetland,NULL,Wetland,Water
1469,Forest,Forest,Wetland,NULL,Wetland,Forest
1470,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1471,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1472,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
1473,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1474,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
1475,Forest,Forest,Wetland,Non_Water,Wetland,Water
1476,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1477,Forest,Forest,Wetland,Water,Wetland,NULL
1478,Forest,Forest,Wetland,Water,Wetland,Grassland
1479,Forest,Forest,Wetland,Water,Wetland,Cropland
1480,Forest,Forest,Wetland,Water,Wetland,Bareland
1481,Forest,Forest,Wetland,Water,Wetland,Water
1482,Forest,Forest,Wetland,Water,Wetland,Forest
1483,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1484,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1485,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1486,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1487,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1488,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1489,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1490,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1491,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1492,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1493,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
1494,Forest,Forest,Bareland,Water,Non_Wetland,Water
1495,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1496,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1497,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1498,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1499,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1500,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1501,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1502,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
1503,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1504,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
1505,Forest,Forest,Built-up,Water,Non_Wetland,Bareland
1506,Forest,Forest,Built-up,Water,Non_Wetland,Water
1507,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1508,Forest,Forest,Water,NULL,Water,Grassland
1509,Forest,Forest,Water,NULL,Water,Bareland
1510,Forest,Forest,Water,NULL,Water,Water
1511,Forest,Forest,Water,NULL,Water,Forest
1512,Forest,Forest,Water,Non_Water,Water,NULL
1513,Forest,Forest,Water,Non_Water,Water,Grassland
1514,Forest,Forest,Water,Non_Water,Water,Bareland
1515,Forest,Forest,Water,Non_Water,Water,Water
1516,Forest,Forest,Water,Non_Water,Water,Forest
1517,Forest,Forest,Water,Water,Water,NULL
1518,Forest,Forest,Water,Water,Water,Grassland
1519,Forest,Forest,Water,Water,Water,Cropland
1520,Forest,Forest,Water,Water,Water,Bareland
1521,Forest,Forest,Water,Water,Water,Water
1522,Forest,Forest,Water,Water,Water,Forest
1523,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1524,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1525,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1526,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1527,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1528,Forest,Forest,Forest,NULL,Non_Wetland,Water
1529,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1530,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1531,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1532,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1533,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
1534,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1535,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1536,Forest,Forest,Forest,Water,Non_Wetland,NULL
1537,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1538,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1539,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1540,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1541,Forest,Forest,Forest,Water,Non_Wetland,Water
1542,Forest,Forest,Forest,Water,Non_Wetland,Forest
