Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTA_M_R
2134,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2135,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2136,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2137,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
2138,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2139,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
2140,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
2141,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2142,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2143,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2144,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2145,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2146,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2147,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2148,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2149,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2150,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
2151,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2152,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2153,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2154,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2155,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2156,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
2157,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2158,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2159,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
2160,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2161,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2162,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2163,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2164,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2165,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2166,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2167,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2168,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2169,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2170,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2171,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2172,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2173,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2174,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2175,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2176,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2177,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2178,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2179,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2180,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2181,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2182,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2183,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2184,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2185,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2186,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2187,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
2188,Forest,Water,Water,NULL,Water,NULL,Water,Water
2189,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2190,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2191,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
2192,Forest,Water,Water,NULL,Water,Grassland,Water,Water
2193,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2194,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2195,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2196,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
2197,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2198,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2199,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2200,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
2201,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
2202,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
2203,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2204,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2205,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2206,Forest,Water,Water,NULL,Water,Water,Water,Water
2207,Forest,Water,Water,NULL,Water,Water,Water,Forest
2208,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
2209,Forest,Water,Water,NULL,Water,Water,Forest,Water
2210,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2211,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
2212,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2213,Forest,Water,Water,NULL,Water,Forest,Water,Water
2214,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2215,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2216,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
2217,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2218,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2219,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
2220,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
2221,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2222,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2223,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2224,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
2225,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2226,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2227,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2228,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2229,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2230,Forest,Water,Water,Water,Water,NULL,Water,Grassland
2231,Forest,Water,Water,Water,Water,NULL,Water,Water
2232,Forest,Water,Water,Water,Water,NULL,Water,Forest
2233,Forest,Water,Water,Water,Water,NULL,Forest,Forest
2234,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
2235,Forest,Water,Water,Water,Water,Grassland,Water,Water
2236,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
2237,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
2238,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
2239,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2240,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2241,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
2242,Forest,Water,Water,Water,Water,Wetland,Water,Water
2243,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2244,Forest,Water,Water,Water,Water,Wetland,Forest,Water
2245,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
2246,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
2247,Forest,Water,Water,Water,Water,Bareland,Water,Water
2248,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2249,Forest,Water,Water,Water,Water,Water,Wetland,Bareland
2250,Forest,Water,Water,Water,Water,Water,Wetland,Water
2251,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2252,Forest,Water,Water,Water,Water,Water,Water,Grassland
2253,Forest,Water,Water,Water,Water,Water,Water,Bareland
2254,Forest,Water,Water,Water,Water,Water,Water,Water
2255,Forest,Water,Water,Water,Water,Water,Water,Forest
2256,Forest,Water,Water,Water,Water,Water,Forest,Water
2257,Forest,Water,Water,Water,Water,Water,Forest,Forest
2258,Forest,Water,Water,Water,Water,Forest,Wetland,Water
2259,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2260,Forest,Water,Water,Water,Water,Forest,Water,Water
2261,Forest,Water,Water,Water,Water,Forest,Water,Forest
2262,Forest,Water,Water,Water,Water,Forest,Forest,Water
2263,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2264,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2265,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2266,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2267,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2268,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2269,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2270,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2271,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2272,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2273,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2274,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2275,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2276,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2277,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2278,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2279,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2280,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2281,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2282,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2283,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2284,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2285,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2286,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2287,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2288,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2289,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2290,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2291,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2292,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2293,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2294,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2295,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2296,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2297,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2298,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2299,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2300,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2301,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2302,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2303,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2304,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
2305,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2306,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2307,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2308,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2309,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2310,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
2311,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2312,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2313,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2314,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2315,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2316,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2317,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2318,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2319,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2320,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2321,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2322,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2323,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2324,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
2325,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2326,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
2327,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
2328,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
2329,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2330,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2331,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2332,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2333,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
2334,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
2335,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
2336,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2337,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2338,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2339,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2340,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2341,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
2342,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2343,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
2344,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
2345,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2346,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2347,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2348,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2349,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2350,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2351,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2352,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2353,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2354,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2355,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2356,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2357,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2358,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2359,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2360,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2361,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2362,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2363,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2364,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2365,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2366,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
2367,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2368,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2369,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2370,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2371,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2372,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2373,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2374,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2375,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2376,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2377,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
2378,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
2379,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
2380,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
2381,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2382,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2383,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2384,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2385,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2386,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2387,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2388,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2389,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2390,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2391,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2392,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2393,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2394,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2395,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2396,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2397,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2398,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2399,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2400,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2401,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2402,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2403,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2404,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2405,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2406,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2407,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2408,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2409,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2410,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2411,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2412,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2413,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2414,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2415,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2416,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2417,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2418,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2419,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2420,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2421,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2422,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2423,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2424,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2425,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2426,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2427,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2428,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2429,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2430,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2431,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2432,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2433,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2434,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2435,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2436,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2437,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2438,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2439,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
2440,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
2441,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2442,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2443,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2444,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2445,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2446,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2447,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2448,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2449,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2450,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2451,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2452,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2453,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2454,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2455,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2456,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2457,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2458,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2459,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2460,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
2461,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2462,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
2463,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2464,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2465,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
2466,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2467,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2468,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
2469,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
2470,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2471,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2472,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2473,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2474,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2475,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2476,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2477,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2478,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2479,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2480,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2481,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2482,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2483,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2484,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2485,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2486,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2487,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2488,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2489,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2490,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2491,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2492,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2493,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
