Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTU_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Water
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Water
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
609,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
610,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
611,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
612,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
613,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
614,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
615,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
616,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
617,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
618,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
619,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
620,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
621,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
622,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
623,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
624,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
625,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
626,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
627,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
628,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
629,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
630,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
631,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
632,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
633,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
634,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
635,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
636,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
637,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Bareland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
639,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
640,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
641,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
642,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
643,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
644,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
645,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
646,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
647,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
648,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
649,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
650,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
651,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
652,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
653,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Built-up,Wetland
