Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNT_M_R
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Forest
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
343,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
344,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
345,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
346,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
347,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
348,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
349,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Forest
350,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
351,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
352,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
353,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
354,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
355,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Forest
356,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
357,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
358,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
359,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Built-up,Grassland
360,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
361,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Cropland
362,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
363,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
364,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
365,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
366,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
367,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
368,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
369,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Forest,NULL
370,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Wetland
371,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
372,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
373,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
374,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
375,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Bareland
376,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Cropland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
660,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
