Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNF_M_R
330,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
331,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
332,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
333,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
334,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
335,NULL,NULL,NULL,Water,Non_Wetland,NULL,Forest,Grassland
336,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
337,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
338,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
339,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
340,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
341,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
342,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
343,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
344,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
345,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
346,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
347,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
348,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Wetland
349,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
350,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
351,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
352,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
353,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
354,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
355,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
356,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
357,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
358,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
359,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
360,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
361,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
362,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
