Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMH_M_R
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Cropland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
403,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
404,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
405,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
406,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
407,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
408,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
409,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
410,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
411,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
412,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Water
413,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
414,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
415,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
416,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
417,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,NULL
418,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
419,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
420,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
421,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,NULL
422,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
423,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
424,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
425,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
426,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
427,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
428,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
429,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
430,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
431,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
432,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
433,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
434,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
435,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
436,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
438,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
439,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
440,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
441,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
442,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
444,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
445,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
446,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
448,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
449,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
450,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
451,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
452,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
453,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
455,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
456,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
466,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
495,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
496,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
500,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
501,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
502,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
507,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
508,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
509,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
510,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
514,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
515,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
517,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
519,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
522,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
524,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
526,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
527,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
529,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
541,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
543,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
564,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
568,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
569,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
573,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
574,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
577,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
583,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
586,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
589,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
593,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
595,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
599,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
601,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
605,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
608,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
612,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
613,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
614,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
618,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
623,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
626,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
627,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
631,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
632,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
633,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
636,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
637,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
639,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
640,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
644,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
645,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
647,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
